"age","edu"
37,"POST-SECONDARY OR HIGHER"
58,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
16,"PRIMARY/NO EDUCATION"
60,"POST-SECONDARY OR HIGHER"
86,"PRIMARY/NO EDUCATION"
62,"SECONDARY"
81,"PRIMARY/NO EDUCATION"
58,"SECONDARY"
42,"VOCATIONAL/GRAMMAR"
89,"PRIMARY/NO EDUCATION"
51,"SECONDARY"
44,"VOCATIONAL/GRAMMAR"
49,"PRIMARY/NO EDUCATION"
44,"POST-SECONDARY OR HIGHER"
45,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
54,"SECONDARY"
51,"SECONDARY"
59,"SECONDARY"
21,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
78,"PRIMARY/NO EDUCATION"
31,"SECONDARY"
32,"SECONDARY"
79,"SECONDARY"
73,"PRIMARY/NO EDUCATION"
49,"VOCATIONAL/GRAMMAR"
57,"VOCATIONAL/GRAMMAR"
29,"VOCATIONAL/GRAMMAR"
52,"SECONDARY"
84,"PRIMARY/NO EDUCATION"
31,"VOCATIONAL/GRAMMAR"
20,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
47,"PRIMARY/NO EDUCATION"
64,"PRIMARY/NO EDUCATION"
73,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
46,"POST-SECONDARY OR HIGHER"
54,"VOCATIONAL/GRAMMAR"
32,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
41,"POST-SECONDARY OR HIGHER"
69,"PRIMARY/NO EDUCATION"
21,"SECONDARY"
49,"SECONDARY"
48,"POST-SECONDARY OR HIGHER"
57,"SECONDARY"
37,"POST-SECONDARY OR HIGHER"
45,"PRIMARY/NO EDUCATION"
65,"VOCATIONAL/GRAMMAR"
40,"PRIMARY/NO EDUCATION"
52,"SECONDARY"
26,"VOCATIONAL/GRAMMAR"
58,"SECONDARY"
32,"SECONDARY"
52,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
75,"PRIMARY/NO EDUCATION"
30,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
67,"PRIMARY/NO EDUCATION"
38,"VOCATIONAL/GRAMMAR"
26,"SECONDARY"
32,"SECONDARY"
49,"VOCATIONAL/GRAMMAR"
71,"PRIMARY/NO EDUCATION"
51,"POST-SECONDARY OR HIGHER"
59,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
91,"PRIMARY/NO EDUCATION"
66,"PRIMARY/NO EDUCATION"
48,"VOCATIONAL/GRAMMAR"
41,"POST-SECONDARY OR HIGHER"
49,"POST-SECONDARY OR HIGHER"
26,"SECONDARY"
28,"SECONDARY"
61,"VOCATIONAL/GRAMMAR"
32,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
39,"SECONDARY"
69,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
57,"SECONDARY"
26,"SECONDARY"
23,"SECONDARY"
34,"POST-SECONDARY OR HIGHER"
63,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
53,"SECONDARY"
45,"SECONDARY"
75,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
61,"SECONDARY"
67,"SECONDARY"
37,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
62,"PRIMARY/NO EDUCATION"
32,"SECONDARY"
55,"POST-SECONDARY OR HIGHER"
56,"VOCATIONAL/GRAMMAR"
35,"POST-SECONDARY OR HIGHER"
82,"PRIMARY/NO EDUCATION"
54,"SECONDARY"
44,"POST-SECONDARY OR HIGHER"
60,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
50,"VOCATIONAL/GRAMMAR"
41,"POST-SECONDARY OR HIGHER"
57,"PRIMARY/NO EDUCATION"
63,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
57,"VOCATIONAL/GRAMMAR"
20,"SECONDARY"
37,"POST-SECONDARY OR HIGHER"
90,"PRIMARY/NO EDUCATION"
30,"VOCATIONAL/GRAMMAR"
30,"SECONDARY"
64,"PRIMARY/NO EDUCATION"
55,"PRIMARY/NO EDUCATION"
42,"SECONDARY"
56,"POST-SECONDARY OR HIGHER"
89,"PRIMARY/NO EDUCATION"
68,"PRIMARY/NO EDUCATION"
45,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
61,"SECONDARY"
91,"PRIMARY/NO EDUCATION"
64,"PRIMARY/NO EDUCATION"
35,"VOCATIONAL/GRAMMAR"
58,"PRIMARY/NO EDUCATION"
34,"POST-SECONDARY OR HIGHER"
38,"VOCATIONAL/GRAMMAR"
65,"POST-SECONDARY OR HIGHER"
77,"SECONDARY"
64,"VOCATIONAL/GRAMMAR"
29,"VOCATIONAL/GRAMMAR"
38,"SECONDARY"
29,"SECONDARY"
17,"SECONDARY"
43,"VOCATIONAL/GRAMMAR"
63,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
61,"POST-SECONDARY OR HIGHER"
61,"PRIMARY/NO EDUCATION"
50,"SECONDARY"
47,"SECONDARY"
57,"SECONDARY"
49,"VOCATIONAL/GRAMMAR"
75,"POST-SECONDARY OR HIGHER"
22,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
25,"POST-SECONDARY OR HIGHER"
23,"SECONDARY"
62,"PRIMARY/NO EDUCATION"
34,"SECONDARY"
26,"POST-SECONDARY OR HIGHER"
25,"VOCATIONAL/GRAMMAR"
27,"VOCATIONAL/GRAMMAR"
87,"POST-SECONDARY OR HIGHER"
75,"PRIMARY/NO EDUCATION"
19,"PRIMARY/NO EDUCATION"
36,"VOCATIONAL/GRAMMAR"
53,"POST-SECONDARY OR HIGHER"
64,"PRIMARY/NO EDUCATION"
19,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
78,"PRIMARY/NO EDUCATION"
33,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
47,"POST-SECONDARY OR HIGHER"
61,"SECONDARY"
31,"SECONDARY"
65,"PRIMARY/NO EDUCATION"
49,"PRIMARY/NO EDUCATION"
54,"PRIMARY/NO EDUCATION"
53,"SECONDARY"
61,"POST-SECONDARY OR HIGHER"
52,"POST-SECONDARY OR HIGHER"
47,"SECONDARY"
55,"POST-SECONDARY OR HIGHER"
55,"POST-SECONDARY OR HIGHER"
74,"PRIMARY/NO EDUCATION"
30,"POST-SECONDARY OR HIGHER"
58,"POST-SECONDARY OR HIGHER"
31,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
23,"VOCATIONAL/GRAMMAR"
72,"VOCATIONAL/GRAMMAR"
25,"SECONDARY"
57,"PRIMARY/NO EDUCATION"
41,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
59,"POST-SECONDARY OR HIGHER"
56,"VOCATIONAL/GRAMMAR"
82,"PRIMARY/NO EDUCATION"
60,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
43,"VOCATIONAL/GRAMMAR"
31,"POST-SECONDARY OR HIGHER"
68,"VOCATIONAL/GRAMMAR"
58,"SECONDARY"
41,"POST-SECONDARY OR HIGHER"
41,"SECONDARY"
36,"VOCATIONAL/GRAMMAR"
75,"PRIMARY/NO EDUCATION"
60,"POST-SECONDARY OR HIGHER"
43,"POST-SECONDARY OR HIGHER"
44,"POST-SECONDARY OR HIGHER"
60,"POST-SECONDARY OR HIGHER"
58,"PRIMARY/NO EDUCATION"
37,"PRIMARY/NO EDUCATION"
43,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
55,"VOCATIONAL/GRAMMAR"
27,"POST-SECONDARY OR HIGHER"
64,"POST-SECONDARY OR HIGHER"
36,"VOCATIONAL/GRAMMAR"
62,"SECONDARY"
37,"VOCATIONAL/GRAMMAR"
46,"POST-SECONDARY OR HIGHER"
21,"POST-SECONDARY OR HIGHER"
69,"PRIMARY/NO EDUCATION"
44,"VOCATIONAL/GRAMMAR"
30,"SECONDARY"
19,"PRIMARY/NO EDUCATION"
47,"PRIMARY/NO EDUCATION"
37,"VOCATIONAL/GRAMMAR"
28,"PRIMARY/NO EDUCATION"
30,"POST-SECONDARY OR HIGHER"
62,"VOCATIONAL/GRAMMAR"
74,"SECONDARY"
42,"VOCATIONAL/GRAMMAR"
25,"SECONDARY"
28,"POST-SECONDARY OR HIGHER"
59,"VOCATIONAL/GRAMMAR"
42,"PRIMARY/NO EDUCATION"
27,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
33,"SECONDARY"
63,"POST-SECONDARY OR HIGHER"
23,"SECONDARY"
70,"SECONDARY"
49,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
39,"SECONDARY"
77,"SECONDARY"
59,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
54,"SECONDARY"
23,"SECONDARY"
58,"PRIMARY/NO EDUCATION"
49,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
49,"VOCATIONAL/GRAMMAR"
34,"POST-SECONDARY OR HIGHER"
60,"PRIMARY/NO EDUCATION"
24,"POST-SECONDARY OR HIGHER"
42,"VOCATIONAL/GRAMMAR"
44,"PRIMARY/NO EDUCATION"
55,"POST-SECONDARY OR HIGHER"
29,"VOCATIONAL/GRAMMAR"
27,"VOCATIONAL/GRAMMAR"
59,"VOCATIONAL/GRAMMAR"
48,"VOCATIONAL/GRAMMAR"
41,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
33,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
41,"VOCATIONAL/GRAMMAR"
64,"VOCATIONAL/GRAMMAR"
72,"SECONDARY"
41,"VOCATIONAL/GRAMMAR"
57,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
71,"PRIMARY/NO EDUCATION"
36,"SECONDARY"
57,"POST-SECONDARY OR HIGHER"
48,"VOCATIONAL/GRAMMAR"
65,"POST-SECONDARY OR HIGHER"
33,"POST-SECONDARY OR HIGHER"
59,"VOCATIONAL/GRAMMAR"
54,"VOCATIONAL/GRAMMAR"
72,"VOCATIONAL/GRAMMAR"
37,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
71,"PRIMARY/NO EDUCATION"
60,"VOCATIONAL/GRAMMAR"
40,"VOCATIONAL/GRAMMAR"
26,"SECONDARY"
25,"POST-SECONDARY OR HIGHER"
69,"PRIMARY/NO EDUCATION"
34,"SECONDARY"
60,"POST-SECONDARY OR HIGHER"
27,"SECONDARY"
50,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
52,"SECONDARY"
27,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
43,"POST-SECONDARY OR HIGHER"
23,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
70,"POST-SECONDARY OR HIGHER"
52,"SECONDARY"
75,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
40,"VOCATIONAL/GRAMMAR"
27,"POST-SECONDARY OR HIGHER"
69,"PRIMARY/NO EDUCATION"
22,"SECONDARY"
29,"POST-SECONDARY OR HIGHER"
51,"VOCATIONAL/GRAMMAR"
65,"SECONDARY"
62,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
56,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
18,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
38,"VOCATIONAL/GRAMMAR"
56,"VOCATIONAL/GRAMMAR"
77,"POST-SECONDARY OR HIGHER"
69,"VOCATIONAL/GRAMMAR"
21,"POST-SECONDARY OR HIGHER"
17,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
76,"POST-SECONDARY OR HIGHER"
43,"SECONDARY"
68,"SECONDARY"
59,"POST-SECONDARY OR HIGHER"
35,"POST-SECONDARY OR HIGHER"
83,"PRIMARY/NO EDUCATION"
38,"SECONDARY"
62,"SECONDARY"
54,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
64,"SECONDARY"
52,"SECONDARY"
46,"VOCATIONAL/GRAMMAR"
76,"POST-SECONDARY OR HIGHER"
51,"SECONDARY"
38,"SECONDARY"
31,"SECONDARY"
25,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
33,"POST-SECONDARY OR HIGHER"
71,"PRIMARY/NO EDUCATION"
45,"SECONDARY"
75,"VOCATIONAL/GRAMMAR"
76,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
32,"POST-SECONDARY OR HIGHER"
78,"PRIMARY/NO EDUCATION"
42,"PRIMARY/NO EDUCATION"
59,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
62,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
72,"PRIMARY/NO EDUCATION"
25,"POST-SECONDARY OR HIGHER"
38,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
47,"SECONDARY"
65,"PRIMARY/NO EDUCATION"
53,"VOCATIONAL/GRAMMAR"
26,"POST-SECONDARY OR HIGHER"
60,"VOCATIONAL/GRAMMAR"
31,"POST-SECONDARY OR HIGHER"
24,"SECONDARY"
33,"POST-SECONDARY OR HIGHER"
48,"VOCATIONAL/GRAMMAR"
53,"SECONDARY"
65,"SECONDARY"
50,"VOCATIONAL/GRAMMAR"
52,"VOCATIONAL/GRAMMAR"
55,"SECONDARY"
24,"SECONDARY"
22,"SECONDARY"
24,"SECONDARY"
26,"POST-SECONDARY OR HIGHER"
50,"SECONDARY"
75,"POST-SECONDARY OR HIGHER"
62,"SECONDARY"
47,"SECONDARY"
25,"SECONDARY"
48,"POST-SECONDARY OR HIGHER"
56,"SECONDARY"
37,"VOCATIONAL/GRAMMAR"
32,"SECONDARY"
20,"SECONDARY"
44,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
48,"VOCATIONAL/GRAMMAR"
63,"PRIMARY/NO EDUCATION"
33,"VOCATIONAL/GRAMMAR"
42,"POST-SECONDARY OR HIGHER"
47,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
35,"VOCATIONAL/GRAMMAR"
30,"SECONDARY"
34,"POST-SECONDARY OR HIGHER"
53,"SECONDARY"
43,"POST-SECONDARY OR HIGHER"
32,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
51,"SECONDARY"
29,"SECONDARY"
22,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
55,"SECONDARY"
70,"VOCATIONAL/GRAMMAR"
44,"POST-SECONDARY OR HIGHER"
36,"POST-SECONDARY OR HIGHER"
45,"POST-SECONDARY OR HIGHER"
40,"PRIMARY/NO EDUCATION"
66,"POST-SECONDARY OR HIGHER"
61,"SECONDARY"
50,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
32,"POST-SECONDARY OR HIGHER"
74,"PRIMARY/NO EDUCATION"
55,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
71,"PRIMARY/NO EDUCATION"
42,"VOCATIONAL/GRAMMAR"
40,"POST-SECONDARY OR HIGHER"
39,"SECONDARY"
58,"SECONDARY"
22,"SECONDARY"
62,"SECONDARY"
45,"SECONDARY"
52,"VOCATIONAL/GRAMMAR"
78,"PRIMARY/NO EDUCATION"
23,"POST-SECONDARY OR HIGHER"
48,"VOCATIONAL/GRAMMAR"
64,"POST-SECONDARY OR HIGHER"
27,"VOCATIONAL/GRAMMAR"
75,"PRIMARY/NO EDUCATION"
78,"PRIMARY/NO EDUCATION"
21,"POST-SECONDARY OR HIGHER"
63,"VOCATIONAL/GRAMMAR"
64,"POST-SECONDARY OR HIGHER"
65,"VOCATIONAL/GRAMMAR"
58,"PRIMARY/NO EDUCATION"
85,"SECONDARY"
74,"PRIMARY/NO EDUCATION"
22,"SECONDARY"
35,"POST-SECONDARY OR HIGHER"
59,"VOCATIONAL/GRAMMAR"
64,"VOCATIONAL/GRAMMAR"
49,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
43,"VOCATIONAL/GRAMMAR"
65,"PRIMARY/NO EDUCATION"
51,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
77,"PRIMARY/NO EDUCATION"
30,"SECONDARY"
77,"PRIMARY/NO EDUCATION"
31,"POST-SECONDARY OR HIGHER"
41,"PRIMARY/NO EDUCATION"
80,"VOCATIONAL/GRAMMAR"
24,"POST-SECONDARY OR HIGHER"
62,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
76,"VOCATIONAL/GRAMMAR"
53,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
46,"POST-SECONDARY OR HIGHER"
65,"VOCATIONAL/GRAMMAR"
65,"SECONDARY"
23,"POST-SECONDARY OR HIGHER"
46,"SECONDARY"
56,"SECONDARY"
28,"PRIMARY/NO EDUCATION"
28,"PRIMARY/NO EDUCATION"
68,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
73,"PRIMARY/NO EDUCATION"
71,"VOCATIONAL/GRAMMAR"
40,"PRIMARY/NO EDUCATION"
65,"SECONDARY"
28,"VOCATIONAL/GRAMMAR"
27,"VOCATIONAL/GRAMMAR"
63,"PRIMARY/NO EDUCATION"
60,"SECONDARY"
60,"POST-SECONDARY OR HIGHER"
61,"VOCATIONAL/GRAMMAR"
21,"POST-SECONDARY OR HIGHER"
71,"VOCATIONAL/GRAMMAR"
79,"PRIMARY/NO EDUCATION"
23,"SECONDARY"
49,"VOCATIONAL/GRAMMAR"
52,"VOCATIONAL/GRAMMAR"
32,"SECONDARY"
60,"SECONDARY"
90,"PRIMARY/NO EDUCATION"
26,"VOCATIONAL/GRAMMAR"
49,"VOCATIONAL/GRAMMAR"
31,"POST-SECONDARY OR HIGHER"
42,"POST-SECONDARY OR HIGHER"
62,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
63,"VOCATIONAL/GRAMMAR"
29,"POST-SECONDARY OR HIGHER"
55,"PRIMARY/NO EDUCATION"
40,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
63,"PRIMARY/NO EDUCATION"
41,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
38,"POST-SECONDARY OR HIGHER"
33,"PRIMARY/NO EDUCATION"
33,"SECONDARY"
53,"POST-SECONDARY OR HIGHER"
44,"POST-SECONDARY OR HIGHER"
67,"VOCATIONAL/GRAMMAR"
32,"POST-SECONDARY OR HIGHER"
53,"PRIMARY/NO EDUCATION"
57,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
67,"POST-SECONDARY OR HIGHER"
70,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
61,"SECONDARY"
52,"PRIMARY/NO EDUCATION"
63,"PRIMARY/NO EDUCATION"
29,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
77,"SECONDARY"
60,"PRIMARY/NO EDUCATION"
38,"PRIMARY/NO EDUCATION"
39,"VOCATIONAL/GRAMMAR"
41,"POST-SECONDARY OR HIGHER"
59,"PRIMARY/NO EDUCATION"
62,"VOCATIONAL/GRAMMAR"
61,"SECONDARY"
86,"PRIMARY/NO EDUCATION"
45,"VOCATIONAL/GRAMMAR"
51,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
26,"VOCATIONAL/GRAMMAR"
46,"SECONDARY"
86,"SECONDARY"
37,"POST-SECONDARY OR HIGHER"
51,"VOCATIONAL/GRAMMAR"
38,"POST-SECONDARY OR HIGHER"
45,"VOCATIONAL/GRAMMAR"
77,"PRIMARY/NO EDUCATION"
47,"VOCATIONAL/GRAMMAR"
42,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
80,"SECONDARY"
82,"PRIMARY/NO EDUCATION"
47,"SECONDARY"
35,"VOCATIONAL/GRAMMAR"
76,"PRIMARY/NO EDUCATION"
22,"POST-SECONDARY OR HIGHER"
72,"PRIMARY/NO EDUCATION"
42,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
84,"PRIMARY/NO EDUCATION"
58,"PRIMARY/NO EDUCATION"
35,"VOCATIONAL/GRAMMAR"
76,"VOCATIONAL/GRAMMAR"
64,"PRIMARY/NO EDUCATION"
37,"POST-SECONDARY OR HIGHER"
78,"SECONDARY"
49,"POST-SECONDARY OR HIGHER"
51,"VOCATIONAL/GRAMMAR"
61,"VOCATIONAL/GRAMMAR"
34,"VOCATIONAL/GRAMMAR"
52,"SECONDARY"
36,"POST-SECONDARY OR HIGHER"
53,"POST-SECONDARY OR HIGHER"
24,"VOCATIONAL/GRAMMAR"
55,"PRIMARY/NO EDUCATION"
27,"PRIMARY/NO EDUCATION"
33,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
42,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
37,"PRIMARY/NO EDUCATION"
35,"VOCATIONAL/GRAMMAR"
53,"PRIMARY/NO EDUCATION"
63,"POST-SECONDARY OR HIGHER"
46,"VOCATIONAL/GRAMMAR"
35,"SECONDARY"
35,"POST-SECONDARY OR HIGHER"
28,"VOCATIONAL/GRAMMAR"
32,"SECONDARY"
49,"VOCATIONAL/GRAMMAR"
59,"SECONDARY"
49,"VOCATIONAL/GRAMMAR"
57,"VOCATIONAL/GRAMMAR"
33,"POST-SECONDARY OR HIGHER"
41,"VOCATIONAL/GRAMMAR"
41,"VOCATIONAL/GRAMMAR"
35,"SECONDARY"
58,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
50,"SECONDARY"
39,"VOCATIONAL/GRAMMAR"
62,"PRIMARY/NO EDUCATION"
21,"SECONDARY"
58,"POST-SECONDARY OR HIGHER"
65,"PRIMARY/NO EDUCATION"
61,"VOCATIONAL/GRAMMAR"
61,"VOCATIONAL/GRAMMAR"
21,"POST-SECONDARY OR HIGHER"
71,"PRIMARY/NO EDUCATION"
52,"SECONDARY"
78,"PRIMARY/NO EDUCATION"
27,"SECONDARY"
34,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
31,"POST-SECONDARY OR HIGHER"
62,"POST-SECONDARY OR HIGHER"
65,"VOCATIONAL/GRAMMAR"
76,"VOCATIONAL/GRAMMAR"
36,"SECONDARY"
40,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
88,"SECONDARY"
62,"PRIMARY/NO EDUCATION"
27,"POST-SECONDARY OR HIGHER"
41,"SECONDARY"
38,"VOCATIONAL/GRAMMAR"
69,"PRIMARY/NO EDUCATION"
56,"PRIMARY/NO EDUCATION"
61,"VOCATIONAL/GRAMMAR"
27,"SECONDARY"
84,"PRIMARY/NO EDUCATION"
60,"VOCATIONAL/GRAMMAR"
49,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
70,"SECONDARY"
64,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
64,"POST-SECONDARY OR HIGHER"
39,"SECONDARY"
89,"PRIMARY/NO EDUCATION"
64,"SECONDARY"
36,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
36,"SECONDARY"
27,"SECONDARY"
21,"SECONDARY"
52,"SECONDARY"
32,"POST-SECONDARY OR HIGHER"
47,"POST-SECONDARY OR HIGHER"
29,"VOCATIONAL/GRAMMAR"
62,"PRIMARY/NO EDUCATION"
64,"PRIMARY/NO EDUCATION"
57,"PRIMARY/NO EDUCATION"
54,"SECONDARY"
80,"PRIMARY/NO EDUCATION"
31,"POST-SECONDARY OR HIGHER"
64,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
58,"VOCATIONAL/GRAMMAR"
67,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
55,"VOCATIONAL/GRAMMAR"
43,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
29,"SECONDARY"
57,"SECONDARY"
47,"VOCATIONAL/GRAMMAR"
24,"POST-SECONDARY OR HIGHER"
21,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
55,"VOCATIONAL/GRAMMAR"
37,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
81,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
35,"POST-SECONDARY OR HIGHER"
35,"VOCATIONAL/GRAMMAR"
57,"PRIMARY/NO EDUCATION"
41,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
53,"POST-SECONDARY OR HIGHER"
41,"POST-SECONDARY OR HIGHER"
57,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
69,"POST-SECONDARY OR HIGHER"
24,"SECONDARY"
62,"POST-SECONDARY OR HIGHER"
28,"POST-SECONDARY OR HIGHER"
58,"POST-SECONDARY OR HIGHER"
59,"SECONDARY"
83,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
78,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
83,"POST-SECONDARY OR HIGHER"
78,"PRIMARY/NO EDUCATION"
57,"SECONDARY"
27,"SECONDARY"
65,"VOCATIONAL/GRAMMAR"
51,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
20,"SECONDARY"
51,"POST-SECONDARY OR HIGHER"
47,"POST-SECONDARY OR HIGHER"
45,"VOCATIONAL/GRAMMAR"
22,"VOCATIONAL/GRAMMAR"
27,"SECONDARY"
32,"VOCATIONAL/GRAMMAR"
20,"VOCATIONAL/GRAMMAR"
57,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
33,"VOCATIONAL/GRAMMAR"
42,"VOCATIONAL/GRAMMAR"
64,"SECONDARY"
40,"PRIMARY/NO EDUCATION"
30,"POST-SECONDARY OR HIGHER"
31,"POST-SECONDARY OR HIGHER"
56,"POST-SECONDARY OR HIGHER"
55,"SECONDARY"
41,"POST-SECONDARY OR HIGHER"
56,"POST-SECONDARY OR HIGHER"
38,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
55,"VOCATIONAL/GRAMMAR"
29,"POST-SECONDARY OR HIGHER"
59,"POST-SECONDARY OR HIGHER"
29,"POST-SECONDARY OR HIGHER"
81,"SECONDARY"
29,"SECONDARY"
78,"PRIMARY/NO EDUCATION"
43,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
53,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
71,"POST-SECONDARY OR HIGHER"
16,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
55,"SECONDARY"
59,"POST-SECONDARY OR HIGHER"
41,"VOCATIONAL/GRAMMAR"
56,"PRIMARY/NO EDUCATION"
74,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
57,"POST-SECONDARY OR HIGHER"
52,"POST-SECONDARY OR HIGHER"
27,"POST-SECONDARY OR HIGHER"
18,"PRIMARY/NO EDUCATION"
57,"PRIMARY/NO EDUCATION"
60,"SECONDARY"
39,"POST-SECONDARY OR HIGHER"
