"age","edu"
57,"SECONDARY"
39,"POST-SECONDARY OR HIGHER"
47,"SECONDARY"
64,"SECONDARY"
51,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
40,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
35,"PRIMARY/NO EDUCATION"
55,"PRIMARY/NO EDUCATION"
55,"PRIMARY/NO EDUCATION"
64,"PRIMARY/NO EDUCATION"
34,"SECONDARY"
80,"SECONDARY"
25,"SECONDARY"
72,"PRIMARY/NO EDUCATION"
66,"SECONDARY"
29,"POST-SECONDARY OR HIGHER"
57,"POST-SECONDARY OR HIGHER"
73,"PRIMARY/NO EDUCATION"
52,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
69,"SECONDARY"
66,"PRIMARY/NO EDUCATION"
64,"SECONDARY"
60,"POST-SECONDARY OR HIGHER"
62,"PRIMARY/NO EDUCATION"
39,"POST-SECONDARY OR HIGHER"
24,"POST-SECONDARY OR HIGHER"
55,"POST-SECONDARY OR HIGHER"
47,"VOCATIONAL/GRAMMAR"
40,"SECONDARY"
43,"SECONDARY"
48,"VOCATIONAL/GRAMMAR"
22,"POST-SECONDARY OR HIGHER"
82,"PRIMARY/NO EDUCATION"
61,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
58,"SECONDARY"
89,"PRIMARY/NO EDUCATION"
30,"SECONDARY"
29,"POST-SECONDARY OR HIGHER"
39,"VOCATIONAL/GRAMMAR"
69,"VOCATIONAL/GRAMMAR"
50,"PRIMARY/NO EDUCATION"
38,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
75,"SECONDARY"
44,"SECONDARY"
30,"VOCATIONAL/GRAMMAR"
61,"SECONDARY"
72,"PRIMARY/NO EDUCATION"
62,"VOCATIONAL/GRAMMAR"
53,"PRIMARY/NO EDUCATION"
49,"VOCATIONAL/GRAMMAR"
52,"SECONDARY"
53,"POST-SECONDARY OR HIGHER"
49,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
58,"POST-SECONDARY OR HIGHER"
30,"SECONDARY"
75,"PRIMARY/NO EDUCATION"
33,"POST-SECONDARY OR HIGHER"
43,"VOCATIONAL/GRAMMAR"
59,"SECONDARY"
58,"POST-SECONDARY OR HIGHER"
39,"VOCATIONAL/GRAMMAR"
34,"VOCATIONAL/GRAMMAR"
73,"PRIMARY/NO EDUCATION"
19,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
34,"POST-SECONDARY OR HIGHER"
49,"SECONDARY"
76,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
30,"POST-SECONDARY OR HIGHER"
71,"PRIMARY/NO EDUCATION"
46,"PRIMARY/NO EDUCATION"
37,"POST-SECONDARY OR HIGHER"
42,"POST-SECONDARY OR HIGHER"
67,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
75,"PRIMARY/NO EDUCATION"
23,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
56,"PRIMARY/NO EDUCATION"
63,"VOCATIONAL/GRAMMAR"
43,"VOCATIONAL/GRAMMAR"
26,"POST-SECONDARY OR HIGHER"
44,"POST-SECONDARY OR HIGHER"
37,"POST-SECONDARY OR HIGHER"
41,"SECONDARY"
64,"POST-SECONDARY OR HIGHER"
51,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
62,"PRIMARY/NO EDUCATION"
19,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
47,"VOCATIONAL/GRAMMAR"
52,"VOCATIONAL/GRAMMAR"
61,"SECONDARY"
60,"PRIMARY/NO EDUCATION"
21,"VOCATIONAL/GRAMMAR"
30,"POST-SECONDARY OR HIGHER"
37,"VOCATIONAL/GRAMMAR"
33,"SECONDARY"
61,"SECONDARY"
50,"SECONDARY"
38,"SECONDARY"
25,"POST-SECONDARY OR HIGHER"
75,"PRIMARY/NO EDUCATION"
49,"PRIMARY/NO EDUCATION"
34,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
45,"PRIMARY/NO EDUCATION"
43,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
52,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
30,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
65,"POST-SECONDARY OR HIGHER"
65,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
49,"SECONDARY"
22,"SECONDARY"
68,"SECONDARY"
72,"PRIMARY/NO EDUCATION"
40,"SECONDARY"
18,"SECONDARY"
48,"PRIMARY/NO EDUCATION"
39,"SECONDARY"
40,"POST-SECONDARY OR HIGHER"
33,"VOCATIONAL/GRAMMAR"
28,"POST-SECONDARY OR HIGHER"
55,"PRIMARY/NO EDUCATION"
65,"SECONDARY"
16,"PRIMARY/NO EDUCATION"
31,"SECONDARY"
67,"PRIMARY/NO EDUCATION"
27,"POST-SECONDARY OR HIGHER"
35,"POST-SECONDARY OR HIGHER"
62,"SECONDARY"
26,"SECONDARY"
54,"POST-SECONDARY OR HIGHER"
65,"SECONDARY"
50,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
61,"SECONDARY"
47,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
41,"SECONDARY"
26,"POST-SECONDARY OR HIGHER"
28,"PRIMARY/NO EDUCATION"
67,"SECONDARY"
49,"VOCATIONAL/GRAMMAR"
46,"SECONDARY"
30,"VOCATIONAL/GRAMMAR"
27,"VOCATIONAL/GRAMMAR"
58,"PRIMARY/NO EDUCATION"
51,"VOCATIONAL/GRAMMAR"
20,"SECONDARY"
16,"VOCATIONAL/GRAMMAR"
86,"SECONDARY"
55,"POST-SECONDARY OR HIGHER"
89,"PRIMARY/NO EDUCATION"
19,"VOCATIONAL/GRAMMAR"
54,"PRIMARY/NO EDUCATION"
68,"SECONDARY"
83,"POST-SECONDARY OR HIGHER"
43,"SECONDARY"
48,"SECONDARY"
30,"POST-SECONDARY OR HIGHER"
24,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
57,"POST-SECONDARY OR HIGHER"
49,"SECONDARY"
67,"PRIMARY/NO EDUCATION"
70,"PRIMARY/NO EDUCATION"
58,"SECONDARY"
24,"SECONDARY"
59,"VOCATIONAL/GRAMMAR"
64,"POST-SECONDARY OR HIGHER"
77,"PRIMARY/NO EDUCATION"
66,"PRIMARY/NO EDUCATION"
25,"SECONDARY"
50,"SECONDARY"
29,"VOCATIONAL/GRAMMAR"
58,"SECONDARY"
30,"POST-SECONDARY OR HIGHER"
26,"POST-SECONDARY OR HIGHER"
65,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
23,"VOCATIONAL/GRAMMAR"
72,"PRIMARY/NO EDUCATION"
63,"SECONDARY"
57,"POST-SECONDARY OR HIGHER"
39,"VOCATIONAL/GRAMMAR"
52,"VOCATIONAL/GRAMMAR"
32,"SECONDARY"
54,"VOCATIONAL/GRAMMAR"
25,"SECONDARY"
31,"PRIMARY/NO EDUCATION"
27,"POST-SECONDARY OR HIGHER"
43,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
55,"POST-SECONDARY OR HIGHER"
41,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
88,"PRIMARY/NO EDUCATION"
24,"SECONDARY"
77,"PRIMARY/NO EDUCATION"
50,"VOCATIONAL/GRAMMAR"
84,"PRIMARY/NO EDUCATION"
58,"VOCATIONAL/GRAMMAR"
43,"POST-SECONDARY OR HIGHER"
59,"SECONDARY"
51,"PRIMARY/NO EDUCATION"
40,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
33,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
37,"VOCATIONAL/GRAMMAR"
58,"PRIMARY/NO EDUCATION"
68,"PRIMARY/NO EDUCATION"
77,"PRIMARY/NO EDUCATION"
43,"POST-SECONDARY OR HIGHER"
39,"POST-SECONDARY OR HIGHER"
35,"POST-SECONDARY OR HIGHER"
67,"PRIMARY/NO EDUCATION"
45,"POST-SECONDARY OR HIGHER"
58,"SECONDARY"
30,"SECONDARY"
59,"POST-SECONDARY OR HIGHER"
65,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
53,"PRIMARY/NO EDUCATION"
39,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
62,"SECONDARY"
51,"POST-SECONDARY OR HIGHER"
62,"PRIMARY/NO EDUCATION"
38,"SECONDARY"
39,"PRIMARY/NO EDUCATION"
39,"SECONDARY"
47,"VOCATIONAL/GRAMMAR"
58,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
40,"VOCATIONAL/GRAMMAR"
26,"POST-SECONDARY OR HIGHER"
59,"SECONDARY"
55,"POST-SECONDARY OR HIGHER"
56,"PRIMARY/NO EDUCATION"
59,"PRIMARY/NO EDUCATION"
51,"SECONDARY"
76,"SECONDARY"
27,"PRIMARY/NO EDUCATION"
34,"VOCATIONAL/GRAMMAR"
47,"POST-SECONDARY OR HIGHER"
46,"POST-SECONDARY OR HIGHER"
78,"PRIMARY/NO EDUCATION"
33,"SECONDARY"
29,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
73,"PRIMARY/NO EDUCATION"
34,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
38,"PRIMARY/NO EDUCATION"
62,"VOCATIONAL/GRAMMAR"
61,"POST-SECONDARY OR HIGHER"
56,"PRIMARY/NO EDUCATION"
71,"PRIMARY/NO EDUCATION"
57,"VOCATIONAL/GRAMMAR"
87,"VOCATIONAL/GRAMMAR"
62,"SECONDARY"
26,"POST-SECONDARY OR HIGHER"
63,"VOCATIONAL/GRAMMAR"
62,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
54,"PRIMARY/NO EDUCATION"
76,"POST-SECONDARY OR HIGHER"
38,"VOCATIONAL/GRAMMAR"
83,"POST-SECONDARY OR HIGHER"
77,"PRIMARY/NO EDUCATION"
55,"PRIMARY/NO EDUCATION"
32,"VOCATIONAL/GRAMMAR"
48,"POST-SECONDARY OR HIGHER"
21,"POST-SECONDARY OR HIGHER"
65,"SECONDARY"
27,"VOCATIONAL/GRAMMAR"
37,"SECONDARY"
62,"SECONDARY"
54,"POST-SECONDARY OR HIGHER"
52,"POST-SECONDARY OR HIGHER"
55,"PRIMARY/NO EDUCATION"
32,"SECONDARY"
48,"SECONDARY"
26,"PRIMARY/NO EDUCATION"
70,"PRIMARY/NO EDUCATION"
78,"VOCATIONAL/GRAMMAR"
54,"SECONDARY"
27,"POST-SECONDARY OR HIGHER"
61,"POST-SECONDARY OR HIGHER"
54,"VOCATIONAL/GRAMMAR"
21,"PRIMARY/NO EDUCATION"
74,"SECONDARY"
25,"POST-SECONDARY OR HIGHER"
27,"POST-SECONDARY OR HIGHER"
43,"PRIMARY/NO EDUCATION"
72,"VOCATIONAL/GRAMMAR"
32,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
20,"VOCATIONAL/GRAMMAR"
68,"SECONDARY"
48,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
32,"POST-SECONDARY OR HIGHER"
50,"PRIMARY/NO EDUCATION"
25,"SECONDARY"
57,"SECONDARY"
65,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
71,"PRIMARY/NO EDUCATION"
23,"SECONDARY"
50,"SECONDARY"
57,"SECONDARY"
52,"SECONDARY"
69,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
32,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
62,"SECONDARY"
23,"PRIMARY/NO EDUCATION"
41,"POST-SECONDARY OR HIGHER"
56,"PRIMARY/NO EDUCATION"
48,"SECONDARY"
70,"SECONDARY"
35,"SECONDARY"
40,"SECONDARY"
58,"VOCATIONAL/GRAMMAR"
24,"VOCATIONAL/GRAMMAR"
33,"SECONDARY"
69,"SECONDARY"
68,"PRIMARY/NO EDUCATION"
36,"POST-SECONDARY OR HIGHER"
31,"POST-SECONDARY OR HIGHER"
41,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
33,"VOCATIONAL/GRAMMAR"
53,"POST-SECONDARY OR HIGHER"
46,"SECONDARY"
55,"POST-SECONDARY OR HIGHER"
60,"SECONDARY"
89,"PRIMARY/NO EDUCATION"
37,"POST-SECONDARY OR HIGHER"
20,"VOCATIONAL/GRAMMAR"
35,"VOCATIONAL/GRAMMAR"
53,"SECONDARY"
27,"SECONDARY"
82,"SECONDARY"
48,"SECONDARY"
26,"SECONDARY"
22,"SECONDARY"
61,"POST-SECONDARY OR HIGHER"
21,"POST-SECONDARY OR HIGHER"
59,"VOCATIONAL/GRAMMAR"
28,"SECONDARY"
33,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
63,"SECONDARY"
59,"PRIMARY/NO EDUCATION"
26,"SECONDARY"
41,"VOCATIONAL/GRAMMAR"
67,"VOCATIONAL/GRAMMAR"
42,"PRIMARY/NO EDUCATION"
69,"PRIMARY/NO EDUCATION"
78,"PRIMARY/NO EDUCATION"
21,"SECONDARY"
55,"SECONDARY"
27,"SECONDARY"
36,"SECONDARY"
33,"SECONDARY"
58,"PRIMARY/NO EDUCATION"
54,"VOCATIONAL/GRAMMAR"
41,"VOCATIONAL/GRAMMAR"
83,"PRIMARY/NO EDUCATION"
75,"PRIMARY/NO EDUCATION"
21,"SECONDARY"
35,"POST-SECONDARY OR HIGHER"
40,"VOCATIONAL/GRAMMAR"
27,"SECONDARY"
38,"VOCATIONAL/GRAMMAR"
36,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
86,"VOCATIONAL/GRAMMAR"
78,"PRIMARY/NO EDUCATION"
25,"SECONDARY"
62,"VOCATIONAL/GRAMMAR"
65,"SECONDARY"
32,"SECONDARY"
53,"POST-SECONDARY OR HIGHER"
34,"POST-SECONDARY OR HIGHER"
57,"VOCATIONAL/GRAMMAR"
41,"PRIMARY/NO EDUCATION"
30,"SECONDARY"
27,"SECONDARY"
43,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
63,"PRIMARY/NO EDUCATION"
61,"PRIMARY/NO EDUCATION"
75,"PRIMARY/NO EDUCATION"
54,"VOCATIONAL/GRAMMAR"
62,"POST-SECONDARY OR HIGHER"
59,"PRIMARY/NO EDUCATION"
60,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
54,"VOCATIONAL/GRAMMAR"
27,"POST-SECONDARY OR HIGHER"
68,"PRIMARY/NO EDUCATION"
52,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
53,"SECONDARY"
51,"VOCATIONAL/GRAMMAR"
46,"SECONDARY"
22,"SECONDARY"
25,"POST-SECONDARY OR HIGHER"
63,"POST-SECONDARY OR HIGHER"
36,"POST-SECONDARY OR HIGHER"
24,"SECONDARY"
52,"SECONDARY"
24,"SECONDARY"
81,"SECONDARY"
64,"PRIMARY/NO EDUCATION"
60,"VOCATIONAL/GRAMMAR"
63,"POST-SECONDARY OR HIGHER"
51,"POST-SECONDARY OR HIGHER"
64,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
16,"PRIMARY/NO EDUCATION"
58,"SECONDARY"
38,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
54,"VOCATIONAL/GRAMMAR"
41,"SECONDARY"
66,"SECONDARY"
25,"VOCATIONAL/GRAMMAR"
57,"POST-SECONDARY OR HIGHER"
71,"SECONDARY"
42,"VOCATIONAL/GRAMMAR"
38,"VOCATIONAL/GRAMMAR"
45,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
43,"VOCATIONAL/GRAMMAR"
35,"SECONDARY"
58,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
23,"SECONDARY"
37,"PRIMARY/NO EDUCATION"
61,"PRIMARY/NO EDUCATION"
31,"VOCATIONAL/GRAMMAR"
69,"PRIMARY/NO EDUCATION"
87,"SECONDARY"
35,"POST-SECONDARY OR HIGHER"
63,"SECONDARY"
61,"VOCATIONAL/GRAMMAR"
52,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
64,"VOCATIONAL/GRAMMAR"
41,"POST-SECONDARY OR HIGHER"
24,"VOCATIONAL/GRAMMAR"
76,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
65,"SECONDARY"
63,"SECONDARY"
52,"PRIMARY/NO EDUCATION"
37,"SECONDARY"
35,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
40,"VOCATIONAL/GRAMMAR"
46,"POST-SECONDARY OR HIGHER"
48,"SECONDARY"
48,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
84,"POST-SECONDARY OR HIGHER"
35,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
61,"SECONDARY"
63,"SECONDARY"
53,"POST-SECONDARY OR HIGHER"
64,"VOCATIONAL/GRAMMAR"
40,"POST-SECONDARY OR HIGHER"
53,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
28,"VOCATIONAL/GRAMMAR"
64,"PRIMARY/NO EDUCATION"
37,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
65,"SECONDARY"
57,"SECONDARY"
67,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
41,"POST-SECONDARY OR HIGHER"
77,"SECONDARY"
47,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
52,"PRIMARY/NO EDUCATION"
69,"PRIMARY/NO EDUCATION"
41,"SECONDARY"
56,"SECONDARY"
26,"POST-SECONDARY OR HIGHER"
41,"VOCATIONAL/GRAMMAR"
89,"POST-SECONDARY OR HIGHER"
84,"SECONDARY"
69,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
72,"PRIMARY/NO EDUCATION"
48,"VOCATIONAL/GRAMMAR"
34,"VOCATIONAL/GRAMMAR"
42,"VOCATIONAL/GRAMMAR"
33,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
43,"SECONDARY"
43,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
39,"PRIMARY/NO EDUCATION"
63,"SECONDARY"
43,"SECONDARY"
26,"POST-SECONDARY OR HIGHER"
29,"POST-SECONDARY OR HIGHER"
49,"VOCATIONAL/GRAMMAR"
69,"PRIMARY/NO EDUCATION"
29,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
35,"VOCATIONAL/GRAMMAR"
39,"VOCATIONAL/GRAMMAR"
68,"SECONDARY"
26,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
28,"VOCATIONAL/GRAMMAR"
56,"SECONDARY"
57,"SECONDARY"
88,"SECONDARY"
33,"VOCATIONAL/GRAMMAR"
30,"VOCATIONAL/GRAMMAR"
36,"VOCATIONAL/GRAMMAR"
79,"SECONDARY"
83,"POST-SECONDARY OR HIGHER"
56,"SECONDARY"
42,"SECONDARY"
50,"VOCATIONAL/GRAMMAR"
69,"POST-SECONDARY OR HIGHER"
68,"PRIMARY/NO EDUCATION"
53,"VOCATIONAL/GRAMMAR"
59,"SECONDARY"
26,"SECONDARY"
82,"POST-SECONDARY OR HIGHER"
33,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
55,"VOCATIONAL/GRAMMAR"
46,"SECONDARY"
39,"POST-SECONDARY OR HIGHER"
67,"PRIMARY/NO EDUCATION"
72,"VOCATIONAL/GRAMMAR"
85,"VOCATIONAL/GRAMMAR"
34,"POST-SECONDARY OR HIGHER"
33,"VOCATIONAL/GRAMMAR"
36,"SECONDARY"
81,"PRIMARY/NO EDUCATION"
62,"VOCATIONAL/GRAMMAR"
34,"VOCATIONAL/GRAMMAR"
39,"SECONDARY"
25,"POST-SECONDARY OR HIGHER"
92,"PRIMARY/NO EDUCATION"
31,"PRIMARY/NO EDUCATION"
64,"VOCATIONAL/GRAMMAR"
85,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
65,"PRIMARY/NO EDUCATION"
32,"SECONDARY"
55,"PRIMARY/NO EDUCATION"
56,"VOCATIONAL/GRAMMAR"
46,"SECONDARY"
26,"VOCATIONAL/GRAMMAR"
55,"POST-SECONDARY OR HIGHER"
78,"PRIMARY/NO EDUCATION"
54,"SECONDARY"
47,"SECONDARY"
72,"SECONDARY"
42,"VOCATIONAL/GRAMMAR"
58,"PRIMARY/NO EDUCATION"
64,"SECONDARY"
35,"SECONDARY"
60,"SECONDARY"
20,"SECONDARY"
78,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
71,"SECONDARY"
35,"POST-SECONDARY OR HIGHER"
78,"PRIMARY/NO EDUCATION"
42,"SECONDARY"
28,"VOCATIONAL/GRAMMAR"
29,"POST-SECONDARY OR HIGHER"
26,"POST-SECONDARY OR HIGHER"
23,"POST-SECONDARY OR HIGHER"
43,"POST-SECONDARY OR HIGHER"
27,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
47,"VOCATIONAL/GRAMMAR"
64,"VOCATIONAL/GRAMMAR"
30,"VOCATIONAL/GRAMMAR"
81,"PRIMARY/NO EDUCATION"
61,"PRIMARY/NO EDUCATION"
51,"SECONDARY"
52,"VOCATIONAL/GRAMMAR"
56,"PRIMARY/NO EDUCATION"
46,"PRIMARY/NO EDUCATION"
75,"POST-SECONDARY OR HIGHER"
73,"SECONDARY"
46,"VOCATIONAL/GRAMMAR"
37,"SECONDARY"
52,"POST-SECONDARY OR HIGHER"
33,"SECONDARY"
84,"PRIMARY/NO EDUCATION"
64,"PRIMARY/NO EDUCATION"
54,"POST-SECONDARY OR HIGHER"
32,"POST-SECONDARY OR HIGHER"
75,"POST-SECONDARY OR HIGHER"
25,"SECONDARY"
62,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
58,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
55,"SECONDARY"
77,"POST-SECONDARY OR HIGHER"
58,"PRIMARY/NO EDUCATION"
57,"VOCATIONAL/GRAMMAR"
32,"PRIMARY/NO EDUCATION"
81,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
55,"POST-SECONDARY OR HIGHER"
27,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
50,"SECONDARY"
24,"SECONDARY"
65,"VOCATIONAL/GRAMMAR"
76,"SECONDARY"
75,"POST-SECONDARY OR HIGHER"
58,"POST-SECONDARY OR HIGHER"
58,"POST-SECONDARY OR HIGHER"
46,"VOCATIONAL/GRAMMAR"
60,"SECONDARY"
20,"SECONDARY"
54,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
64,"POST-SECONDARY OR HIGHER"
58,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
74,"VOCATIONAL/GRAMMAR"
75,"SECONDARY"
54,"SECONDARY"
74,"PRIMARY/NO EDUCATION"
34,"POST-SECONDARY OR HIGHER"
45,"SECONDARY"
71,"PRIMARY/NO EDUCATION"
26,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
49,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
22,"POST-SECONDARY OR HIGHER"
48,"PRIMARY/NO EDUCATION"
66,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
56,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
56,"PRIMARY/NO EDUCATION"
42,"POST-SECONDARY OR HIGHER"
60,"VOCATIONAL/GRAMMAR"
48,"SECONDARY"
33,"SECONDARY"
59,"PRIMARY/NO EDUCATION"
19,"VOCATIONAL/GRAMMAR"
33,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
70,"SECONDARY"
43,"VOCATIONAL/GRAMMAR"
67,"PRIMARY/NO EDUCATION"
20,"VOCATIONAL/GRAMMAR"
41,"VOCATIONAL/GRAMMAR"
60,"POST-SECONDARY OR HIGHER"
52,"VOCATIONAL/GRAMMAR"
30,"SECONDARY"
44,"PRIMARY/NO EDUCATION"
20,"SECONDARY"
52,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
34,"POST-SECONDARY OR HIGHER"
60,"PRIMARY/NO EDUCATION"
52,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
54,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
49,"VOCATIONAL/GRAMMAR"
29,"PRIMARY/NO EDUCATION"
58,"SECONDARY"
40,"POST-SECONDARY OR HIGHER"
56,"PRIMARY/NO EDUCATION"
27,"POST-SECONDARY OR HIGHER"
22,"VOCATIONAL/GRAMMAR"
37,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
59,"SECONDARY"
33,"SECONDARY"
46,"PRIMARY/NO EDUCATION"
83,"VOCATIONAL/GRAMMAR"
38,"SECONDARY"
16,"PRIMARY/NO EDUCATION"
72,"PRIMARY/NO EDUCATION"
37,"POST-SECONDARY OR HIGHER"
30,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
66,"PRIMARY/NO EDUCATION"
33,"SECONDARY"
20,"SECONDARY"
75,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
41,"POST-SECONDARY OR HIGHER"
36,"POST-SECONDARY OR HIGHER"
40,"VOCATIONAL/GRAMMAR"
78,"VOCATIONAL/GRAMMAR"
27,"SECONDARY"
56,"PRIMARY/NO EDUCATION"
64,"POST-SECONDARY OR HIGHER"
57,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
50,"VOCATIONAL/GRAMMAR"
51,"SECONDARY"
25,"POST-SECONDARY OR HIGHER"
48,"VOCATIONAL/GRAMMAR"
20,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
37,"POST-SECONDARY OR HIGHER"
71,"POST-SECONDARY OR HIGHER"
29,"POST-SECONDARY OR HIGHER"
55,"PRIMARY/NO EDUCATION"
53,"VOCATIONAL/GRAMMAR"
48,"VOCATIONAL/GRAMMAR"
78,"POST-SECONDARY OR HIGHER"
22,"POST-SECONDARY OR HIGHER"
28,"VOCATIONAL/GRAMMAR"
64,"PRIMARY/NO EDUCATION"
45,"VOCATIONAL/GRAMMAR"
49,"POST-SECONDARY OR HIGHER"
56,"VOCATIONAL/GRAMMAR"
38,"POST-SECONDARY OR HIGHER"
69,"PRIMARY/NO EDUCATION"
30,"POST-SECONDARY OR HIGHER"
81,"PRIMARY/NO EDUCATION"
68,"PRIMARY/NO EDUCATION"
45,"SECONDARY"
76,"PRIMARY/NO EDUCATION"
28,"SECONDARY"
83,"PRIMARY/NO EDUCATION"
57,"VOCATIONAL/GRAMMAR"
27,"VOCATIONAL/GRAMMAR"
29,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
25,"SECONDARY"
35,"SECONDARY"
55,"POST-SECONDARY OR HIGHER"
