sex,age,income,edu
MALE,36,154.0,PRIMARY/NO EDUCATION
FEMALE,26,768.0,VOCATIONAL/GRAMMAR
MALE,85,1160.0,VOCATIONAL/GRAMMAR
MALE,66,-8.0,PRIMARY/NO EDUCATION
MALE,30,1499.0,POST-SECONDARY OR HIGHER
FEMALE,65,,
FEMALE,31,1205.0,SECONDARY
FEMALE,43,1243.0,PRIMARY/NO EDUCATION
MALE,77,-8.0,VOCATIONAL/GRAMMAR
FEMALE,46,1509.0,SECONDARY
FEMALE,74,1659.0,PRIMARY/NO EDUCATION
FEMALE,22,1874.0,SECONDARY
FEMALE,17,1324.0,
FEMALE,46,1192.0,SECONDARY
MALE,90,,SECONDARY
MALE,24,1810.0,VOCATIONAL/GRAMMAR
MALE,22,1177.0,PRIMARY/NO EDUCATION
MALE,45,,SECONDARY
FEMALE,29,1730.0,
MALE,46,648.0,VOCATIONAL/GRAMMAR
MALE,49,,SECONDARY
MALE,33,1495.0,VOCATIONAL/GRAMMAR
FEMALE,89,3852.0,POST-SECONDARY OR HIGHER
FEMALE,70,929.0,SECONDARY
FEMALE,20,354.0,VOCATIONAL/GRAMMAR
MALE,50,,VOCATIONAL/GRAMMAR
MALE,67,1132.0,PRIMARY/NO EDUCATION
MALE,46,-8.0,VOCATIONAL/GRAMMAR
FEMALE,24,1485.0,VOCATIONAL/GRAMMAR
MALE,16,663.0,VOCATIONAL/GRAMMAR
MALE,20,1239.0,SECONDARY
MALE,29,629.0,VOCATIONAL/GRAMMAR
FEMALE,36,114.0,POST-SECONDARY OR HIGHER
FEMALE,16,,PRIMARY/NO EDUCATION
MALE,27,757.0,VOCATIONAL/GRAMMAR
MALE,39,384.0,PRIMARY/NO EDUCATION
FEMALE,63,512.0,SECONDARY
MALE,39,1379.0,POST-SECONDARY OR HIGHER
MALE,24,1060.0,PRIMARY/NO EDUCATION
MALE,20,638.0,SECONDARY
FEMALE,35,3890.0,SECONDARY
FEMALE,21,1404.0,SECONDARY
MALE,56,-8.0,VOCATIONAL/GRAMMAR
FEMALE,23,-8.0,
MALE,29,1715.0,POST-SECONDARY OR HIGHER
MALE,50,370.0,VOCATIONAL/GRAMMAR
FEMALE,22,1587.0,POST-SECONDARY OR HIGHER
FEMALE,73,953.0,VOCATIONAL/GRAMMAR
FEMALE,22,1421.0,SECONDARY
MALE,29,1154.0,VOCATIONAL/GRAMMAR
MALE,16,919.0,VOCATIONAL/GRAMMAR
MALE,85,1425.0,SECONDARY
MALE,22,97.0,PRIMARY/NO EDUCATION
MALE,24,,SECONDARY
FEMALE,60,1335.0,SECONDARY
FEMALE,66,1151.0,POST-SECONDARY OR HIGHER
MALE,28,1057.0,SECONDARY
FEMALE,44,684.0,PRIMARY/NO EDUCATION
FEMALE,72,1373.0,PRIMARY/NO EDUCATION
MALE,68,1004.0,SECONDARY
FEMALE,31,1475.0,
FEMALE,42,,VOCATIONAL/GRAMMAR
MALE,55,352.0,VOCATIONAL/GRAMMAR
FEMALE,42,347.0,SECONDARY
MALE,27,2230.0,POST-SECONDARY OR HIGHER
FEMALE,42,1217.0,SECONDARY
MALE,29,-8.0,SECONDARY
MALE,28,,POST-SECONDARY OR HIGHER
FEMALE,30,785.0,VOCATIONAL/GRAMMAR
FEMALE,45,1323.0,PRIMARY/NO EDUCATION
FEMALE,46,,PRIMARY/NO EDUCATION
FEMALE,25,393.0,PRIMARY/NO EDUCATION
MALE,30,-8.0,SECONDARY
MALE,19,163.0,SECONDARY
MALE,45,1306.0,PRIMARY/NO EDUCATION
FEMALE,49,1256.0,VOCATIONAL/GRAMMAR
MALE,23,,VOCATIONAL/GRAMMAR
MALE,27,1242.0,
FEMALE,21,,PRIMARY/NO EDUCATION
MALE,34,304.0,PRIMARY/NO EDUCATION
MALE,63,1490.0,SECONDARY
MALE,33,,VOCATIONAL/GRAMMAR
FEMALE,77,1021.0,POST-SECONDARY OR HIGHER
FEMALE,16,20.0,POST-SECONDARY OR HIGHER
FEMALE,22,2057.0,POST-SECONDARY OR HIGHER
FEMALE,63,,PRIMARY/NO EDUCATION
FEMALE,35,664.0,VOCATIONAL/GRAMMAR
MALE,64,580.0,PRIMARY/NO EDUCATION
MALE,59,,SECONDARY
MALE,70,1403.0,
FEMALE,60,-8.0,SECONDARY
FEMALE,59,,VOCATIONAL/GRAMMAR
FEMALE,25,1925.0,SECONDARY
MALE,46,536.0,POST-SECONDARY OR HIGHER
MALE,60,1402.0,POST-SECONDARY OR HIGHER
FEMALE,23,1459.0,POST-SECONDARY OR HIGHER
FEMALE,25,,
FEMALE,43,135.0,POST-SECONDARY OR HIGHER
FEMALE,47,17.0,POST-SECONDARY OR HIGHER
FEMALE,46,1498.0,VOCATIONAL/GRAMMAR
FEMALE,68,1441.0,VOCATIONAL/GRAMMAR
MALE,68,1080.0,POST-SECONDARY OR HIGHER
MALE,69,,SECONDARY
MALE,16,1306.0,VOCATIONAL/GRAMMAR
MALE,30,-8.0,VOCATIONAL/GRAMMAR
MALE,76,713.0,POST-SECONDARY OR HIGHER
MALE,27,475.0,SECONDARY
MALE,30,1370.0,PRIMARY/NO EDUCATION
FEMALE,50,1553.0,PRIMARY/NO EDUCATION
FEMALE,78,1617.0,VOCATIONAL/GRAMMAR
MALE,35,216.0,PRIMARY/NO EDUCATION
FEMALE,61,1167.0,VOCATIONAL/GRAMMAR
MALE,83,,POST-SECONDARY OR HIGHER
FEMALE,65,2266.0,PRIMARY/NO EDUCATION
MALE,52,3143.0,SECONDARY
FEMALE,40,,PRIMARY/NO EDUCATION
FEMALE,26,579.0,SECONDARY
FEMALE,47,737.0,SECONDARY
FEMALE,37,1325.0,SECONDARY
MALE,21,1633.0,SECONDARY
FEMALE,42,1870.0,POST-SECONDARY OR HIGHER
MALE,49,,SECONDARY
FEMALE,49,-8.0,
FEMALE,23,,SECONDARY
MALE,22,-8.0,PRIMARY/NO EDUCATION
FEMALE,20,1923.0,PRIMARY/NO EDUCATION
FEMALE,18,1404.0,POST-SECONDARY OR HIGHER
MALE,70,1008.0,SECONDARY
FEMALE,28,1504.0,VOCATIONAL/GRAMMAR
FEMALE,25,1087.0,SECONDARY
MALE,18,-8.0,SECONDARY
MALE,20,827.0,PRIMARY/NO EDUCATION
FEMALE,19,2524.0,SECONDARY
FEMALE,38,212.0,SECONDARY
MALE,25,-8.0,PRIMARY/NO EDUCATION
MALE,67,615.0,SECONDARY
MALE,67,849.0,VOCATIONAL/GRAMMAR
FEMALE,29,-8.0,PRIMARY/NO EDUCATION
FEMALE,28,679.0,
MALE,53,884.0,PRIMARY/NO EDUCATION
MALE,23,1443.0,POST-SECONDARY OR HIGHER
MALE,58,1750.0,PRIMARY/NO EDUCATION
MALE,26,521.0,PRIMARY/NO EDUCATION
FEMALE,56,3094.0,SECONDARY
MALE,21,519.0,PRIMARY/NO EDUCATION
MALE,50,542.0,POST-SECONDARY OR HIGHER
MALE,70,2407.0,POST-SECONDARY OR HIGHER
FEMALE,28,1650.0,VOCATIONAL/GRAMMAR
FEMALE,30,1555.0,PRIMARY/NO EDUCATION
FEMALE,64,862.0,SECONDARY
FEMALE,20,1179.0,PRIMARY/NO EDUCATION
MALE,64,1691.0,SECONDARY
FEMALE,56,-8.0,POST-SECONDARY OR HIGHER
MALE,25,,VOCATIONAL/GRAMMAR
FEMALE,54,1539.0,VOCATIONAL/GRAMMAR
MALE,72,473.0,PRIMARY/NO EDUCATION
FEMALE,46,438.0,PRIMARY/NO EDUCATION
FEMALE,61,507.0,SECONDARY
FEMALE,36,1428.0,POST-SECONDARY OR HIGHER
FEMALE,65,1328.0,PRIMARY/NO EDUCATION
MALE,90,1656.0,VOCATIONAL/GRAMMAR
MALE,73,1610.0,POST-SECONDARY OR HIGHER
MALE,21,3030.0,VOCATIONAL/GRAMMAR
MALE,63,664.0,PRIMARY/NO EDUCATION
FEMALE,43,1384.0,PRIMARY/NO EDUCATION
MALE,23,1513.0,VOCATIONAL/GRAMMAR
MALE,27,685.0,POST-SECONDARY OR HIGHER
MALE,76,,PRIMARY/NO EDUCATION
MALE,66,2008.0,VOCATIONAL/GRAMMAR
FEMALE,96,632.0,PRIMARY/NO EDUCATION
FEMALE,50,1167.0,SECONDARY
MALE,86,1468.0,PRIMARY/NO EDUCATION
MALE,39,1355.0,PRIMARY/NO EDUCATION
FEMALE,27,,
FEMALE,46,,VOCATIONAL/GRAMMAR
MALE,26,4085.0,SECONDARY
FEMALE,49,1278.0,SECONDARY
MALE,16,1810.0,POST-SECONDARY OR HIGHER
MALE,58,,POST-SECONDARY OR HIGHER
FEMALE,38,303.0,VOCATIONAL/GRAMMAR
FEMALE,35,1170.0,POST-SECONDARY OR HIGHER
MALE,16,1317.0,PRIMARY/NO EDUCATION
FEMALE,29,,
MALE,23,-8.0,SECONDARY
MALE,83,733.0,
MALE,38,1409.0,PRIMARY/NO EDUCATION
FEMALE,26,1330.0,SECONDARY
MALE,29,-8.0,POST-SECONDARY OR HIGHER
FEMALE,20,475.0,SECONDARY
FEMALE,23,-8.0,PRIMARY/NO EDUCATION
FEMALE,49,2646.0,VOCATIONAL/GRAMMAR
FEMALE,61,164.0,SECONDARY
MALE,23,941.0,VOCATIONAL/GRAMMAR
FEMALE,22,1388.0,POST-SECONDARY OR HIGHER
MALE,77,35.0,PRIMARY/NO EDUCATION
MALE,95,1720.0,VOCATIONAL/GRAMMAR
FEMALE,92,1343.0,PRIMARY/NO EDUCATION
FEMALE,19,6659.0,SECONDARY
FEMALE,49,1003.0,SECONDARY
MALE,30,-8.0,VOCATIONAL/GRAMMAR
MALE,31,-8.0,SECONDARY
FEMALE,23,1392.0,POST-SECONDARY OR HIGHER
FEMALE,54,444.0,SECONDARY
FEMALE,48,990.0,VOCATIONAL/GRAMMAR
FEMALE,25,1177.0,POST-SECONDARY OR HIGHER
FEMALE,27,,SECONDARY
MALE,54,895.0,POST-SECONDARY OR HIGHER
FEMALE,42,-8.0,PRIMARY/NO EDUCATION
FEMALE,43,409.0,PRIMARY/NO EDUCATION
MALE,35,,VOCATIONAL/GRAMMAR
FEMALE,19,196.0,SECONDARY
FEMALE,23,-8.0,VOCATIONAL/GRAMMAR
FEMALE,80,415.0,
FEMALE,29,1513.0,POST-SECONDARY OR HIGHER
MALE,59,804.0,VOCATIONAL/GRAMMAR
MALE,24,1544.0,VOCATIONAL/GRAMMAR
MALE,51,61.0,VOCATIONAL/GRAMMAR
FEMALE,40,-8.0,SECONDARY
FEMALE,16,1178.0,POST-SECONDARY OR HIGHER
FEMALE,62,259.0,PRIMARY/NO EDUCATION
MALE,62,3036.0,POST-SECONDARY OR HIGHER
MALE,56,2021.0,PRIMARY/NO EDUCATION
MALE,66,988.0,VOCATIONAL/GRAMMAR
FEMALE,18,750.0,PRIMARY/NO EDUCATION
MALE,16,,PRIMARY/NO EDUCATION
MALE,26,1590.0,SECONDARY
MALE,21,1121.0,VOCATIONAL/GRAMMAR
FEMALE,67,1105.0,SECONDARY
FEMALE,54,898.0,PRIMARY/NO EDUCATION
FEMALE,45,,VOCATIONAL/GRAMMAR
FEMALE,42,854.0,SECONDARY
MALE,40,697.0,PRIMARY/NO EDUCATION
MALE,73,,PRIMARY/NO EDUCATION
FEMALE,97,34.0,SECONDARY
MALE,39,639.0,SECONDARY
FEMALE,28,,VOCATIONAL/GRAMMAR
FEMALE,24,1166.0,SECONDARY
FEMALE,41,-8.0,POST-SECONDARY OR HIGHER
FEMALE,24,,
FEMALE,96,1037.0,SECONDARY
FEMALE,24,3469.0,SECONDARY
FEMALE,18,478.0,POST-SECONDARY OR HIGHER
FEMALE,58,1681.0,VOCATIONAL/GRAMMAR
MALE,82,,SECONDARY
MALE,53,,PRIMARY/NO EDUCATION
MALE,26,117.0,SECONDARY
FEMALE,26,470.0,SECONDARY
MALE,27,1673.0,SECONDARY
MALE,59,511.0,POST-SECONDARY OR HIGHER
FEMALE,81,673.0,POST-SECONDARY OR HIGHER
MALE,32,590.0,VOCATIONAL/GRAMMAR
FEMALE,24,1501.0,PRIMARY/NO EDUCATION
FEMALE,84,-8.0,VOCATIONAL/GRAMMAR
MALE,29,-8.0,VOCATIONAL/GRAMMAR
FEMALE,52,1113.0,VOCATIONAL/GRAMMAR
MALE,79,,VOCATIONAL/GRAMMAR
MALE,27,1561.0,POST-SECONDARY OR HIGHER
FEMALE,24,1068.0,PRIMARY/NO EDUCATION
MALE,53,1117.0,VOCATIONAL/GRAMMAR
FEMALE,56,2046.0,SECONDARY
MALE,39,1394.0,SECONDARY
FEMALE,21,-8.0,POST-SECONDARY OR HIGHER
MALE,33,1315.0,VOCATIONAL/GRAMMAR
MALE,82,1273.0,VOCATIONAL/GRAMMAR
MALE,25,1480.0,PRIMARY/NO EDUCATION
FEMALE,22,876.0,SECONDARY
MALE,44,501.0,PRIMARY/NO EDUCATION
MALE,62,-8.0,VOCATIONAL/GRAMMAR
FEMALE,57,,PRIMARY/NO EDUCATION
MALE,50,,VOCATIONAL/GRAMMAR
MALE,45,3128.0,SECONDARY
FEMALE,64,,PRIMARY/NO EDUCATION
FEMALE,58,795.0,SECONDARY
FEMALE,25,,VOCATIONAL/GRAMMAR
MALE,91,1298.0,POST-SECONDARY OR HIGHER
FEMALE,23,,POST-SECONDARY OR HIGHER
FEMALE,76,1113.0,VOCATIONAL/GRAMMAR
MALE,59,107.0,SECONDARY
MALE,25,7484.0,SECONDARY
FEMALE,70,,VOCATIONAL/GRAMMAR
MALE,30,1735.0,POST-SECONDARY OR HIGHER
FEMALE,88,680.0,SECONDARY
FEMALE,51,94.0,VOCATIONAL/GRAMMAR
FEMALE,60,950.0,SECONDARY
MALE,40,,VOCATIONAL/GRAMMAR
MALE,64,272.0,POST-SECONDARY OR HIGHER
FEMALE,31,583.0,VOCATIONAL/GRAMMAR
MALE,45,416.0,SECONDARY
FEMALE,53,1233.0,VOCATIONAL/GRAMMAR
MALE,59,1127.0,PRIMARY/NO EDUCATION
MALE,44,,PRIMARY/NO EDUCATION
MALE,67,1475.0,SECONDARY
FEMALE,53,1378.0,
FEMALE,17,1589.0,VOCATIONAL/GRAMMAR
FEMALE,75,1429.0,SECONDARY
MALE,53,1100.0,PRIMARY/NO EDUCATION
FEMALE,52,1463.0,SECONDARY
MALE,75,802.0,VOCATIONAL/GRAMMAR
FEMALE,34,3193.0,VOCATIONAL/GRAMMAR
MALE,58,1409.0,PRIMARY/NO EDUCATION
MALE,18,383.0,PRIMARY/NO EDUCATION
FEMALE,16,,VOCATIONAL/GRAMMAR
MALE,62,646.0,SECONDARY
MALE,29,919.0,VOCATIONAL/GRAMMAR
FEMALE,16,1365.0,POST-SECONDARY OR HIGHER
MALE,26,583.0,PRIMARY/NO EDUCATION
FEMALE,35,1314.0,SECONDARY
MALE,61,,VOCATIONAL/GRAMMAR
FEMALE,55,1323.0,PRIMARY/NO EDUCATION
MALE,20,639.0,POST-SECONDARY OR HIGHER
MALE,55,1284.0,PRIMARY/NO EDUCATION
MALE,33,2451.0,SECONDARY
MALE,66,,SECONDARY
MALE,34,616.0,VOCATIONAL/GRAMMAR
FEMALE,25,1405.0,SECONDARY
MALE,22,-8.0,POST-SECONDARY OR HIGHER
FEMALE,48,1323.0,POST-SECONDARY OR HIGHER
MALE,81,932.0,SECONDARY
MALE,44,,POST-SECONDARY OR HIGHER
FEMALE,22,1309.0,SECONDARY
FEMALE,16,1635.0,PRIMARY/NO EDUCATION
MALE,91,,PRIMARY/NO EDUCATION
FEMALE,21,2248.0,VOCATIONAL/GRAMMAR
FEMALE,25,1125.0,POST-SECONDARY OR HIGHER
FEMALE,61,,VOCATIONAL/GRAMMAR
FEMALE,46,598.0,VOCATIONAL/GRAMMAR
MALE,74,1151.0,SECONDARY
FEMALE,56,26.0,PRIMARY/NO EDUCATION
FEMALE,33,1255.0,VOCATIONAL/GRAMMAR
FEMALE,19,,PRIMARY/NO EDUCATION
FEMALE,81,452.0,
FEMALE,26,1901.0,PRIMARY/NO EDUCATION
MALE,43,782.0,PRIMARY/NO EDUCATION
FEMALE,26,,SECONDARY
MALE,64,677.0,SECONDARY
FEMALE,41,1409.0,SECONDARY
FEMALE,85,2368.0,VOCATIONAL/GRAMMAR
MALE,65,1938.0,VOCATIONAL/GRAMMAR
FEMALE,20,2193.0,SECONDARY
FEMALE,25,1077.0,VOCATIONAL/GRAMMAR
MALE,48,1457.0,POST-SECONDARY OR HIGHER
FEMALE,18,-8.0,VOCATIONAL/GRAMMAR
FEMALE,41,1539.0,POST-SECONDARY OR HIGHER
FEMALE,50,23.0,PRIMARY/NO EDUCATION
FEMALE,24,259.0,VOCATIONAL/GRAMMAR
MALE,64,426.0,SECONDARY
FEMALE,48,935.0,SECONDARY
MALE,30,157.0,SECONDARY
FEMALE,21,1420.0,PRIMARY/NO EDUCATION
FEMALE,50,1286.0,PRIMARY/NO EDUCATION
MALE,30,983.0,
MALE,52,1139.0,VOCATIONAL/GRAMMAR
MALE,61,552.0,PRIMARY/NO EDUCATION
FEMALE,52,696.0,PRIMARY/NO EDUCATION
FEMALE,85,233.0,SECONDARY
MALE,62,28.0,VOCATIONAL/GRAMMAR
MALE,49,655.0,PRIMARY/NO EDUCATION
FEMALE,16,623.0,PRIMARY/NO EDUCATION
MALE,50,-8.0,VOCATIONAL/GRAMMAR
MALE,75,1438.0,PRIMARY/NO EDUCATION
FEMALE,78,761.0,POST-SECONDARY OR HIGHER
FEMALE,23,1080.0,VOCATIONAL/GRAMMAR
FEMALE,73,-8.0,PRIMARY/NO EDUCATION
MALE,43,88.0,PRIMARY/NO EDUCATION
MALE,24,1173.0,SECONDARY
FEMALE,94,777.0,SECONDARY
MALE,67,357.0,VOCATIONAL/GRAMMAR
FEMALE,77,376.0,VOCATIONAL/GRAMMAR
FEMALE,21,1207.0,SECONDARY
FEMALE,56,,SECONDARY
MALE,92,887.0,VOCATIONAL/GRAMMAR
FEMALE,44,1129.0,SECONDARY
MALE,73,2354.0,SECONDARY
FEMALE,75,15.0,
MALE,17,1509.0,PRIMARY/NO EDUCATION
FEMALE,54,,VOCATIONAL/GRAMMAR
FEMALE,58,497.0,SECONDARY
FEMALE,30,186.0,SECONDARY
FEMALE,18,,PRIMARY/NO EDUCATION
FEMALE,24,1451.0,SECONDARY
MALE,52,46.0,
MALE,47,708.0,SECONDARY
MALE,61,1830.0,VOCATIONAL/GRAMMAR
FEMALE,57,1717.0,VOCATIONAL/GRAMMAR
MALE,22,6.0,SECONDARY
MALE,46,2148.0,VOCATIONAL/GRAMMAR
MALE,22,838.0,VOCATIONAL/GRAMMAR
FEMALE,18,1099.0,VOCATIONAL/GRAMMAR
MALE,92,609.0,PRIMARY/NO EDUCATION
FEMALE,53,282.0,PRIMARY/NO EDUCATION
FEMALE,39,1465.0,PRIMARY/NO EDUCATION
FEMALE,53,847.0,PRIMARY/NO EDUCATION
FEMALE,71,54.0,PRIMARY/NO EDUCATION
MALE,50,698.0,VOCATIONAL/GRAMMAR
MALE,58,715.0,
MALE,16,1550.0,POST-SECONDARY OR HIGHER
FEMALE,60,,VOCATIONAL/GRAMMAR
FEMALE,45,724.0,SECONDARY
FEMALE,75,88.0,VOCATIONAL/GRAMMAR
MALE,35,1508.0,PRIMARY/NO EDUCATION
MALE,19,1785.0,PRIMARY/NO EDUCATION
MALE,27,1059.0,VOCATIONAL/GRAMMAR
FEMALE,31,-8.0,PRIMARY/NO EDUCATION
FEMALE,18,1474.0,SECONDARY
MALE,69,1237.0,SECONDARY
MALE,39,734.0,VOCATIONAL/GRAMMAR
FEMALE,29,1974.0,PRIMARY/NO EDUCATION
FEMALE,29,-8.0,POST-SECONDARY OR HIGHER
MALE,30,903.0,VOCATIONAL/GRAMMAR
MALE,32,-8.0,POST-SECONDARY OR HIGHER
FEMALE,50,451.0,PRIMARY/NO EDUCATION
MALE,16,1426.0,PRIMARY/NO EDUCATION
MALE,78,,SECONDARY
FEMALE,30,,SECONDARY
FEMALE,62,1300.0,POST-SECONDARY OR HIGHER
MALE,25,714.0,SECONDARY
FEMALE,24,982.0,PRIMARY/NO EDUCATION
MALE,63,538.0,VOCATIONAL/GRAMMAR
FEMALE,51,485.0,SECONDARY
FEMALE,34,515.0,VOCATIONAL/GRAMMAR
MALE,26,1337.0,SECONDARY
MALE,21,142.0,SECONDARY
FEMALE,21,1433.0,VOCATIONAL/GRAMMAR
MALE,57,615.0,VOCATIONAL/GRAMMAR
MALE,18,1012.0,SECONDARY
MALE,43,367.0,VOCATIONAL/GRAMMAR
FEMALE,22,,VOCATIONAL/GRAMMAR
MALE,27,498.0,VOCATIONAL/GRAMMAR
FEMALE,47,180.0,PRIMARY/NO EDUCATION
FEMALE,54,1736.0,SECONDARY
FEMALE,84,254.0,
MALE,50,248.0,SECONDARY
FEMALE,85,916.0,
FEMALE,44,,VOCATIONAL/GRAMMAR
FEMALE,25,486.0,VOCATIONAL/GRAMMAR
FEMALE,26,796.0,PRIMARY/NO EDUCATION
FEMALE,57,935.0,SECONDARY
MALE,26,48.0,SECONDARY
FEMALE,26,1827.0,SECONDARY
FEMALE,20,1388.0,SECONDARY
FEMALE,32,897.0,POST-SECONDARY OR HIGHER
FEMALE,57,1664.0,PRIMARY/NO EDUCATION
FEMALE,68,1501.0,SECONDARY
FEMALE,27,212.0,PRIMARY/NO EDUCATION
FEMALE,17,,SECONDARY
FEMALE,48,71.0,SECONDARY
FEMALE,31,290.0,POST-SECONDARY OR HIGHER
FEMALE,20,1933.0,POST-SECONDARY OR HIGHER
FEMALE,58,417.0,VOCATIONAL/GRAMMAR
FEMALE,43,1259.0,POST-SECONDARY OR HIGHER
MALE,25,1666.0,VOCATIONAL/GRAMMAR
MALE,41,324.0,VOCATIONAL/GRAMMAR
MALE,65,803.0,VOCATIONAL/GRAMMAR
MALE,32,571.0,
FEMALE,27,688.0,POST-SECONDARY OR HIGHER
MALE,64,497.0,PRIMARY/NO EDUCATION
MALE,59,1171.0,PRIMARY/NO EDUCATION
FEMALE,32,451.0,SECONDARY
MALE,71,2263.0,PRIMARY/NO EDUCATION
MALE,41,1324.0,PRIMARY/NO EDUCATION
FEMALE,41,1611.0,POST-SECONDARY OR HIGHER
FEMALE,54,1084.0,VOCATIONAL/GRAMMAR
MALE,23,1698.0,PRIMARY/NO EDUCATION
MALE,55,1004.0,PRIMARY/NO EDUCATION
MALE,22,1899.0,PRIMARY/NO EDUCATION
MALE,44,1456.0,SECONDARY
FEMALE,31,837.0,VOCATIONAL/GRAMMAR
MALE,36,1890.0,VOCATIONAL/GRAMMAR
FEMALE,16,1689.0,VOCATIONAL/GRAMMAR
MALE,30,,SECONDARY
FEMALE,67,1029.0,POST-SECONDARY OR HIGHER
FEMALE,16,1278.0,VOCATIONAL/GRAMMAR
FEMALE,67,1465.0,PRIMARY/NO EDUCATION
FEMALE,22,979.0,SECONDARY
MALE,62,785.0,PRIMARY/NO EDUCATION
FEMALE,33,1459.0,SECONDARY
MALE,73,,VOCATIONAL/GRAMMAR
MALE,33,1316.0,PRIMARY/NO EDUCATION
FEMALE,58,207.0,VOCATIONAL/GRAMMAR
FEMALE,62,705.0,VOCATIONAL/GRAMMAR
FEMALE,97,1306.0,VOCATIONAL/GRAMMAR
FEMALE,47,76.0,POST-SECONDARY OR HIGHER
FEMALE,41,-6.0,VOCATIONAL/GRAMMAR
FEMALE,63,427.0,SECONDARY
FEMALE,71,1572.0,SECONDARY
FEMALE,26,,SECONDARY
MALE,34,1268.0,SECONDARY
FEMALE,33,-8.0,PRIMARY/NO EDUCATION
MALE,21,,POST-SECONDARY OR HIGHER
FEMALE,82,1329.0,PRIMARY/NO EDUCATION
MALE,77,1811.0,POST-SECONDARY OR HIGHER
MALE,73,1379.0,VOCATIONAL/GRAMMAR
FEMALE,46,152.0,PRIMARY/NO EDUCATION
MALE,52,,VOCATIONAL/GRAMMAR
FEMALE,32,3104.0,POST-SECONDARY OR HIGHER
MALE,56,1394.0,SECONDARY
MALE,34,689.0,VOCATIONAL/GRAMMAR
FEMALE,32,516.0,POST-SECONDARY OR HIGHER
MALE,19,2269.0,VOCATIONAL/GRAMMAR
FEMALE,20,1014.0,SECONDARY
FEMALE,63,1480.0,
FEMALE,21,,SECONDARY
MALE,44,1597.0,SECONDARY
FEMALE,81,160.0,PRIMARY/NO EDUCATION
MALE,54,1125.0,SECONDARY
MALE,65,,POST-SECONDARY OR HIGHER
FEMALE,37,1222.0,VOCATIONAL/GRAMMAR
MALE,29,1129.0,SECONDARY
FEMALE,60,288.0,SECONDARY
MALE,66,756.0,VOCATIONAL/GRAMMAR
MALE,22,2111.0,SECONDARY
FEMALE,25,1147.0,PRIMARY/NO EDUCATION
FEMALE,23,-8.0,VOCATIONAL/GRAMMAR
MALE,60,3472.0,PRIMARY/NO EDUCATION
FEMALE,69,1547.0,SECONDARY
FEMALE,18,135.0,SECONDARY
FEMALE,48,1065.0,POST-SECONDARY OR HIGHER
FEMALE,46,282.0,POST-SECONDARY OR HIGHER
MALE,25,1684.0,VOCATIONAL/GRAMMAR
FEMALE,68,3432.0,VOCATIONAL/GRAMMAR
MALE,38,1815.0,VOCATIONAL/GRAMMAR
FEMALE,67,,SECONDARY
FEMALE,16,667.0,VOCATIONAL/GRAMMAR
FEMALE,32,1727.0,PRIMARY/NO EDUCATION
MALE,85,763.0,SECONDARY
MALE,88,426.0,SECONDARY
MALE,27,1737.0,VOCATIONAL/GRAMMAR
FEMALE,68,340.0,PRIMARY/NO EDUCATION
FEMALE,77,1316.0,VOCATIONAL/GRAMMAR
MALE,69,1277.0,POST-SECONDARY OR HIGHER
FEMALE,23,1903.0,VOCATIONAL/GRAMMAR
FEMALE,26,1143.0,SECONDARY
MALE,80,1683.0,PRIMARY/NO EDUCATION
MALE,19,1054.0,POST-SECONDARY OR HIGHER
MALE,55,2458.0,SECONDARY
FEMALE,27,582.0,PRIMARY/NO EDUCATION
MALE,50,,PRIMARY/NO EDUCATION
MALE,72,,VOCATIONAL/GRAMMAR
MALE,46,3898.0,PRIMARY/NO EDUCATION
MALE,30,1363.0,POST-SECONDARY OR HIGHER
MALE,28,1386.0,PRIMARY/NO EDUCATION
FEMALE,56,240.0,VOCATIONAL/GRAMMAR
MALE,47,1254.0,POST-SECONDARY OR HIGHER
MALE,49,1657.0,PRIMARY/NO EDUCATION
MALE,67,80.0,VOCATIONAL/GRAMMAR
FEMALE,33,1690.0,SECONDARY
FEMALE,71,581.0,SECONDARY
FEMALE,16,949.0,VOCATIONAL/GRAMMAR
MALE,67,31.0,POST-SECONDARY OR HIGHER
FEMALE,16,974.0,SECONDARY
MALE,24,1259.0,POST-SECONDARY OR HIGHER
FEMALE,24,1594.0,POST-SECONDARY OR HIGHER
MALE,61,,SECONDARY
FEMALE,26,73.0,VOCATIONAL/GRAMMAR
FEMALE,35,212.0,SECONDARY
MALE,48,1290.0,PRIMARY/NO EDUCATION
MALE,24,479.0,VOCATIONAL/GRAMMAR
FEMALE,65,818.0,VOCATIONAL/GRAMMAR
FEMALE,50,1688.0,VOCATIONAL/GRAMMAR
MALE,38,423.0,VOCATIONAL/GRAMMAR
FEMALE,16,786.0,POST-SECONDARY OR HIGHER
FEMALE,55,62.0,SECONDARY
FEMALE,58,710.0,VOCATIONAL/GRAMMAR
FEMALE,28,1822.0,VOCATIONAL/GRAMMAR
MALE,68,-8.0,VOCATIONAL/GRAMMAR
MALE,61,501.0,VOCATIONAL/GRAMMAR
MALE,61,999.0,SECONDARY
MALE,36,1450.0,SECONDARY
MALE,21,777.0,PRIMARY/NO EDUCATION
FEMALE,20,,POST-SECONDARY OR HIGHER
MALE,42,,POST-SECONDARY OR HIGHER
FEMALE,28,160.0,POST-SECONDARY OR HIGHER
FEMALE,56,411.0,PRIMARY/NO EDUCATION
