sex,age,income,edu
FEMALE,92,1663.0,VOCATIONAL/GRAMMAR
FEMALE,21,,
FEMALE,57,1443.0,POST-SECONDARY OR HIGHER
MALE,87,227.0,PRIMARY/NO EDUCATION
FEMALE,43,232.0,SECONDARY
MALE,54,1471.0,VOCATIONAL/GRAMMAR
MALE,97,215.0,PRIMARY/NO EDUCATION
MALE,51,1485.0,POST-SECONDARY OR HIGHER
FEMALE,71,,
FEMALE,34,3933.0,SECONDARY
MALE,41,2126.0,PRIMARY/NO EDUCATION
MALE,73,2386.0,VOCATIONAL/GRAMMAR
FEMALE,50,1509.0,SECONDARY
FEMALE,72,1333.0,PRIMARY/NO EDUCATION
FEMALE,45,1529.0,SECONDARY
FEMALE,64,2470.0,
FEMALE,74,1599.0,SECONDARY
FEMALE,78,,SECONDARY
MALE,83,1553.0,VOCATIONAL/GRAMMAR
MALE,35,1524.0,PRIMARY/NO EDUCATION
MALE,43,,SECONDARY
FEMALE,34,135.0,
MALE,75,3539.0,VOCATIONAL/GRAMMAR
MALE,71,,POST-SECONDARY OR HIGHER
FEMALE,35,1546.0,VOCATIONAL/GRAMMAR
MALE,84,3719.0,POST-SECONDARY OR HIGHER
FEMALE,77,-8.0,SECONDARY
FEMALE,49,3567.0,VOCATIONAL/GRAMMAR
MALE,94,,VOCATIONAL/GRAMMAR
MALE,73,2661.0,PRIMARY/NO EDUCATION
MALE,71,1505.0,VOCATIONAL/GRAMMAR
FEMALE,56,669.0,VOCATIONAL/GRAMMAR
MALE,77,1693.0,VOCATIONAL/GRAMMAR
MALE,72,3733.0,VOCATIONAL/GRAMMAR
MALE,30,1372.0,POST-SECONDARY OR HIGHER
FEMALE,43,1523.0,POST-SECONDARY OR HIGHER
FEMALE,27,,PRIMARY/NO EDUCATION
MALE,91,1263.0,VOCATIONAL/GRAMMAR
MALE,48,191.0,SECONDARY
FEMALE,64,1469.0,SECONDARY
MALE,35,1636.0,POST-SECONDARY OR HIGHER
FEMALE,75,1480.0,PRIMARY/NO EDUCATION
MALE,53,1131.0,SECONDARY
MALE,30,5573.0,SECONDARY
FEMALE,75,1334.0,POST-SECONDARY OR HIGHER
MALE,84,2034.0,VOCATIONAL/GRAMMAR
FEMALE,31,270.0,
MALE,34,2563.0,POST-SECONDARY OR HIGHER
FEMALE,80,1249.0,VOCATIONAL/GRAMMAR
FEMALE,68,2047.0,POST-SECONDARY OR HIGHER
FEMALE,81,145.0,
FEMALE,97,1712.0,SECONDARY
MALE,52,1131.0,POST-SECONDARY OR HIGHER
FEMALE,68,11948.0,PRIMARY/NO EDUCATION
MALE,61,1539.0,SECONDARY
FEMALE,77,235.0,PRIMARY/NO EDUCATION
FEMALE,74,,SECONDARY
FEMALE,61,1383.0,SECONDARY
FEMALE,62,91.0,POST-SECONDARY OR HIGHER
MALE,23,1735.0,SECONDARY
FEMALE,76,4062.0,PRIMARY/NO EDUCATION
FEMALE,69,1915.0,PRIMARY/NO EDUCATION
MALE,75,1602.0,VOCATIONAL/GRAMMAR
FEMALE,53,1585.0,
FEMALE,49,,VOCATIONAL/GRAMMAR
MALE,40,480.0,VOCATIONAL/GRAMMAR
FEMALE,94,1361.0,SECONDARY
MALE,32,2169.0,POST-SECONDARY OR HIGHER
FEMALE,47,490.0,SECONDARY
FEMALE,33,3601.0,SECONDARY
MALE,43,,POST-SECONDARY OR HIGHER
FEMALE,46,87.0,VOCATIONAL/GRAMMAR
MALE,57,1549.0,POST-SECONDARY OR HIGHER
FEMALE,39,,PRIMARY/NO EDUCATION
FEMALE,51,2004.0,PRIMARY/NO EDUCATION
FEMALE,53,-8.0,SECONDARY
MALE,27,111.0,SECONDARY
MALE,32,1932.0,PRIMARY/NO EDUCATION
MALE,71,1934.0,VOCATIONAL/GRAMMAR
MALE,22,,VOCATIONAL/GRAMMAR
MALE,54,1561.0,
MALE,62,,PRIMARY/NO EDUCATION
MALE,48,2889.0,PRIMARY/NO EDUCATION
MALE,30,1814.0,SECONDARY
MALE,97,,VOCATIONAL/GRAMMAR
FEMALE,83,1962.0,POST-SECONDARY OR HIGHER
FEMALE,32,109.0,POST-SECONDARY OR HIGHER
FEMALE,28,2335.0,POST-SECONDARY OR HIGHER
MALE,74,,PRIMARY/NO EDUCATION
FEMALE,36,2260.0,VOCATIONAL/GRAMMAR
MALE,68,1480.0,PRIMARY/NO EDUCATION
MALE,63,,SECONDARY
MALE,49,3945.0,
MALE,71,1443.0,SECONDARY
FEMALE,51,,PRIMARY/NO EDUCATION
FEMALE,16,2321.0,VOCATIONAL/GRAMMAR
FEMALE,73,1411.0,POST-SECONDARY OR HIGHER
MALE,45,1736.0,SECONDARY
FEMALE,30,959.0,POST-SECONDARY OR HIGHER
MALE,41,,
FEMALE,42,59.0,POST-SECONDARY OR HIGHER
FEMALE,55,68.0,POST-SECONDARY OR HIGHER
FEMALE,68,1561.0,VOCATIONAL/GRAMMAR
FEMALE,95,1611.0,VOCATIONAL/GRAMMAR
MALE,72,3321.0,PRIMARY/NO EDUCATION
MALE,72,,SECONDARY
MALE,19,1564.0,PRIMARY/NO EDUCATION
MALE,83,1623.0,SECONDARY
MALE,33,1557.0,POST-SECONDARY OR HIGHER
MALE,69,26.0,SECONDARY
MALE,61,1478.0,PRIMARY/NO EDUCATION
FEMALE,66,1116.0,PRIMARY/NO EDUCATION
MALE,97,1453.0,VOCATIONAL/GRAMMAR
MALE,48,1514.0,POST-SECONDARY OR HIGHER
FEMALE,42,4099.0,VOCATIONAL/GRAMMAR
MALE,85,,SECONDARY
FEMALE,60,2268.0,PRIMARY/NO EDUCATION
MALE,53,3703.0,POST-SECONDARY OR HIGHER
FEMALE,50,,PRIMARY/NO EDUCATION
FEMALE,72,1419.0,SECONDARY
FEMALE,40,2172.0,SECONDARY
FEMALE,49,1402.0,SECONDARY
MALE,53,1762.0,SECONDARY
MALE,62,1535.0,POST-SECONDARY OR HIGHER
MALE,43,,SECONDARY
FEMALE,40,1651.0,
FEMALE,28,,SECONDARY
FEMALE,49,1888.0,PRIMARY/NO EDUCATION
FEMALE,65,1499.0,PRIMARY/NO EDUCATION
FEMALE,83,-8.0,POST-SECONDARY OR HIGHER
MALE,77,1606.0,VOCATIONAL/GRAMMAR
FEMALE,41,2385.0,VOCATIONAL/GRAMMAR
FEMALE,53,5837.0,POST-SECONDARY OR HIGHER
MALE,50,60.0,SECONDARY
MALE,26,188.0,SECONDARY
FEMALE,31,4158.0,SECONDARY
FEMALE,54,2008.0,SECONDARY
MALE,51,57.0,PRIMARY/NO EDUCATION
MALE,71,983.0,SECONDARY
MALE,68,-8.0,POST-SECONDARY OR HIGHER
FEMALE,49,90.0,PRIMARY/NO EDUCATION
FEMALE,43,2412.0,SECONDARY
MALE,59,1585.0,PRIMARY/NO EDUCATION
MALE,63,1675.0,POST-SECONDARY OR HIGHER
MALE,75,2034.0,PRIMARY/NO EDUCATION
MALE,50,7658.0,PRIMARY/NO EDUCATION
FEMALE,52,2738.0,SECONDARY
MALE,85,2556.0,PRIMARY/NO EDUCATION
MALE,77,1488.0,POST-SECONDARY OR HIGHER
MALE,71,3175.0,POST-SECONDARY OR HIGHER
FEMALE,32,253.0,VOCATIONAL/GRAMMAR
FEMALE,77,1481.0,PRIMARY/NO EDUCATION
FEMALE,70,55.0,SECONDARY
FEMALE,70,1690.0,PRIMARY/NO EDUCATION
MALE,79,1473.0,SECONDARY
FEMALE,51,-8.0,POST-SECONDARY OR HIGHER
MALE,30,,VOCATIONAL/GRAMMAR
FEMALE,62,1003.0,VOCATIONAL/GRAMMAR
MALE,58,1378.0,VOCATIONAL/GRAMMAR
FEMALE,61,62.0,SECONDARY
FEMALE,57,1591.0,SECONDARY
MALE,43,1667.0,POST-SECONDARY OR HIGHER
FEMALE,83,894.0,PRIMARY/NO EDUCATION
MALE,88,2082.0,VOCATIONAL/GRAMMAR
MALE,83,1601.0,POST-SECONDARY OR HIGHER
MALE,66,2331.0,VOCATIONAL/GRAMMAR
MALE,93,105.0,PRIMARY/NO EDUCATION
MALE,40,1555.0,SECONDARY
MALE,32,3067.0,VOCATIONAL/GRAMMAR
MALE,68,1741.0,POST-SECONDARY OR HIGHER
MALE,53,,PRIMARY/NO EDUCATION
MALE,77,2044.0,VOCATIONAL/GRAMMAR
FEMALE,91,1634.0,PRIMARY/NO EDUCATION
FEMALE,68,1344.0,PRIMARY/NO EDUCATION
MALE,84,2362.0,PRIMARY/NO EDUCATION
MALE,53,81.0,VOCATIONAL/GRAMMAR
FEMALE,75,,
FEMALE,24,,VOCATIONAL/GRAMMAR
MALE,68,249.0,SECONDARY
FEMALE,63,1715.0,SECONDARY
MALE,57,1509.0,POST-SECONDARY OR HIGHER
MALE,62,,POST-SECONDARY OR HIGHER
FEMALE,29,2247.0,VOCATIONAL/GRAMMAR
FEMALE,54,1787.0,VOCATIONAL/GRAMMAR
MALE,21,1106.0,PRIMARY/NO EDUCATION
FEMALE,78,,VOCATIONAL/GRAMMAR
MALE,32,3788.0,POST-SECONDARY OR HIGHER
MALE,93,7813.0,
MALE,45,1377.0,PRIMARY/NO EDUCATION
FEMALE,68,1593.0,SECONDARY
MALE,65,7133.0,VOCATIONAL/GRAMMAR
FEMALE,93,1335.0,SECONDARY
FEMALE,22,1459.0,PRIMARY/NO EDUCATION
FEMALE,97,3990.0,VOCATIONAL/GRAMMAR
FEMALE,89,149.0,PRIMARY/NO EDUCATION
MALE,60,3226.0,VOCATIONAL/GRAMMAR
FEMALE,58,1561.0,POST-SECONDARY OR HIGHER
MALE,88,217.0,PRIMARY/NO EDUCATION
MALE,88,1906.0,VOCATIONAL/GRAMMAR
FEMALE,68,1453.0,PRIMARY/NO EDUCATION
FEMALE,56,1579.0,POST-SECONDARY OR HIGHER
FEMALE,75,2256.0,SECONDARY
MALE,78,-8.0,VOCATIONAL/GRAMMAR
MALE,50,231.0,SECONDARY
FEMALE,62,134.0,POST-SECONDARY OR HIGHER
FEMALE,74,1683.0,SECONDARY
FEMALE,63,1539.0,VOCATIONAL/GRAMMAR
FEMALE,53,1500.0,POST-SECONDARY OR HIGHER
FEMALE,67,,SECONDARY
MALE,57,1468.0,POST-SECONDARY OR HIGHER
FEMALE,56,1544.0,PRIMARY/NO EDUCATION
FEMALE,70,2291.0,POST-SECONDARY OR HIGHER
FEMALE,34,,VOCATIONAL/GRAMMAR
FEMALE,51,1683.0,SECONDARY
FEMALE,97,18.0,VOCATIONAL/GRAMMAR
FEMALE,97,1916.0,
FEMALE,49,1627.0,POST-SECONDARY OR HIGHER
MALE,97,1542.0,PRIMARY/NO EDUCATION
MALE,74,1476.0,VOCATIONAL/GRAMMAR
MALE,71,1586.0,VOCATIONAL/GRAMMAR
FEMALE,75,1610.0,SECONDARY
FEMALE,59,3888.0,PRIMARY/NO EDUCATION
FEMALE,64,2167.0,PRIMARY/NO EDUCATION
FEMALE,68,3362.0,POST-SECONDARY OR HIGHER
MALE,61,3636.0,VOCATIONAL/GRAMMAR
MALE,55,3922.0,PRIMARY/NO EDUCATION
FEMALE,69,876.0,PRIMARY/NO EDUCATION
MALE,62,,PRIMARY/NO EDUCATION
MALE,54,1159.0,SECONDARY
FEMALE,27,162.0,VOCATIONAL/GRAMMAR
FEMALE,66,1807.0,SECONDARY
FEMALE,71,1740.0,PRIMARY/NO EDUCATION
FEMALE,78,,VOCATIONAL/GRAMMAR
MALE,66,1649.0,SECONDARY
FEMALE,59,1120.0,PRIMARY/NO EDUCATION
MALE,73,,PRIMARY/NO EDUCATION
FEMALE,87,140.0,SECONDARY
MALE,44,3579.0,SECONDARY
FEMALE,54,,VOCATIONAL/GRAMMAR
FEMALE,48,191.0,SECONDARY
FEMALE,47,272.0,POST-SECONDARY OR HIGHER
FEMALE,31,,
MALE,97,3330.0,SECONDARY
FEMALE,56,3459.0,SECONDARY
FEMALE,88,1798.0,POST-SECONDARY OR HIGHER
FEMALE,63,1524.0,VOCATIONAL/GRAMMAR
MALE,78,,SECONDARY
FEMALE,70,,PRIMARY/NO EDUCATION
MALE,87,2279.0,SECONDARY
FEMALE,35,2482.0,SECONDARY
MALE,58,2406.0,SECONDARY
MALE,70,1878.0,POST-SECONDARY OR HIGHER
FEMALE,97,1944.0,POST-SECONDARY OR HIGHER
MALE,78,3541.0,VOCATIONAL/GRAMMAR
FEMALE,31,1473.0,PRIMARY/NO EDUCATION
FEMALE,97,213.0,POST-SECONDARY OR HIGHER
MALE,58,-8.0,VOCATIONAL/GRAMMAR
MALE,97,2131.0,VOCATIONAL/GRAMMAR
FEMALE,77,,POST-SECONDARY OR HIGHER
MALE,56,2489.0,POST-SECONDARY OR HIGHER
FEMALE,52,1040.0,PRIMARY/NO EDUCATION
MALE,67,1950.0,VOCATIONAL/GRAMMAR
FEMALE,78,1877.0,SECONDARY
MALE,49,1803.0,SECONDARY
FEMALE,79,189.0,POST-SECONDARY OR HIGHER
MALE,91,1206.0,VOCATIONAL/GRAMMAR
FEMALE,97,1730.0,SECONDARY
MALE,50,948.0,POST-SECONDARY OR HIGHER
FEMALE,65,73.0,SECONDARY
FEMALE,71,1778.0,PRIMARY/NO EDUCATION
MALE,76,204.0,VOCATIONAL/GRAMMAR
FEMALE,96,,PRIMARY/NO EDUCATION
MALE,42,,VOCATIONAL/GRAMMAR
MALE,61,2184.0,SECONDARY
FEMALE,86,,POST-SECONDARY OR HIGHER
FEMALE,64,2251.0,SECONDARY
FEMALE,61,,PRIMARY/NO EDUCATION
MALE,84,1561.0,POST-SECONDARY OR HIGHER
FEMALE,46,,POST-SECONDARY OR HIGHER
FEMALE,69,1980.0,VOCATIONAL/GRAMMAR
FEMALE,59,1435.0,SECONDARY
MALE,31,1576.0,SECONDARY
FEMALE,84,,VOCATIONAL/GRAMMAR
MALE,31,729.0,POST-SECONDARY OR HIGHER
MALE,50,1556.0,SECONDARY
FEMALE,86,231.0,VOCATIONAL/GRAMMAR
MALE,69,2393.0,SECONDARY
MALE,29,,SECONDARY
MALE,77,1985.0,POST-SECONDARY OR HIGHER
FEMALE,73,1527.0,PRIMARY/NO EDUCATION
MALE,73,1508.0,SECONDARY
FEMALE,72,8200.0,VOCATIONAL/GRAMMAR
MALE,95,5998.0,PRIMARY/NO EDUCATION
MALE,40,,PRIMARY/NO EDUCATION
MALE,72,1652.0,POST-SECONDARY OR HIGHER
FEMALE,77,1426.0,
FEMALE,62,1543.0,VOCATIONAL/GRAMMAR
FEMALE,95,4232.0,SECONDARY
FEMALE,72,3123.0,PRIMARY/NO EDUCATION
FEMALE,73,1426.0,SECONDARY
MALE,77,573.0,VOCATIONAL/GRAMMAR
FEMALE,43,3897.0,VOCATIONAL/GRAMMAR
MALE,51,1434.0,PRIMARY/NO EDUCATION
MALE,65,2155.0,PRIMARY/NO EDUCATION
FEMALE,31,,VOCATIONAL/GRAMMAR
MALE,94,3539.0,SECONDARY
MALE,51,2098.0,VOCATIONAL/GRAMMAR
FEMALE,52,2468.0,POST-SECONDARY OR HIGHER
FEMALE,23,794.0,PRIMARY/NO EDUCATION
FEMALE,50,1635.0,SECONDARY
MALE,78,,VOCATIONAL/GRAMMAR
FEMALE,60,1536.0,PRIMARY/NO EDUCATION
MALE,26,3268.0,POST-SECONDARY OR HIGHER
MALE,46,2156.0,PRIMARY/NO EDUCATION
MALE,97,1585.0,SECONDARY
MALE,61,,SECONDARY
FEMALE,50,1289.0,POST-SECONDARY OR HIGHER
MALE,33,1831.0,SECONDARY
MALE,24,160.0,PRIMARY/NO EDUCATION
FEMALE,76,1523.0,POST-SECONDARY OR HIGHER
MALE,91,1159.0,SECONDARY
MALE,42,,POST-SECONDARY OR HIGHER
FEMALE,59,1576.0,SECONDARY
FEMALE,33,1390.0,PRIMARY/NO EDUCATION
MALE,85,,PRIMARY/NO EDUCATION
FEMALE,68,1578.0,POST-SECONDARY OR HIGHER
FEMALE,97,1225.0,POST-SECONDARY OR HIGHER
FEMALE,59,,SECONDARY
FEMALE,58,1487.0,VOCATIONAL/GRAMMAR
MALE,88,3771.0,POST-SECONDARY OR HIGHER
FEMALE,97,160.0,POST-SECONDARY OR HIGHER
FEMALE,56,1554.0,VOCATIONAL/GRAMMAR
FEMALE,30,,PRIMARY/NO EDUCATION
FEMALE,78,1335.0,
FEMALE,38,2282.0,PRIMARY/NO EDUCATION
MALE,89,222.0,PRIMARY/NO EDUCATION
MALE,42,,SECONDARY
MALE,72,1830.0,SECONDARY
FEMALE,77,1968.0,SECONDARY
FEMALE,78,4099.0,VOCATIONAL/GRAMMAR
MALE,64,1678.0,VOCATIONAL/GRAMMAR
FEMALE,67,2501.0,SECONDARY
FEMALE,27,3515.0,VOCATIONAL/GRAMMAR
MALE,66,1182.0,POST-SECONDARY OR HIGHER
FEMALE,29,229.0,VOCATIONAL/GRAMMAR
FEMALE,54,1450.0,POST-SECONDARY OR HIGHER
FEMALE,92,46.0,PRIMARY/NO EDUCATION
FEMALE,62,1182.0,VOCATIONAL/GRAMMAR
MALE,78,2376.0,SECONDARY
MALE,67,-8.0,SECONDARY
MALE,29,125.0,SECONDARY
MALE,31,1574.0,PRIMARY/NO EDUCATION
FEMALE,72,266.0,PRIMARY/NO EDUCATION
FEMALE,64,1652.0,
MALE,44,1430.0,VOCATIONAL/GRAMMAR
MALE,75,62.0,PRIMARY/NO EDUCATION
FEMALE,64,1447.0,PRIMARY/NO EDUCATION
FEMALE,70,1625.0,SECONDARY
MALE,69,221.0,POST-SECONDARY OR HIGHER
MALE,50,1696.0,PRIMARY/NO EDUCATION
FEMALE,28,1656.0,PRIMARY/NO EDUCATION
MALE,67,128.0,VOCATIONAL/GRAMMAR
MALE,66,1278.0,PRIMARY/NO EDUCATION
FEMALE,97,1833.0,POST-SECONDARY OR HIGHER
FEMALE,36,180.0,PRIMARY/NO EDUCATION
FEMALE,69,160.0,PRIMARY/NO EDUCATION
FEMALE,41,152.0,PRIMARY/NO EDUCATION
MALE,55,1502.0,SECONDARY
FEMALE,82,3225.0,SECONDARY
MALE,61,2895.0,VOCATIONAL/GRAMMAR
FEMALE,68,1391.0,VOCATIONAL/GRAMMAR
FEMALE,73,1939.0,SECONDARY
FEMALE,71,,SECONDARY
MALE,95,1483.0,VOCATIONAL/GRAMMAR
FEMALE,59,1446.0,SECONDARY
FEMALE,77,2142.0,PRIMARY/NO EDUCATION
FEMALE,93,131.0,SECONDARY
MALE,32,1583.0,PRIMARY/NO EDUCATION
FEMALE,70,,VOCATIONAL/GRAMMAR
FEMALE,72,1537.0,SECONDARY
FEMALE,97,135.0,SECONDARY
FEMALE,73,,SECONDARY
FEMALE,70,1506.0,SECONDARY
MALE,61,215.0,
MALE,62,93.0,SECONDARY
MALE,61,1153.0,VOCATIONAL/GRAMMAR
FEMALE,86,858.0,VOCATIONAL/GRAMMAR
MALE,52,1614.0,SECONDARY
MALE,76,2386.0,VOCATIONAL/GRAMMAR
MALE,71,1605.0,VOCATIONAL/GRAMMAR
FEMALE,28,1422.0,VOCATIONAL/GRAMMAR
FEMALE,64,220.0,PRIMARY/NO EDUCATION
FEMALE,50,1397.0,PRIMARY/NO EDUCATION
FEMALE,50,133.0,PRIMARY/NO EDUCATION
FEMALE,45,3489.0,PRIMARY/NO EDUCATION
MALE,74,92.0,PRIMARY/NO EDUCATION
MALE,40,101.0,VOCATIONAL/GRAMMAR
MALE,60,955.0,
MALE,23,2507.0,POST-SECONDARY OR HIGHER
FEMALE,50,,VOCATIONAL/GRAMMAR
FEMALE,66,3632.0,SECONDARY
FEMALE,85,-8.0,VOCATIONAL/GRAMMAR
MALE,59,2282.0,PRIMARY/NO EDUCATION
MALE,63,2611.0,PRIMARY/NO EDUCATION
FEMALE,63,1687.0,VOCATIONAL/GRAMMAR
FEMALE,64,-8.0,POST-SECONDARY OR HIGHER
FEMALE,76,1446.0,PRIMARY/NO EDUCATION
MALE,86,133.0,POST-SECONDARY OR HIGHER
MALE,28,1534.0,VOCATIONAL/GRAMMAR
FEMALE,74,2272.0,PRIMARY/NO EDUCATION
FEMALE,43,210.0,POST-SECONDARY OR HIGHER
MALE,27,982.0,VOCATIONAL/GRAMMAR
MALE,97,142.0,POST-SECONDARY OR HIGHER
FEMALE,73,1600.0,PRIMARY/NO EDUCATION
FEMALE,32,1690.0,PRIMARY/NO EDUCATION
MALE,68,,SECONDARY
MALE,58,,PRIMARY/NO EDUCATION
FEMALE,89,1602.0,POST-SECONDARY OR HIGHER
MALE,60,3529.0,SECONDARY
FEMALE,68,1586.0,PRIMARY/NO EDUCATION
MALE,66,1529.0,VOCATIONAL/GRAMMAR
FEMALE,59,1964.0,SECONDARY
FEMALE,57,1579.0,VOCATIONAL/GRAMMAR
MALE,39,3646.0,SECONDARY
MALE,92,5.0,SECONDARY
FEMALE,51,1631.0,VOCATIONAL/GRAMMAR
MALE,65,230.0,VOCATIONAL/GRAMMAR
MALE,68,1937.0,SECONDARY
MALE,48,1557.0,SECONDARY
FEMALE,76,,PRIMARY/NO EDUCATION
MALE,52,1621.0,VOCATIONAL/GRAMMAR
MALE,57,66.0,PRIMARY/NO EDUCATION
FEMALE,83,2210.0,VOCATIONAL/GRAMMAR
FEMALE,75,-5.0,
MALE,72,223.0,SECONDARY
FEMALE,81,2322.0,VOCATIONAL/GRAMMAR
FEMALE,52,,VOCATIONAL/GRAMMAR
FEMALE,48,3926.0,PRIMARY/NO EDUCATION
FEMALE,33,1425.0,POST-SECONDARY OR HIGHER
FEMALE,63,2079.0,SECONDARY
MALE,24,192.0,SECONDARY
FEMALE,65,204.0,SECONDARY
FEMALE,97,1793.0,SECONDARY
FEMALE,31,1587.0,POST-SECONDARY OR HIGHER
MALE,68,1642.0,PRIMARY/NO EDUCATION
FEMALE,76,1612.0,SECONDARY
FEMALE,54,1244.0,PRIMARY/NO EDUCATION
FEMALE,97,,SECONDARY
FEMALE,68,62.0,SECONDARY
FEMALE,30,1621.0,VOCATIONAL/GRAMMAR
FEMALE,48,1408.0,POST-SECONDARY OR HIGHER
FEMALE,58,19.0,VOCATIONAL/GRAMMAR
FEMALE,86,2532.0,PRIMARY/NO EDUCATION
MALE,29,231.0,VOCATIONAL/GRAMMAR
MALE,40,60.0,VOCATIONAL/GRAMMAR
FEMALE,97,1360.0,VOCATIONAL/GRAMMAR
MALE,54,3181.0,
MALE,47,1209.0,POST-SECONDARY OR HIGHER
MALE,73,2194.0,PRIMARY/NO EDUCATION
MALE,65,1431.0,VOCATIONAL/GRAMMAR
FEMALE,54,259.0,SECONDARY
MALE,73,3699.0,PRIMARY/NO EDUCATION
MALE,52,2059.0,PRIMARY/NO EDUCATION
FEMALE,74,1213.0,POST-SECONDARY OR HIGHER
FEMALE,58,1679.0,VOCATIONAL/GRAMMAR
FEMALE,52,1463.0,PRIMARY/NO EDUCATION
MALE,84,174.0,PRIMARY/NO EDUCATION
MALE,58,1128.0,PRIMARY/NO EDUCATION
MALE,68,1906.0,SECONDARY
MALE,62,170.0,VOCATIONAL/GRAMMAR
MALE,97,2321.0,PRIMARY/NO EDUCATION
FEMALE,69,3750.0,POST-SECONDARY OR HIGHER
MALE,20,,SECONDARY
FEMALE,62,4963.0,PRIMARY/NO EDUCATION
FEMALE,90,1879.0,VOCATIONAL/GRAMMAR
FEMALE,77,1492.0,PRIMARY/NO EDUCATION
FEMALE,46,1333.0,SECONDARY
MALE,77,1573.0,PRIMARY/NO EDUCATION
FEMALE,45,1591.0,SECONDARY
MALE,60,,VOCATIONAL/GRAMMAR
MALE,55,1179.0,SECONDARY
FEMALE,72,35.0,VOCATIONAL/GRAMMAR
FEMALE,62,1769.0,VOCATIONAL/GRAMMAR
FEMALE,82,1327.0,VOCATIONAL/GRAMMAR
MALE,48,189.0,POST-SECONDARY OR HIGHER
FEMALE,46,1805.0,VOCATIONAL/GRAMMAR
FEMALE,75,1544.0,SECONDARY
FEMALE,77,1539.0,SECONDARY
FEMALE,96,,SECONDARY
FEMALE,54,830.0,SECONDARY
FEMALE,25,1632.0,PRIMARY/NO EDUCATION
MALE,34,,POST-SECONDARY OR HIGHER
FEMALE,48,1576.0,PRIMARY/NO EDUCATION
MALE,54,1542.0,POST-SECONDARY OR HIGHER
MALE,60,1325.0,VOCATIONAL/GRAMMAR
FEMALE,41,-8.0,VOCATIONAL/GRAMMAR
MALE,47,,VOCATIONAL/GRAMMAR
FEMALE,27,3673.0,POST-SECONDARY OR HIGHER
FEMALE,76,1434.0,POST-SECONDARY OR HIGHER
MALE,40,3585.0,VOCATIONAL/GRAMMAR
FEMALE,68,1532.0,POST-SECONDARY OR HIGHER
MALE,31,3109.0,VOCATIONAL/GRAMMAR
FEMALE,28,168.0,SECONDARY
FEMALE,84,1500.0,
FEMALE,71,,SECONDARY
FEMALE,52,11.0,SECONDARY
FEMALE,86,2322.0,PRIMARY/NO EDUCATION
FEMALE,72,1832.0,SECONDARY
MALE,81,,POST-SECONDARY OR HIGHER
FEMALE,79,1753.0,VOCATIONAL/GRAMMAR
MALE,66,186.0,SECONDARY
FEMALE,70,4079.0,POST-SECONDARY OR HIGHER
MALE,43,1780.0,VOCATIONAL/GRAMMAR
MALE,50,2438.0,SECONDARY
FEMALE,31,1885.0,PRIMARY/NO EDUCATION
MALE,64,253.0,SECONDARY
MALE,62,4256.0,PRIMARY/NO EDUCATION
FEMALE,61,1552.0,SECONDARY
MALE,31,112.0,SECONDARY
MALE,50,1560.0,POST-SECONDARY OR HIGHER
MALE,69,1566.0,POST-SECONDARY OR HIGHER
MALE,30,81.0,VOCATIONAL/GRAMMAR
FEMALE,69,3805.0,VOCATIONAL/GRAMMAR
MALE,47,2364.0,VOCATIONAL/GRAMMAR
FEMALE,97,,SECONDARY
FEMALE,47,1621.0,VOCATIONAL/GRAMMAR
FEMALE,76,2578.0,SECONDARY
MALE,88,1571.0,SECONDARY
MALE,74,4365.0,SECONDARY
MALE,69,1664.0,VOCATIONAL/GRAMMAR
MALE,75,1664.0,SECONDARY
FEMALE,63,1524.0,VOCATIONAL/GRAMMAR
MALE,79,1608.0,SECONDARY
FEMALE,57,2125.0,VOCATIONAL/GRAMMAR
FEMALE,24,163.0,VOCATIONAL/GRAMMAR
MALE,79,1485.0,PRIMARY/NO EDUCATION
MALE,39,1560.0,PRIMARY/NO EDUCATION
MALE,53,3728.0,SECONDARY
FEMALE,74,2012.0,PRIMARY/NO EDUCATION
MALE,64,,PRIMARY/NO EDUCATION
MALE,96,,VOCATIONAL/GRAMMAR
MALE,66,3784.0,PRIMARY/NO EDUCATION
MALE,35,1532.0,SECONDARY
MALE,62,3589.0,PRIMARY/NO EDUCATION
FEMALE,47,788.0,VOCATIONAL/GRAMMAR
MALE,41,1500.0,POST-SECONDARY OR HIGHER
FEMALE,92,1576.0,PRIMARY/NO EDUCATION
MALE,70,247.0,VOCATIONAL/GRAMMAR
FEMALE,27,2002.0,SECONDARY
FEMALE,73,2177.0,SECONDARY
FEMALE,37,3510.0,VOCATIONAL/GRAMMAR
MALE,27,121.0,POST-SECONDARY OR HIGHER
FEMALE,89,1709.0,SECONDARY
MALE,24,776.0,POST-SECONDARY OR HIGHER
FEMALE,31,6489.0,PRIMARY/NO EDUCATION
MALE,72,,SECONDARY
FEMALE,96,169.0,PRIMARY/NO EDUCATION
FEMALE,55,29.0,SECONDARY
MALE,71,1660.0,PRIMARY/NO EDUCATION
MALE,30,12.0,VOCATIONAL/GRAMMAR
FEMALE,41,1148.0,VOCATIONAL/GRAMMAR
FEMALE,74,1664.0,PRIMARY/NO EDUCATION
MALE,54,1870.0,VOCATIONAL/GRAMMAR
FEMALE,29,1604.0,POST-SECONDARY OR HIGHER
FEMALE,74,2365.0,SECONDARY
MALE,42,1302.0,VOCATIONAL/GRAMMAR
FEMALE,32,2255.0,VOCATIONAL/GRAMMAR
MALE,97,47.0,VOCATIONAL/GRAMMAR
