"sex","age","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","random_1","random_2","random_3","eduspec"
"FEMALE",50,"URBAN BELOW 20,000","Wielkopolskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",15,NA,"MARRIED",11,1988,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,48,"MT","IG","YC","social sciences"
"FEMALE",37,"RURAL AREAS","Mazowieckie","SECONDARY",NA,6,2400,"DIVORCED",8,2000,7,2005,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,55,"SK","NT","CY","social sciences"
"FEMALE",64,"URBAN 100,000-200,000","Podkarpackie","POST-SECONDARY OR HIGHER","RETIRED",NA,1200,"MARRIED",1,1968,NA,NA,"MOSTLY SATISFIED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,80,"MG","IQ","MT","social sciences"
"FEMALE",64,"URBAN BELOW 20,000","Opolskie","SECONDARY","LONG-TERM SICK/DISABLED",0,1500,"WIDOWED",3,1967,3,2007,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,89,"DS","YU","SK","social sciences"
"FEMALE",19,"URBAN 100,000-200,000","Slaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",162,50,"IG","DS","WR","social sciences"
"FEMALE",26,"URBAN 100,000-200,000","Dolnoslaskie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",4,"YES",10,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",176,55,"NT","FP","MG","social sciences"
"FEMALE",32,"URBAN BELOW 20,000","Wielkopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,800,"MARRIED",8,1999,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,67,"ZD","RC","YU","social sciences"
"FEMALE",41,"RURAL AREAS","Kujawsko-pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",NA,NA,"DIVORCED",6,1993,4,2004,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,78,"YC","DS","MC","social sciences"
"FEMALE",42,"URBAN BELOW 20,000","Lubuskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,2300,"MARRIED",4,1997,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",166,75,"MT","QQ","YC","social sciences"
"FEMALE",30,"RURAL AREAS","Lodzkie","SECONDARY","OTHER ECONOMICALLY INACTIVE",9,NA,"MARRIED",6,2008,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,59,"CZ","YC","KL","social sciences"
"FEMALE",29,"URBAN 500,000 AND OVER","Dolnoslaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,3000,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",16,"YES",8,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",158,48,"NT","ZD","MC","social sciences"
"FEMALE",65,"URBAN BELOW 20,000","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","RETIRED",NA,1700,"MARRIED",10,1972,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,62,"IQ","CY","DS","social sciences"
"FEMALE",74,"URBAN 200,000-500,000","Kujawsko-pomorskie","SECONDARY","RETIRED",24,NA,"DIVORCED",9,1968,5,1975,"MOSTLY DISSATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,46,"LM","CY","DS","social sciences"
"FEMALE",63,"URBAN 20,000-100,000","Slaskie","SECONDARY","RETIRED",24,1500,"WIDOWED",10,1967,1,1981,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,58,"MT","YU","CY","social sciences"
"FEMALE",24,"URBAN 500,000 AND OVER","Dolnoslaskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",3,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",170,60,"WR","LM","ZD","social sciences"
"FEMALE",53,"URBAN 100,000-200,000","Lodzkie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,2000,"MARRIED",7,1980,NA,NA,"MIXED",9,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,86,"RM","WR","MG","social sciences"
"FEMALE",36,"URBAN 20,000-100,000","Kujawsko-pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",14,500,"MARRIED",6,1997,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,60,"YU","ET","JJ","social sciences"
"MALE",26,"RURAL AREAS","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,1300,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",178,80,"CY","NT","BA","social sciences"
"FEMALE",76,"URBAN 500,000 AND OVER","Wielkopolskie","SECONDARY","RETIRED",0,1600,"WIDOWED",6,1955,7,1996,"PLEASED",6,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,89,"SK","LM","WR","social sciences"
"MALE",68,"URBAN BELOW 20,000","Malopolskie","SECONDARY","RETIRED",NA,1800,"MARRIED",6,1967,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",30,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",163,72,"SK","RC","WR","social sciences"
"FEMALE",58,"RURAL AREAS","Swietokrzyskie","SECONDARY","RETIRED",24,1600,"WIDOWED",4,1974,7,2002,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,100,"MC","RM","BY","social sciences"
"FEMALE",75,"RURAL AREAS","Swietokrzyskie","SECONDARY","RETIRED",24,1028,"WIDOWED",8,1956,3,1961,"MOSTLY DISSATISFIED",10,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,70,"ZD","CZ","MC","social sciences"
"MALE",24,"URBAN BELOW 20,000","Pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1500,"SINGLE",NA,NA,NA,NA,"DELIGHTED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",15,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",198,80,"LM","WR","WR","social sciences"
"FEMALE",62,"URBAN 200,000-500,000","Slaskie","SECONDARY","RETIRED",24,1530,"MARRIED",11,1973,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",99,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,65,"JJ","ET","MC","social sciences"
"FEMALE",56,"URBAN 200,000-500,000","Zachodnio-pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,3300,"DIVORCED",2,1981,4,1999,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,80,"QQ","RM","SK","social sciences"
"FEMALE",60,"URBAN 100,000-200,000","Wielkopolskie","POST-SECONDARY OR HIGHER","RETIRED",24,1500,"MARRIED",6,2000,NA,NA,"PLEASED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,75,"RC","IG","SK","social sciences"
"FEMALE",77,"URBAN BELOW 20,000","Warminsko-mazurskie","SECONDARY","RETIRED",0,1400,"WIDOWED",8,1955,10,2000,"MOSTLY SATISFIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",167,71,"BY","LM","NT","social sciences"
"FEMALE",54,"RURAL AREAS","Opolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,3000,"MARRIED",9,1978,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,90,"JD","MG","KL","social sciences"
"FEMALE",26,"URBAN 20,000-100,000","Lubelskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2500,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",174,70,"YU","IQ","JD","social sciences"
"FEMALE",65,"URBAN BELOW 20,000","Opolskie","SECONDARY","RETIRED",24,1300,"MARRIED",12,1969,NA,NA,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",152,70,"DS","SK","CY","social sciences"
"FEMALE",53,"URBAN 200,000-500,000","Podkarpackie","SECONDARY","RETIRED",0,700,"MARRIED",7,1979,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,63,"DS","YU","ET","social sciences"
"FEMALE",31,"RURAL AREAS","Dolnoslaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,2700,"DIVORCED",9,2004,8,2010,"TERRIBLE",3,"ONE CAN`T BE TOO CAREFUL","NO","NO","NO",7,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,63,"DS","MT","ZD","social sciences"
"FEMALE",21,"RURAL AREAS","Wielkopolskie","SECONDARY","UNEMPLOYED",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",176,74,"LM","JD","YC","social sciences"
"FEMALE",70,"URBAN BELOW 20,000","Dolnoslaskie","SECONDARY","RETIRED",0,1400,"DIVORCED",NA,NA,6,1969,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,85,"IQ","FP","JJ","social sciences"
"MALE",36,"URBAN BELOW 20,000","Swietokrzyskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,NA,"MARRIED",8,1997,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",4,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,80,"JJ","BY","ET","social sciences"
"MALE",24,"RURAL AREAS","Kujawsko-pomorskie","SECONDARY","UNEMPLOYED",2,1350,"SINGLE",NA,NA,NA,NA,"MIXED",1,"ONE CAN`T BE TOO CAREFUL","NO","NO","NO",1,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","IT DEPENDS","GERMANY","NONE",183,69,"RM","NT","YU","social sciences"
"FEMALE",59,"URBAN 200,000-500,000","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","RETIRED",0,1400,"MARRIED",9,1995,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",166,72,"MG","BY","WR","social sciences"
"FEMALE",20,"URBAN BELOW 20,000","Swietokrzyskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",5,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",169,61,"BY","CZ","NT","social sciences"
"FEMALE",61,"URBAN 100,000-200,000","Lubelskie","SECONDARY","RETIRED",NA,1600,"MARRIED",4,1971,NA,NA,"MOSTLY SATISFIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",153,63,"ZD","JD","RC","social sciences"
"FEMALE",28,"RURAL AREAS","Warminsko-mazurskie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","YES","NO",6,"NO",NA,"NO","NO","YES","2","NO",NA,NA,"ACTIVE",177,68,"NT","WR","WR","social sciences"
"FEMALE",54,"RURAL AREAS","Swietokrzyskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,NA,"MARRIED",8,1980,NA,NA,"MIXED",NA,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,63,"CZ","IG","KL","social sciences"
"FEMALE",35,"URBAN 100,000-200,000","Slaskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",12,2000,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",5,"YES",6,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",160,59,"YC","JJ","MC","social sciences"
"FEMALE",35,"URBAN 500,000 AND OVER","Dolnoslaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",NA,1800,"MARRIED",5,2009,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","MORE THAN 2 YEARS","FRANCE","PASSIVE",168,60,"JJ","ZD","CZ","social sciences"
"FEMALE",35,"URBAN 500,000 AND OVER","Lodzkie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,4000,"MARRIED",8,2000,NA,NA,"DELIGHTED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",40,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",175,65,"MG","IQ","MG","social sciences"
"FEMALE",27,"URBAN 100,000-200,000","Slaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2000,"MARRIED",8,2010,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",164,50,"IQ","CZ","MT","social sciences"
"MALE",55,"URBAN 100,000-200,000","Malopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,2500,"MARRIED",10,1989,NA,NA,"MOSTLY SATISFIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","NO","NO",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",176,95,"FP","MC","BA","social sciences"
"MALE",37,"URBAN 20,000-100,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,3000,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,NA,178,78,"CY","WR","QQ","social sciences"
"FEMALE",48,"RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,500,"MARRIED",9,1984,NA,NA,"DELIGHTED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",16,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,60,"WR","ET","RC","social sciences"
"FEMALE",37,"RURAL AREAS","Podlaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,1400,"MARRIED",11,1997,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"YES","NO","NO",NA,"NO",NA,NA,"NONE",160,50,"BY","DS","RM","social sciences"
"FEMALE",27,"RURAL AREAS","Wielkopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,2700,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,60,"ZD","CY","MC","social sciences"
"FEMALE",71,"URBAN 100,000-200,000","Lubelskie","SECONDARY","RETIRED",0,900,"WIDOWED",4,1965,5,1981,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",25,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,72,"SK","YU","CY","social sciences"
"FEMALE",57,"RURAL AREAS","Lubelskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,5200,"MARRIED",4,1998,NA,NA,"PLEASED",7,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",5,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,76,"NT","RM","MT","social sciences"
"MALE",67,"RURAL AREAS","Malopolskie","SECONDARY","RETIRED",NA,1999,"WIDOWED",3,1967,1,2005,"MOSTLY SATISFIED",8,"IT`S DIFFICULT TO TELL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,72,"ET","JJ","ZD","social sciences"
"FEMALE",51,"RURAL AREAS","Lodzkie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",NA,1300,"MARRIED",11,1984,NA,NA,"PLEASED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",157,67,"NT","SK","NT","social sciences"
"FEMALE",78,"URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","RETIRED",0,1600,"MARRIED",4,1954,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,90,"IG","BA","QQ","social sciences"
"MALE",35,"URBAN 500,000 AND OVER","Dolnoslaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3000,"MARRIED",5,2005,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",185,90,"CY","RC","IQ","social sciences"
"FEMALE",75,"URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","RETIRED",0,1127,"MARRIED",2,1982,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,70,"FP","CY","YC","social sciences"
"FEMALE",52,"URBAN 100,000-200,000","Lodzkie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,2000,"MARRIED",8,1984,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",150,56,"RC","LM","IG","social sciences"
"FEMALE",61,"URBAN BELOW 20,000","Mazowieckie","SECONDARY","OTHER ECONOMICALLY INACTIVE",0,1000,"WIDOWED",11,1971,6,2010,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",7,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",163,58,"NT","SK","JJ","social sciences"
"FEMALE",30,"RURAL AREAS","Swietokrzyskie","POST-SECONDARY OR HIGHER","FARMER",NA,NA,"MARRIED",9,2005,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",168,60,"RC","FP","LM","social sciences"
"FEMALE",57,"URBAN 100,000-200,000","Lubuskie","VOCATIONAL/GRAMMAR","RETIRED",0,800,"MARRIED",10,1979,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,89,"IQ","YC","MC","services for the population and transport services"
"FEMALE",38,"URBAN 100,000-200,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",NA,1500,"MARRIED",4,1994,NA,NA,"MOSTLY DISSATISFIED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",4,"YES",4,"NO","NO","YES","4","NO",NA,NA,"NONE",180,77,"JJ","MG","FP","services for the population and transport services"
"FEMALE",73,"URBAN 200,000-500,000","Slaskie","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED",24,1700,"WIDOWED",5,1995,7,2006,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,78,"BY","BA","RC","services for the population and transport services"
"MALE",30,"RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","SELF-EMPLOYED",NA,1600,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",174,75,"MT","ET","YC","services for the population and transport services"
"MALE",59,"URBAN 100,000-200,000","Malopolskie","SECONDARY","RETIRED",0,1300,"MARRIED",7,1980,NA,NA,"PLEASED",9,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"YES",25,"YES","YES","NO",NA,"NO",NA,NA,"NONE",176,68,"ZD","NT","BA","services for the population and transport services"
"MALE",47,"URBAN 100,000-200,000","Malopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,1200,"MARRIED",4,1989,NA,NA,"MIXED",6,"IT`S DIFFICULT TO TELL","YES","YES","YES",5,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,64,"JD","ET","IG","services for the population and transport services"
"MALE",40,"URBAN BELOW 20,000","Malopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",NA,1890,"MARRIED",NA,1990,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",2,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",178,82,"JJ","QQ","BY","services for the population and transport services"
"MALE",48,"RURAL AREAS","Pomorskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,1700,"MARRIED",8,1987,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",180,85,"JJ","BA","DS","services for the population and transport services"
"FEMALE",43,"RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",24,3000,"MARRIED",6,1990,NA,NA,"MOSTLY DISSATISFIED",15,"IT`S DIFFICULT TO TELL","NO","NO","YES",0,"YES",20,"YES","YES","NO",NA,"NO",NA,NA,"NONE",166,66,"IQ","JJ","DS","services for the population and transport services"
"FEMALE",38,"RURAL AREAS","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",0,1000,"MARRIED",9,1991,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",2,"YES",5,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,70,"BA","KL","RM","services for the population and transport services"
"MALE",26,"RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",3,"IT`S DIFFICULT TO TELL","NO","NO","YES",50,"NO",NA,"NO","NO","YES","36","NO",NA,NA,"NONE",180,90,"NT","KL","DS","services for the population and transport services"
"MALE",30,"RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",NA,2420,"MARRIED",6,2007,NA,NA,"MIXED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"YES",15,"YES","NO","NO",NA,"NO",NA,NA,"NONE",165,60,"ZD","YC","MT","services for the population and transport services"
"MALE",39,"RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",NA,3000,"MARRIED",5,1992,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","YES","YES",5,"NO",NA,"YES","NO","NO",NA,"NO",NA,NA,"NONE",180,90,"MC","RM","ET","services for the population and transport services"
"FEMALE",48,"URBAN BELOW 20,000","Wielkopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,1200,"MARRIED",9,1984,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",3,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,58,"SK","IQ","WR","services for the population and transport services"
"MALE",35,"URBAN 20,000-100,000","Pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,15000,"MARRIED",9,2006,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",1,"NO",NA,"NO","NO","YES","32","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","ACTIVE",177,74,"YU","KL","IG","services for the population and transport services"
