"sex","age","agegr","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabint","wkabintdur","emcc","englang","height","weight","bmi","wkabdur","eduspec","random"
"FEMALE",55,"45-59","RURAL AREAS","Slaskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",0,-8,"MARRIED",8,1977,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",160,75,29.296875,-8,"services for the population and transport services","p"
"FEMALE",28,"25-34","RURAL AREAS","Lubelskie","SECONDARY","SELF-EMPLOYED",0,1800,"MARRIED",2,2008,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",164,60,22.3081499107674,-8,"services for the population and transport services","f"
"FEMALE",21,"16-24","RURAL AREAS","Slaskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",-8,NA,"SINGLE",NA,NA,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",2,"NO",-8,"NO","NO",NA,"NO",NA,NA,"NONE",164,57,21.192742415229,-8,"services for the population and transport services","u"
"FEMALE",64,"60-64","URBAN 100,000-200,000","Pomorskie","VOCATIONAL/GRAMMAR","RETIRED",0,910,"MARRIED",4,1970,NA,NA,"PLEASED",7,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",164,80,29.7441998810232,-8,"services for the population and transport services","c"
"FEMALE",22,"16-24","RURAL AREAS","Mazowieckie","SECONDARY","PUPIL OR STUDENT",0,1500,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",6,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",168,54,19.1326530612245,-8,"services for the population and transport services","h"
"MALE",53,"45-59","RURAL AREAS","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",-8,1580,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",172,78,26.3656030286641,-8,"services for the population and transport services","q"
"FEMALE",55,"45-59","URBAN BELOW 20,000","Podkarpackie","VOCATIONAL/GRAMMAR","FARMER",0,600,"WIDOWED",8,1979,9,2008,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",15,"NO","NO","NO","NO",NA,NA,"NONE",166,65,23.5883292204964,-8,"services for the population and transport services","n"
"FEMALE",55,"45-59","RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED",-8,500,"MARRIED",9,1976,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",165,80,29.3847566574839,-8,"services for the population and transport services","g"
"MALE",32,"25-34","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,1400,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"YES",20,"NO","NO","NO","NO",NA,NA,"NONE",179,80,24.9680097375238,-8,"services for the population and transport services","c"
"FEMALE",58,"45-59","URBAN 100,000-200,000","Opolskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",9,1977,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",160,80,31.25,-8,"services for the population and transport services","w"
"MALE",35,"35-44","RURAL AREAS","Dolnoslaskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",-8,-8,"SINGLE",NA,NA,NA,NA,"MIXED",6,"IT`S DIFFICULT TO TELL","YES","YES","YES",12,"YES",20,"YES","YES",NA,"NO",NA,NA,"NONE",170,70,24.2214532871972,-8,"services for the population and transport services","d"
"FEMALE",37,"35-44","URBAN 200,000-500,000","Slaskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,-8,"MARRIED",2,1996,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",164,110,40.8982748364069,-8,"services for the population and transport services","t"
"MALE",76,"65+","RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","RETIRED",7,1200,"WIDOWED",12,1970,2,1992,"MIXED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",175,70,22.8571428571429,-8,"services for the population and transport services","i"
"FEMALE",45,"45-59","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,1300,"DIVORCED",6,1998,9,2010,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"YES",5,"NO","NO","NO","NO",NA,NA,"NONE",164,66,24.5389649018441,-8,"services for the population and transport services","h"
"MALE",28,"25-34","URBAN BELOW 20,000","Mazowieckie","SECONDARY","SELF-EMPLOYED",0,1300,"MARRIED",7,2010,NA,NA,"DELIGHTED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"YES",10,"NO","NO","NO","NO",NA,NA,"PASSIVE",178,90,28.4055043555107,-8,"services for the population and transport services","w"
"MALE",25,"25-34","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","UNEMPLOYED",7,NA,"SINGLE",NA,NA,NA,NA,"MIXED",2,"IT`S DIFFICULT TO TELL","YES","NO","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",170,88,30.4498269896194,-8,"services for the population and transport services","e"
"FEMALE",54,"45-59","URBAN BELOW 20,000","Malopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",0,1000,"WIDOWED",8,1979,1,2011,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",157,70,28.3987180007303,-8,"services for the population and transport services","b"
"FEMALE",77,"65+","URBAN 20,000-100,000","Pomorskie","VOCATIONAL/GRAMMAR","RETIRED",0,1118,"WIDOWED",9,NA,10,2005,"PLEASED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"YES",10,"NO","NO","NO","NO",NA,NA,"NONE",167,58,20.7967298935064,-8,"services for the population and transport services","q"
"FEMALE",36,"35-44","URBAN 20,000-100,000","Pomorskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1500,"MARRIED",4,2000,NA,NA,"MOSTLY DISSATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",168,57,20.1955782312925,-8,"services for the population and transport services","m"
"FEMALE",51,"45-59","RURAL AREAS","Swietokrzyskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",-8,1040,"MARRIED",6,1984,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"YES",10,"NO","NO","NO","NO",NA,NA,"NONE",160,67,26.171875,-8,"services for the population and transport services","u"
"FEMALE",63,"60-64","RURAL AREAS","Dolnoslaskie","VOCATIONAL/GRAMMAR","RETIRED",24,1200,"WIDOWED",10,1968,11,1987,"MOSTLY SATISFIED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",158,56,22.4323025156225,-8,"services for the population and transport services","z"
"FEMALE",45,"45-59","URBAN 100,000-200,000","Wielkopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",-8,3000,"MARRIED",1,1987,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",10,"NO","NO","NO","NO",NA,NA,"NONE",164,58,21.5645449137418,-8,"services for the population and transport services","h"
"FEMALE",62,"60-64","URBAN BELOW 20,000","Lubelskie","VOCATIONAL/GRAMMAR","RETIRED",-8,630,"MARRIED",3,1968,NA,NA,"MIXED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"YES",20,"NO","NO","NO","NO",NA,NA,"NONE",165,85,31.2213039485767,-8,"services for the population and transport services","g"
"MALE",45,"45-59","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED",24,640,"DIVORCED",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",4,"YES",10,"NO","NO","NO","NO",NA,NA,"NONE",176,70,22.5981404958678,-8,"services for the population and transport services","q"
"FEMALE",64,"60-64","RURAL AREAS","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","RETIRED",-8,870,"WIDOWED",12,1972,7,1999,"MIXED",7,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION","YES",7,"NO",-8,"NO",NA,"NO","NO",NA,NA,"NONE",164,82,30.4878048780488,-8,"services for the population and transport services","j"
"MALE",55,"45-59","URBAN 500,000 AND OVER","Malopolskie","SECONDARY","SELF-EMPLOYED",-8,3000,"MARRIED",6,1976,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",20,"YES","YES","NO","NO",NA,NA,"NONE",170,80,27.681660899654,-8,"services for the population and transport services","k"
"MALE",51,"45-59","URBAN 200,000-500,000","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",0,1800,"MARRIED",8,1987,NA,NA,"DELIGHTED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",-8,"NO",NA,"NO","NO",NA,NA,"NONE",166,75,27.2173029467267,-8,"services for the population and transport services","h"
"FEMALE",52,"45-59","RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","UNEMPLOYED",24,NA,"MARRIED",7,1980,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",15,"YES",5,"NO","NO","NO","NO",NA,NA,"NONE",172,90,30.4218496484586,-8,"services for the population and transport services","h"
"FEMALE",57,"45-59","RURAL AREAS","Lubelskie","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED",-8,1030,"WIDOWED",6,1973,7,1995,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",160,75,29.296875,-8,"services for the population and transport services","y"
"FEMALE",53,"45-59","RURAL AREAS","Malopolskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1800,"MARRIED",6,1980,NA,NA,"MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",154,62,26.1426884803508,-8,"services for the population and transport services","j"
"MALE",23,"16-24","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",-8,3000,NA,NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"YES",8,"NO","NO","NO","NO",NA,NA,"ACTIVE",172,70,23.6614386154678,-8,"services for the population and transport services","m"
"MALE",45,"45-59","RURAL AREAS","Dolnoslaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",-8,2200,"MARRIED",10,1990,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"NO",-8,"NO","NO","NO","YES, TO EU COUNTRY","IT DEPENDS","GERMANY","NONE",170,95,32.8719723183391,-8,"services for the population and transport services","w"
"FEMALE",69,"65+","URBAN BELOW 20,000","Malopolskie","SECONDARY","RETIRED",-8,1370,"WIDOWED",NA,NA,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",165,66,24.2424242424242,-8,"services for the population and transport services","x"
"FEMALE",63,"60-64","URBAN 200,000-500,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","RETIRED",0,1250,"MARRIED",6,1970,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",162,65,24.7675659198293,-8,"services for the population and transport services","x"
"MALE",51,"45-59","URBAN 100,000-200,000","Pomorskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",6,550,"MARRIED",9,1981,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",-8,"NO","NO","NO","YES, TO EU COUNTRY","IT DEPENDS","GERMANY","NONE",182,95,28.6801110976935,-8,"services for the population and transport services","o"
"MALE",65,"65+","URBAN 100,000-200,000","Swietokrzyskie","VOCATIONAL/GRAMMAR","RETIRED",0,1200,"MARRIED",11,1970,NA,NA,"PLEASED",8,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",0,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",175,85,27.7551020408163,-8,"services for the population and transport services","d"
"FEMALE",60,"60-64","RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","RETIRED",0,640,"MARRIED",6,1972,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"NO",-8,"NO","NO","NO","YES, TO EU COUNTRY","IT DEPENDS","GREAT BRITAIN","NONE",160,80,31.25,-8,"services for the population and transport services","h"
"FEMALE",54,"45-59","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",0,800,"MARRIED",8,1976,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",156,54,22.189349112426,-8,"services for the population and transport services","r"
"FEMALE",45,"45-59","URBAN 100,000-200,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,3000,"MARRIED",2,1988,NA,NA,"MIXED",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",3,"YES",3,"NO","NO","NO","NO",NA,NA,"NONE",159,61,24.1287923737194,-8,"services for the population and transport services","s"
"MALE",32,"25-34","URBAN 100,000-200,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",-8,525,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"NO",-8,"NO","NO",NA,"NO",NA,NA,"NONE",178,62,19.5682363337962,-8,"services for the population and transport services","i"
"FEMALE",40,"35-44","RURAL AREAS","Slaskie","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED",24,582,"MARRIED",3,2009,NA,NA,"MIXED",3,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",165,64,23.5078053259871,-8,"services for the population and transport services","d"
"FEMALE",92,"65+","URBAN 20,000-100,000","Podlaskie","VOCATIONAL/GRAMMAR","RETIRED",-8,1600,"MARRIED",9,1944,NA,NA,"PLEASED",10,NA,"YES","YES","YES",20,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",160,68,26.5625,-8,"services for the population and transport services","w"
"FEMALE",20,"16-24","RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","UNEMPLOYED",-8,NA,"SINGLE",NA,NA,NA,NA,"MIXED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",-8,"NO","NO",NA,"NO",NA,NA,"NONE",165,60,22.038567493113,-8,"services for the population and transport services","j"
"MALE",47,"45-59","RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",-8,1700,"MARRIED",6,1990,NA,NA,"PLEASED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",2,"YES",15,"NO","NO","NO","NO",NA,NA,"NONE",170,80,27.681660899654,-8,"services for the population and transport services","d"
"FEMALE",21,"16-24","URBAN 100,000-200,000","Mazowieckie","SECONDARY","PUPIL OR STUDENT",-8,1500,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",4,"NO",-8,"NO","NO",NA,"NO",NA,NA,"ACTIVE",172,60,20.2812330989724,-8,"services for the population and transport services","v"
"FEMALE",45,"45-59","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",8,1200,"MARRIED",8,1985,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",165,75,27.5482093663912,-8,"services for the population and transport services","g"
"MALE",36,"35-44","RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",-8,2900,"MARRIED",7,1994,NA,NA,"TERRIBLE",6,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",1,"NO",-8,"YES","YES","NO","NO",NA,NA,"NONE",182,94,28.378215191402,-8,"services for the population and transport services","n"
"FEMALE",60,"60-64","RURAL AREAS","Opolskie","VOCATIONAL/GRAMMAR","RETIRED",24,1000,"MARRIED",NA,1971,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",176,98,31.6373966942149,-8,"services for the population and transport services","j"
"MALE",33,"25-34","URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",4,4500,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"YES",20,"NO","NO","NO","NO",NA,NA,"PASSIVE",192,90,24.4140625,-8,"services for the population and transport services","e"
"MALE",60,"60-64","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",-8,NA,"MARRIED",4,1978,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",178,89,28.0898876404494,-8,"services for the population and transport services","n"
"FEMALE",68,"65+","URBAN 100,000-200,000","Pomorskie","SECONDARY","RETIRED",0,875,"SINGLE",NA,NA,NA,NA,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",152,77,33.3275623268698,-8,"services for the population and transport services","l"
"FEMALE",40,"35-44","URBAN 200,000-500,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,2200,"MARRIED",12,1990,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",171,85,29.0687732977668,-8,"services for the population and transport services","l"
"MALE",44,"35-44","RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",-8,-8,"MARRIED",9,2003,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",180,100,30.8641975308642,-8,"services for the population and transport services","u"
"FEMALE",27,"25-34","URBAN BELOW 20,000","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,1100,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",170,55,19.0311418685121,-8,"services for the population and transport services","u"
"MALE",60,"60-64","URBAN BELOW 20,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",0,726,"MARRIED",10,1982,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",172,74,25.013520822066,-8,"services for the population and transport services","p"
"FEMALE",45,"45-59","RURAL AREAS","Podkarpackie","SECONDARY","UNEMPLOYED",12,NA,"MARRIED",9,1985,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"NO",-8,"NO","YES","NO","NO",NA,NA,"NONE",168,72,25.5102040816327,-8,"services for the population and transport services","n"
"FEMALE",87,"65+","URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","RETIRED",0,1300,"WIDOWED",9,1953,6,2004,"UNHAPPY",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",150,70,31.1111111111111,-8,"services for the population and transport services","h"
"MALE",30,"25-34","RURAL AREAS","Slaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,760,"MARRIED",4,2009,NA,NA,"MOSTLY DISSATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",40,"YES",20,"NO","NO","NO","NO",NA,NA,"PASSIVE",170,70,24.2214532871972,-8,"services for the population and transport services","j"
"FEMALE",60,"60-64","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR",NA,0,1900,"MARRIED",8,1975,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES","YES",3,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",158,65,26.0374939913475,-8,"services for the population and transport services","i"
"FEMALE",65,"65+","URBAN BELOW 20,000","Wielkopolskie","VOCATIONAL/GRAMMAR","RETIRED",24,1890,"MARRIED",6,1971,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"YES",6,"NO","NO","NO","NO",NA,NA,"NONE",158,70,28.0403781445281,-8,"services for the population and transport services","s"
"FEMALE",54,"45-59","URBAN 20,000-100,000","Pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,900,"MARRIED",7,1980,NA,NA,"MIXED",7,"IT`S DIFFICULT TO TELL","YES","YES","YES",0,"YES",20,"NO","NO","NO","NO",NA,NA,"NONE",157,70,28.3987180007303,-8,"services for the population and transport services","l"
"FEMALE",57,"45-59","URBAN 100,000-200,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",18,NA,"MARRIED",8,1972,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",164,63,23.4235574063058,-8,"services for the population and transport services","h"
"MALE",35,"35-44","RURAL AREAS","Slaskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",0,2500,"MARRIED",9,1996,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"YES",10,"NO","NO","NO","NO",NA,NA,"NONE",160,85,33.203125,-8,"services for the population and transport services","q"
"FEMALE",18,"16-24","URBAN BELOW 20,000","Pomorskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO","NO",4,"NO",-8,"NO","NO",NA,"NO",NA,NA,"ACTIVE",NA,NA,NA,-8,"services for the population and transport services","r"
"MALE",31,"25-34","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,-8,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",15,"NO","NO","NO","NO",NA,NA,"NONE",176,78,25.1807851239669,-8,"services for the population and transport services","r"
"MALE",27,"25-34","URBAN 20,000-100,000","Lubelskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",-8,1500,"SINGLE",NA,NA,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"YES",10,"NO","NO","NO","NO",NA,NA,"NONE",187,72,20.589665131974,-8,"services for the population and transport services","m"
"MALE",58,"45-59","URBAN 100,000-200,000","Mazowieckie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,-8,"MARRIED",2,1974,NA,NA,"MOSTLY SATISFIED",6,NA,"YES","YES","YES",20,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",174,80,26.4235698242833,-8,"services for the population and transport services","o"
"FEMALE",37,"35-44","RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",0,3000,"MARRIED",10,1999,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"YES",15,"NO","NO","NO","NO",NA,NA,"NONE",174,90,29.7265160523187,-8,"services for the population and transport services","n"
"MALE",37,"35-44","RURAL AREAS","Lodzkie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",8,1000,"SINGLE",NA,NA,NA,NA,"PLEASED",5,"IT`S DIFFICULT TO TELL","YES","NO","NO",3,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",172,75,25.3515413737155,-8,"services for the population and transport services","f"
"MALE",50,"45-59","RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",0,2500,"MARRIED",1,1984,NA,NA,"DELIGHTED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",117,76,55.5190298780042,-8,"services for the population and transport services","f"
"FEMALE",27,"25-34","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",0,500,"MARRIED",9,2002,NA,NA,"PLEASED",4,"IT`S DIFFICULT TO TELL","NO","NO","YES",30,"YES",10,"NO","NO","NO","NO",NA,NA,"NONE",160,50,19.53125,-8,"services for the population and transport services","b"
"FEMALE",35,"35-44","RURAL AREAS","Pomorskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1500,"MARRIED",7,1994,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",169,68,23.8086901719128,-8,"services for the population and transport services","q"
"MALE",56,"45-59","RURAL AREAS","Pomorskie","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED",0,890,"MARRIED",6,1977,NA,NA,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",168,85,30.1162131519274,-8,"services for the population and transport services","t"
