"combine","value","type","n","dp","unique"
"1100",56,"synthetic",7,0.25,"1011"
"1101",56,"synthetic",7,0.25,"1011"
"1110",58,"synthetic",7,0.25,"1011"
"1111",1,"synthetic",7,0.25,"1011"
"0000",70,"original",1,0.25,"0111"
"0001",61,"original",1,0.25,"0111"
"0010",67,"original",1,0.25,"0111"
"0011",53,"original",1,0.25,"0111"
"0100",77,"original",1,0.25,"0111"
"0101",74,"original",1,0.25,"0111"
"0110",67,"original",1,0.25,"0111"
"0111",81,"original",1,0.25,"0111"
"1000",54,"original",1,0.25,"0111"
"1001",65,"original",1,0.25,"0111"
"1010",93,"original",1,0.25,"0111"
"1011",60,"original",1,0.25,"0111"
"1100",64,"original",1,0.25,"0111"
"1101",56,"original",1,0.25,"0111"
"1110",58,"original",1,0.25,"0111"
"1111",0,"original",1,0.25,"0111"
"0000",71,"synthetic",7,0.25,"0111"
"0001",55,"synthetic",7,0.25,"0111"
"0010",63,"synthetic",7,0.25,"0111"
"0011",45,"synthetic",7,0.25,"0111"
"0100",79,"synthetic",7,0.25,"0111"
"0101",75,"synthetic",7,0.25,"0111"
"0110",72,"synthetic",7,0.25,"0111"
"0111",79,"synthetic",7,0.25,"0111"
"1000",57,"synthetic",7,0.25,"0111"
"1001",67,"synthetic",7,0.25,"0111"
"1010",93,"synthetic",7,0.25,"0111"
"1011",65,"synthetic",7,0.25,"0111"
"1100",55,"synthetic",7,0.25,"0111"
"1101",59,"synthetic",7,0.25,"0111"
"1110",56,"synthetic",7,0.25,"0111"
"1111",12,"synthetic",7,0.25,"0111"
"0000",70,"original",1,0.25,"1111"
"0001",61,"original",1,0.25,"1111"
"0010",67,"original",1,0.25,"1111"
"0011",53,"original",1,0.25,"1111"
"0100",77,"original",1,0.25,"1111"
"0101",74,"original",1,0.25,"1111"
"0110",67,"original",1,0.25,"1111"
"0111",80,"original",1,0.25,"1111"
"1000",54,"original",1,0.25,"1111"
"1001",65,"original",1,0.25,"1111"
"1010",93,"original",1,0.25,"1111"
"1011",60,"original",1,0.25,"1111"
"1100",64,"original",1,0.25,"1111"
"1101",56,"original",1,0.25,"1111"
"1110",58,"original",1,0.25,"1111"
"1111",1,"original",1,0.25,"1111"
"0000",79,"synthetic",7,0.25,"1111"
"0001",47,"synthetic",7,0.25,"1111"
"0010",64,"synthetic",7,0.25,"1111"
"0011",52,"synthetic",7,0.25,"1111"
"0100",71,"synthetic",7,0.25,"1111"
"0101",76,"synthetic",7,0.25,"1111"
"0110",61,"synthetic",7,0.25,"1111"
"0111",78,"synthetic",7,0.25,"1111"
"1000",53,"synthetic",7,0.25,"1111"
"1001",61,"synthetic",7,0.25,"1111"
"1010",91,"synthetic",7,0.25,"1111"
"1011",59,"synthetic",7,0.25,"1111"
"1100",65,"synthetic",7,0.25,"1111"
"1101",57,"synthetic",7,0.25,"1111"
"1110",59,"synthetic",7,0.25,"1111"
"1111",1,"synthetic",7,0.25,"1111"
"0000",71,"original",1,0.25,"0000"
"0001",61,"original",1,0.25,"0000"
"0010",67,"original",1,0.25,"0000"
"0011",53,"original",1,0.25,"0000"
"0100",77,"original",1,0.25,"0000"
"0101",74,"original",1,0.25,"0000"
"0110",67,"original",1,0.25,"0000"
"0111",80,"original",1,0.25,"0000"
"1000",54,"original",1,0.25,"0000"
"1001",65,"original",1,0.25,"0000"
"1010",93,"original",1,0.25,"0000"
"1011",60,"original",1,0.25,"0000"
"1100",64,"original",1,0.25,"0000"
"1101",56,"original",1,0.25,"0000"
"1110",58,"original",1,0.25,"0000"
"1111",0,"original",1,0.25,"0000"
"0000",69,"synthetic",8,0.25,"0000"
"0001",66,"synthetic",8,0.25,"0000"
"0010",67,"synthetic",8,0.25,"0000"
"0011",53,"synthetic",8,0.25,"0000"
"0100",77,"synthetic",8,0.25,"0000"
"0101",76,"synthetic",8,0.25,"0000"
"0110",59,"synthetic",8,0.25,"0000"
"0111",81,"synthetic",8,0.25,"0000"
"1000",55,"synthetic",8,0.25,"0000"
"1001",68,"synthetic",8,0.25,"0000"
"1010",91,"synthetic",8,0.25,"0000"
"1011",57,"synthetic",8,0.25,"0000"
"1100",66,"synthetic",8,0.25,"0000"
"1101",42,"synthetic",8,0.25,"0000"
"1110",66,"synthetic",8,0.25,"0000"
"1111",2,"synthetic",8,0.25,"0000"
"0000",70,"original",1,0.25,"1000"
"0001",61,"original",1,0.25,"1000"
"0010",67,"original",1,0.25,"1000"
"0011",53,"original",1,0.25,"1000"
"0100",77,"original",1,0.25,"1000"
"0101",74,"original",1,0.25,"1000"
"0110",67,"original",1,0.25,"1000"
"0111",80,"original",1,0.25,"1000"
"1000",55,"original",1,0.25,"1000"
"1001",65,"original",1,0.25,"1000"
"1010",93,"original",1,0.25,"1000"
"1011",60,"original",1,0.25,"1000"
"1100",64,"original",1,0.25,"1000"
"1101",56,"original",1,0.25,"1000"
"1110",58,"original",1,0.25,"1000"
"1111",0,"original",1,0.25,"1000"
"0000",68,"synthetic",8,0.25,"1000"
"0001",57,"synthetic",8,0.25,"1000"
"0010",64,"synthetic",8,0.25,"1000"
"0011",63,"synthetic",8,0.25,"1000"
"0100",75,"synthetic",8,0.25,"1000"
"0101",69,"synthetic",8,0.25,"1000"
"0110",70,"synthetic",8,0.25,"1000"
"0111",82,"synthetic",8,0.25,"1000"
"1000",52,"synthetic",8,0.25,"1000"
"1001",65,"synthetic",8,0.25,"1000"
"1010",89,"synthetic",8,0.25,"1000"
"1011",61,"synthetic",8,0.25,"1000"
"1100",77,"synthetic",8,0.25,"1000"
"1101",58,"synthetic",8,0.25,"1000"
"1110",63,"synthetic",8,0.25,"1000"
"1111",-6,"synthetic",8,0.25,"1000"
"0000",70,"original",1,0.25,"0100"
"0001",61,"original",1,0.25,"0100"
"0010",67,"original",1,0.25,"0100"
"0011",53,"original",1,0.25,"0100"
"0100",78,"original",1,0.25,"0100"
"0101",74,"original",1,0.25,"0100"
"0110",67,"original",1,0.25,"0100"
"0111",80,"original",1,0.25,"0100"
"1000",54,"original",1,0.25,"0100"
"1001",65,"original",1,0.25,"0100"
"1010",93,"original",1,0.25,"0100"
"1011",60,"original",1,0.25,"0100"
"1100",64,"original",1,0.25,"0100"
"1101",56,"original",1,0.25,"0100"
"1110",58,"original",1,0.25,"0100"
"1111",0,"original",1,0.25,"0100"
"0000",73,"synthetic",8,0.25,"0100"
"0001",79,"synthetic",8,0.25,"0100"
"0010",62,"synthetic",8,0.25,"0100"
"0011",54,"synthetic",8,0.25,"0100"
"0100",84,"synthetic",8,0.25,"0100"
"0101",71,"synthetic",8,0.25,"0100"
"0110",71,"synthetic",8,0.25,"0100"
"0111",79,"synthetic",8,0.25,"0100"
"1000",54,"synthetic",8,0.25,"0100"
"1001",72,"synthetic",8,0.25,"0100"
"1010",93,"synthetic",8,0.25,"0100"
"1011",63,"synthetic",8,0.25,"0100"
"1100",64,"synthetic",8,0.25,"0100"
"1101",63,"synthetic",8,0.25,"0100"
"1110",54,"synthetic",8,0.25,"0100"
"1111",-8,"synthetic",8,0.25,"0100"
"0000",70,"original",1,0.25,"1100"
"0001",61,"original",1,0.25,"1100"
"0010",67,"original",1,0.25,"1100"
"0011",53,"original",1,0.25,"1100"
"0100",77,"original",1,0.25,"1100"
"0101",74,"original",1,0.25,"1100"
"0110",67,"original",1,0.25,"1100"
"0111",80,"original",1,0.25,"1100"
"1000",54,"original",1,0.25,"1100"
"1001",65,"original",1,0.25,"1100"
"1010",93,"original",1,0.25,"1100"
"1011",60,"original",1,0.25,"1100"
"1100",65,"original",1,0.25,"1100"
"1101",56,"original",1,0.25,"1100"
"1110",58,"original",1,0.25,"1100"
"1111",0,"original",1,0.25,"1100"
"0000",75,"synthetic",8,0.25,"1100"
"0001",62,"synthetic",8,0.25,"1100"
"0010",73,"synthetic",8,0.25,"1100"
"0011",51,"synthetic",8,0.25,"1100"
"0100",76,"synthetic",8,0.25,"1100"
"0101",69,"synthetic",8,0.25,"1100"
"0110",67,"synthetic",8,0.25,"1100"
"0111",77,"synthetic",8,0.25,"1100"
"1000",54,"synthetic",8,0.25,"1100"
"1001",66,"synthetic",8,0.25,"1100"
"1010",93,"synthetic",8,0.25,"1100"
"1011",58,"synthetic",8,0.25,"1100"
"1100",79,"synthetic",8,0.25,"1100"
"1101",60,"synthetic",8,0.25,"1100"
"1110",66,"synthetic",8,0.25,"1100"
"1111",2,"synthetic",8,0.25,"1100"
"0000",70,"original",1,0.25,"0010"
"0001",61,"original",1,0.25,"0010"
"0010",68,"original",1,0.25,"0010"
"0011",53,"original",1,0.25,"0010"
"0100",77,"original",1,0.25,"0010"
"0101",74,"original",1,0.25,"0010"
"0110",67,"original",1,0.25,"0010"
"0111",80,"original",1,0.25,"0010"
"1000",54,"original",1,0.25,"0010"
"1001",65,"original",1,0.25,"0010"
"1010",93,"original",1,0.25,"0010"
"1011",60,"original",1,0.25,"0010"
"1100",64,"original",1,0.25,"0010"
"1101",56,"original",1,0.25,"0010"
"1110",58,"original",1,0.25,"0010"
"1111",0,"original",1,0.25,"0010"
"0000",68,"synthetic",8,0.25,"0010"
"0001",61,"synthetic",8,0.25,"0010"
"0010",69,"synthetic",8,0.25,"0010"
"0011",54,"synthetic",8,0.25,"0010"
"0100",76,"synthetic",8,0.25,"0010"
"0101",78,"synthetic",8,0.25,"0010"
"0110",61,"synthetic",8,0.25,"0010"
"0111",83,"synthetic",8,0.25,"0010"
"1000",55,"synthetic",8,0.25,"0010"
"1001",64,"synthetic",8,0.25,"0010"
"1010",99,"synthetic",8,0.25,"0010"
"1011",53,"synthetic",8,0.25,"0010"
"1100",65,"synthetic",8,0.25,"0010"
"1101",58,"synthetic",8,0.25,"0010"
"1110",54,"synthetic",8,0.25,"0010"
"1111",-14,"synthetic",8,0.25,"0010"
"0000",70,"original",1,0.25,"1010"
"0001",61,"original",1,0.25,"1010"
"0010",67,"original",1,0.25,"1010"
"0011",53,"original",1,0.25,"1010"
"0100",77,"original",1,0.25,"1010"
"0101",74,"original",1,0.25,"1010"
"0110",67,"original",1,0.25,"1010"
"0111",80,"original",1,0.25,"1010"
"1000",54,"original",1,0.25,"1010"
"1001",65,"original",1,0.25,"1010"
"1010",94,"original",1,0.25,"1010"
"1011",60,"original",1,0.25,"1010"
"1100",64,"original",1,0.25,"1010"
"1101",56,"original",1,0.25,"1010"
"1110",58,"original",1,0.25,"1010"
"1111",0,"original",1,0.25,"1010"
"0000",71,"synthetic",8,0.25,"1010"
"0001",62,"synthetic",8,0.25,"1010"
"0010",73,"synthetic",8,0.25,"1010"
"0011",54,"synthetic",8,0.25,"1010"
"0100",71,"synthetic",8,0.25,"1010"
"0101",78,"synthetic",8,0.25,"1010"
"0110",72,"synthetic",8,0.25,"1010"
"0111",81,"synthetic",8,0.25,"1010"
"1000",53,"synthetic",8,0.25,"1010"
"1001",62,"synthetic",8,0.25,"1010"
"1010",87,"synthetic",8,0.25,"1010"
"1011",60,"synthetic",8,0.25,"1010"
"1100",76,"synthetic",8,0.25,"1010"
"1101",61,"synthetic",8,0.25,"1010"
"1110",56,"synthetic",8,0.25,"1010"
"1111",-2,"synthetic",8,0.25,"1010"
"0000",70,"original",1,0.25,"0110"
"0001",61,"original",1,0.25,"0110"
"0010",67,"original",1,0.25,"0110"
"0011",53,"original",1,0.25,"0110"
"0100",77,"original",1,0.25,"0110"
"0101",74,"original",1,0.25,"0110"
"0110",68,"original",1,0.25,"0110"
"0111",80,"original",1,0.25,"0110"
"1000",54,"original",1,0.25,"0110"
"1001",65,"original",1,0.25,"0110"
"1010",93,"original",1,0.25,"0110"
"1011",60,"original",1,0.25,"0110"
"1100",64,"original",1,0.25,"0110"
"1101",56,"original",1,0.25,"0110"
"1110",58,"original",1,0.25,"0110"
"1111",0,"original",1,0.25,"0110"
"0000",71,"synthetic",8,0.25,"0110"
"0001",61,"synthetic",8,0.25,"0110"
"0010",68,"synthetic",8,0.25,"0110"
"0011",51,"synthetic",8,0.25,"0110"
"0100",101,"synthetic",8,0.25,"0110"
"0101",74,"synthetic",8,0.25,"0110"
"0110",67,"synthetic",8,0.25,"0110"
"0111",79,"synthetic",8,0.25,"0110"
"1000",55,"synthetic",8,0.25,"0110"
"1001",73,"synthetic",8,0.25,"0110"
"1010",101,"synthetic",8,0.25,"0110"
"1011",64,"synthetic",8,0.25,"0110"
"1100",62,"synthetic",8,0.25,"0110"
"1101",52,"synthetic",8,0.25,"0110"
"1110",55,"synthetic",8,0.25,"0110"
"1111",4,"synthetic",8,0.25,"0110"
"0000",70,"original",1,0.25,"1110"
"0001",61,"original",1,0.25,"1110"
"0010",67,"original",1,0.25,"1110"
"0011",53,"original",1,0.25,"1110"
"0100",77,"original",1,0.25,"1110"
"0101",74,"original",1,0.25,"1110"
"0110",67,"original",1,0.25,"1110"
"0111",80,"original",1,0.25,"1110"
"1000",54,"original",1,0.25,"1110"
"1001",65,"original",1,0.25,"1110"
"1010",93,"original",1,0.25,"1110"
"1011",60,"original",1,0.25,"1110"
"1100",64,"original",1,0.25,"1110"
"1101",56,"original",1,0.25,"1110"
"1110",59,"original",1,0.25,"1110"
"1111",0,"original",1,0.25,"1110"
"0000",69,"synthetic",8,0.25,"1110"
"0001",54,"synthetic",8,0.25,"1110"
"0010",63,"synthetic",8,0.25,"1110"
"0011",55,"synthetic",8,0.25,"1110"
"0100",74,"synthetic",8,0.25,"1110"
"0101",75,"synthetic",8,0.25,"1110"
"0110",64,"synthetic",8,0.25,"1110"
"0111",90,"synthetic",8,0.25,"1110"
"1000",48,"synthetic",8,0.25,"1110"
"1001",78,"synthetic",8,0.25,"1110"
"1010",86,"synthetic",8,0.25,"1110"
"1011",62,"synthetic",8,0.25,"1110"
"1100",57,"synthetic",8,0.25,"1110"
"1101",54,"synthetic",8,0.25,"1110"
"1110",58,"synthetic",8,0.25,"1110"
"1111",-2,"synthetic",8,0.25,"1110"
"0000",70,"original",1,0.25,"0001"
"0001",62,"original",1,0.25,"0001"
"0010",67,"original",1,0.25,"0001"
"0011",53,"original",1,0.25,"0001"
"0100",77,"original",1,0.25,"0001"
"0101",74,"original",1,0.25,"0001"
"0110",67,"original",1,0.25,"0001"
"0111",80,"original",1,0.25,"0001"
"1000",54,"original",1,0.25,"0001"
"1001",65,"original",1,0.25,"0001"
"1010",93,"original",1,0.25,"0001"
"1011",60,"original",1,0.25,"0001"
"1100",64,"original",1,0.25,"0001"
"1101",56,"original",1,0.25,"0001"
"1110",58,"original",1,0.25,"0001"
"1111",0,"original",1,0.25,"0001"
"0000",64,"synthetic",8,0.25,"0001"
"0001",60,"synthetic",8,0.25,"0001"
"0010",66,"synthetic",8,0.25,"0001"
"0011",54,"synthetic",8,0.25,"0001"
"0100",69,"synthetic",8,0.25,"0001"
"0101",70,"synthetic",8,0.25,"0001"
"0110",73,"synthetic",8,0.25,"0001"
"0111",81,"synthetic",8,0.25,"0001"
"1000",55,"synthetic",8,0.25,"0001"
"1001",54,"synthetic",8,0.25,"0001"
"1010",98,"synthetic",8,0.25,"0001"
"1011",58,"synthetic",8,0.25,"0001"
"1100",65,"synthetic",8,0.25,"0001"
"1101",56,"synthetic",8,0.25,"0001"
"1110",64,"synthetic",8,0.25,"0001"
"1111",0,"synthetic",8,0.25,"0001"
"0000",70,"original",1,0.25,"1001"
"0001",61,"original",1,0.25,"1001"
"0010",67,"original",1,0.25,"1001"
"0011",53,"original",1,0.25,"1001"
"0100",77,"original",1,0.25,"1001"
"0101",74,"original",1,0.25,"1001"
"0110",67,"original",1,0.25,"1001"
"0111",80,"original",1,0.25,"1001"
"1000",54,"original",1,0.25,"1001"
"1001",66,"original",1,0.25,"1001"
"1010",93,"original",1,0.25,"1001"
"1011",60,"original",1,0.25,"1001"
"1100",64,"original",1,0.25,"1001"
"1101",56,"original",1,0.25,"1001"
"1110",58,"original",1,0.25,"1001"
"1111",0,"original",1,0.25,"1001"
"0000",74,"synthetic",8,0.25,"1001"
"0001",61,"synthetic",8,0.25,"1001"
"0010",78,"synthetic",8,0.25,"1001"
"0011",49,"synthetic",8,0.25,"1001"
"0100",76,"synthetic",8,0.25,"1001"
"0101",77,"synthetic",8,0.25,"1001"
"0110",68,"synthetic",8,0.25,"1001"
"0111",76,"synthetic",8,0.25,"1001"
"1000",56,"synthetic",8,0.25,"1001"
"1001",64,"synthetic",8,0.25,"1001"
"1010",94,"synthetic",8,0.25,"1001"
"1011",67,"synthetic",8,0.25,"1001"
"1100",67,"synthetic",8,0.25,"1001"
"1101",56,"synthetic",8,0.25,"1001"
"1110",64,"synthetic",8,0.25,"1001"
"1111",-9,"synthetic",8,0.25,"1001"
"0000",70,"original",1,0.25,"0101"
"0001",61,"original",1,0.25,"0101"
"0010",67,"original",1,0.25,"0101"
"0011",53,"original",1,0.25,"0101"
"0100",77,"original",1,0.25,"0101"
"0101",75,"original",1,0.25,"0101"
"0110",67,"original",1,0.25,"0101"
"0111",80,"original",1,0.25,"0101"
"1000",54,"original",1,0.25,"0101"
"1001",65,"original",1,0.25,"0101"
"1010",93,"original",1,0.25,"0101"
"1011",60,"original",1,0.25,"0101"
"1100",64,"original",1,0.25,"0101"
"1101",56,"original",1,0.25,"0101"
"1110",58,"original",1,0.25,"0101"
"1111",0,"original",1,0.25,"0101"
"0000",57,"synthetic",8,0.25,"0101"
"0001",62,"synthetic",8,0.25,"0101"
"0010",75,"synthetic",8,0.25,"0101"
"0011",49,"synthetic",8,0.25,"0101"
"0100",73,"synthetic",8,0.25,"0101"
"0101",73,"synthetic",8,0.25,"0101"
"0110",48,"synthetic",8,0.25,"0101"
"0111",78,"synthetic",8,0.25,"0101"
"1000",59,"synthetic",8,0.25,"0101"
"1001",69,"synthetic",8,0.25,"0101"
"1010",90,"synthetic",8,0.25,"0101"
"1011",66,"synthetic",8,0.25,"0101"
"1100",60,"synthetic",8,0.25,"0101"
"1101",57,"synthetic",8,0.25,"0101"
"1110",71,"synthetic",8,0.25,"0101"
"1111",2,"synthetic",8,0.25,"0101"
"0000",70,"original",1,0.25,"1101"
"0001",61,"original",1,0.25,"1101"
"0010",67,"original",1,0.25,"1101"
"0011",53,"original",1,0.25,"1101"
"0100",77,"original",1,0.25,"1101"
"0101",74,"original",1,0.25,"1101"
"0110",67,"original",1,0.25,"1101"
"0111",80,"original",1,0.25,"1101"
"1000",54,"original",1,0.25,"1101"
"1001",65,"original",1,0.25,"1101"
"1010",93,"original",1,0.25,"1101"
"1011",60,"original",1,0.25,"1101"
"1100",64,"original",1,0.25,"1101"
"1101",57,"original",1,0.25,"1101"
"1110",58,"original",1,0.25,"1101"
"1111",0,"original",1,0.25,"1101"
"0000",68,"synthetic",8,0.25,"1101"
"0001",57,"synthetic",8,0.25,"1101"
"0010",70,"synthetic",8,0.25,"1101"
"0011",56,"synthetic",8,0.25,"1101"
"0100",77,"synthetic",8,0.25,"1101"
"0101",69,"synthetic",8,0.25,"1101"
"0110",66,"synthetic",8,0.25,"1101"
"0111",77,"synthetic",8,0.25,"1101"
"1000",49,"synthetic",8,0.25,"1101"
"1001",64,"synthetic",8,0.25,"1101"
"1010",95,"synthetic",8,0.25,"1101"
"1011",51,"synthetic",8,0.25,"1101"
"1100",59,"synthetic",8,0.25,"1101"
"1101",58,"synthetic",8,0.25,"1101"
"1110",58,"synthetic",8,0.25,"1101"
"1111",0,"synthetic",8,0.25,"1101"
"0000",70,"original",1,0.25,"0011"
"0001",61,"original",1,0.25,"0011"
"0010",67,"original",1,0.25,"0011"
"0011",54,"original",1,0.25,"0011"
"0100",77,"original",1,0.25,"0011"
"0101",74,"original",1,0.25,"0011"
"0110",67,"original",1,0.25,"0011"
"0111",80,"original",1,0.25,"0011"
"1000",54,"original",1,0.25,"0011"
"1001",65,"original",1,0.25,"0011"
"1010",93,"original",1,0.25,"0011"
"1011",60,"original",1,0.25,"0011"
"1100",64,"original",1,0.25,"0011"
"1101",56,"original",1,0.25,"0011"
"1110",58,"original",1,0.25,"0011"
"1111",0,"original",1,0.25,"0011"
"0000",72,"synthetic",8,0.25,"0011"
"0001",63,"synthetic",8,0.25,"0011"
"0010",65,"synthetic",8,0.25,"0011"
"0011",52,"synthetic",8,0.25,"0011"
"0100",78,"synthetic",8,0.25,"0011"
"0101",70,"synthetic",8,0.25,"0011"
"0110",56,"synthetic",8,0.25,"0011"
"0111",83,"synthetic",8,0.25,"0011"
"1000",55,"synthetic",8,0.25,"0011"
"1001",54,"synthetic",8,0.25,"0011"
"1010",84,"synthetic",8,0.25,"0011"
"1011",68,"synthetic",8,0.25,"0011"
"1100",63,"synthetic",8,0.25,"0011"
"1101",60,"synthetic",8,0.25,"0011"
"1110",71,"synthetic",8,0.25,"0011"
"1111",1,"synthetic",8,0.25,"0011"
"0000",70,"original",1,0.25,"1011"
"0001",61,"original",1,0.25,"1011"
"0010",67,"original",1,0.25,"1011"
"0011",53,"original",1,0.25,"1011"
"0100",77,"original",1,0.25,"1011"
"0101",74,"original",1,0.25,"1011"
"0110",67,"original",1,0.25,"1011"
"0111",80,"original",1,0.25,"1011"
"1000",54,"original",1,0.25,"1011"
"1001",65,"original",1,0.25,"1011"
"1010",93,"original",1,0.25,"1011"
"1011",61,"original",1,0.25,"1011"
"1100",64,"original",1,0.25,"1011"
"1101",56,"original",1,0.25,"1011"
"1110",58,"original",1,0.25,"1011"
"1111",0,"original",1,0.25,"1011"
"0000",71,"synthetic",8,0.25,"1011"
"0001",60,"synthetic",8,0.25,"1011"
"0010",74,"synthetic",8,0.25,"1011"
"0011",53,"synthetic",8,0.25,"1011"
"0100",81,"synthetic",8,0.25,"1011"
"0101",73,"synthetic",8,0.25,"1011"
"0110",69,"synthetic",8,0.25,"1011"
"0111",86,"synthetic",8,0.25,"1011"
"1000",46,"synthetic",8,0.25,"1011"
"1001",64,"synthetic",8,0.25,"1011"
"1010",90,"synthetic",8,0.25,"1011"
"1011",63,"synthetic",8,0.25,"1011"
"1100",62,"synthetic",8,0.25,"1011"
"1101",58,"synthetic",8,0.25,"1011"
"1110",61,"synthetic",8,0.25,"1011"
"1111",1,"synthetic",8,0.25,"1011"
"0000",70,"original",1,0.25,"0111"
"0001",61,"original",1,0.25,"0111"
"0010",67,"original",1,0.25,"0111"
"0011",53,"original",1,0.25,"0111"
"0100",77,"original",1,0.25,"0111"
"0101",74,"original",1,0.25,"0111"
"0110",67,"original",1,0.25,"0111"
"0111",81,"original",1,0.25,"0111"
"1000",54,"original",1,0.25,"0111"
"1001",65,"original",1,0.25,"0111"
"1010",93,"original",1,0.25,"0111"
"1011",60,"original",1,0.25,"0111"
"1100",64,"original",1,0.25,"0111"
"1101",56,"original",1,0.25,"0111"
"1110",58,"original",1,0.25,"0111"
"1111",0,"original",1,0.25,"0111"
"0000",69,"synthetic",8,0.25,"0111"
"0001",61,"synthetic",8,0.25,"0111"
"0010",62,"synthetic",8,0.25,"0111"
"0011",59,"synthetic",8,0.25,"0111"
"0100",79,"synthetic",8,0.25,"0111"
"0101",73,"synthetic",8,0.25,"0111"
"0110",85,"synthetic",8,0.25,"0111"
"0111",81,"synthetic",8,0.25,"0111"
"1000",57,"synthetic",8,0.25,"0111"
"1001",68,"synthetic",8,0.25,"0111"
"1010",93,"synthetic",8,0.25,"0111"
"1011",60,"synthetic",8,0.25,"0111"
"1100",59,"synthetic",8,0.25,"0111"
"1101",53,"synthetic",8,0.25,"0111"
"1110",54,"synthetic",8,0.25,"0111"
"1111",1,"synthetic",8,0.25,"0111"
"0000",70,"original",1,0.25,"1111"
"0001",61,"original",1,0.25,"1111"
"0010",67,"original",1,0.25,"1111"
"0011",53,"original",1,0.25,"1111"
"0100",77,"original",1,0.25,"1111"
"0101",74,"original",1,0.25,"1111"
"0110",67,"original",1,0.25,"1111"
"0111",80,"original",1,0.25,"1111"
"1000",54,"original",1,0.25,"1111"
"1001",65,"original",1,0.25,"1111"
"1010",93,"original",1,0.25,"1111"
"1011",60,"original",1,0.25,"1111"
"1100",64,"original",1,0.25,"1111"
"1101",56,"original",1,0.25,"1111"
"1110",58,"original",1,0.25,"1111"
"1111",1,"original",1,0.25,"1111"
"0000",64,"synthetic",8,0.25,"1111"
"0001",78,"synthetic",8,0.25,"1111"
"0010",62,"synthetic",8,0.25,"1111"
"0011",54,"synthetic",8,0.25,"1111"
"0100",81,"synthetic",8,0.25,"1111"
"0101",81,"synthetic",8,0.25,"1111"
"0110",65,"synthetic",8,0.25,"1111"
"0111",83,"synthetic",8,0.25,"1111"
"1000",46,"synthetic",8,0.25,"1111"
"1001",63,"synthetic",8,0.25,"1111"
"1010",90,"synthetic",8,0.25,"1111"
"1011",64,"synthetic",8,0.25,"1111"
"1100",68,"synthetic",8,0.25,"1111"
"1101",54,"synthetic",8,0.25,"1111"
"1110",59,"synthetic",8,0.25,"1111"
"1111",2,"synthetic",8,0.25,"1111"
"0000",71,"original",1,0.25,"0000"
"0001",61,"original",1,0.25,"0000"
"0010",67,"original",1,0.25,"0000"
"0011",53,"original",1,0.25,"0000"
"0100",77,"original",1,0.25,"0000"
"0101",74,"original",1,0.25,"0000"
"0110",67,"original",1,0.25,"0000"
"0111",80,"original",1,0.25,"0000"
"1000",54,"original",1,0.25,"0000"
"1001",65,"original",1,0.25,"0000"
"1010",93,"original",1,0.25,"0000"
"1011",60,"original",1,0.25,"0000"
"1100",64,"original",1,0.25,"0000"
"1101",56,"original",1,0.25,"0000"
"1110",58,"original",1,0.25,"0000"
"1111",0,"original",1,0.25,"0000"
"0000",71,"synthetic",9,0.25,"0000"
"0001",60,"synthetic",9,0.25,"0000"
"0010",68,"synthetic",9,0.25,"0000"
"0011",53,"synthetic",9,0.25,"0000"
"0100",75,"synthetic",9,0.25,"0000"
"0101",78,"synthetic",9,0.25,"0000"
"0110",66,"synthetic",9,0.25,"0000"
"0111",78,"synthetic",9,0.25,"0000"
"1000",55,"synthetic",9,0.25,"0000"
"1001",65,"synthetic",9,0.25,"0000"
"1010",90,"synthetic",9,0.25,"0000"
"1011",60,"synthetic",9,0.25,"0000"
"1100",63,"synthetic",9,0.25,"0000"
"1101",63,"synthetic",9,0.25,"0000"
"1110",71,"synthetic",9,0.25,"0000"
"1111",-1,"synthetic",9,0.25,"0000"
"0000",70,"original",1,0.25,"1000"
"0001",61,"original",1,0.25,"1000"
"0010",67,"original",1,0.25,"1000"
"0011",53,"original",1,0.25,"1000"
"0100",77,"original",1,0.25,"1000"
"0101",74,"original",1,0.25,"1000"
"0110",67,"original",1,0.25,"1000"
"0111",80,"original",1,0.25,"1000"
"1000",55,"original",1,0.25,"1000"
"1001",65,"original",1,0.25,"1000"
"1010",93,"original",1,0.25,"1000"
"1011",60,"original",1,0.25,"1000"
"1100",64,"original",1,0.25,"1000"
"1101",56,"original",1,0.25,"1000"
"1110",58,"original",1,0.25,"1000"
"1111",0,"original",1,0.25,"1000"
"0000",69,"synthetic",9,0.25,"1000"
"0001",66,"synthetic",9,0.25,"1000"
"0010",67,"synthetic",9,0.25,"1000"
"0011",57,"synthetic",9,0.25,"1000"
"0100",74,"synthetic",9,0.25,"1000"
"0101",73,"synthetic",9,0.25,"1000"
"0110",73,"synthetic",9,0.25,"1000"
"0111",80,"synthetic",9,0.25,"1000"
"1000",66,"synthetic",9,0.25,"1000"
"1001",64,"synthetic",9,0.25,"1000"
"1010",98,"synthetic",9,0.25,"1000"
"1011",66,"synthetic",9,0.25,"1000"
"1100",64,"synthetic",9,0.25,"1000"
"1101",59,"synthetic",9,0.25,"1000"
"1110",82,"synthetic",9,0.25,"1000"
"1111",1,"synthetic",9,0.25,"1000"
"0000",70,"original",1,0.25,"0100"
"0001",61,"original",1,0.25,"0100"
"0010",67,"original",1,0.25,"0100"
"0011",53,"original",1,0.25,"0100"
"0100",78,"original",1,0.25,"0100"
"0101",74,"original",1,0.25,"0100"
