"term","estimate","std.error","statistic","p.value","dep_var","data","epochs","discriminator","batch","frequency","copies"
"income",0.0173661456175277,0.0197779843690065,0.878054370633525,0.388122623552894,"age","sds",600,10,500,"True",5
"wealth",-0.0138086025532427,0.01310733975929,-1.05350153477602,0.292868601850493,"age","sds",600,10,500,"True",5
"(Intercept)",10.1376120482662,0.534078466923618,18.9815030489069,0.0000000000000000000000000000000000000000328423997698747,"income","sds",600,10,500,"True",5
"age",0.0836849415403691,0.0955792089602343,0.875555912742343,0.385898704972902,"income","sds",600,10,500,"True",5
"wealth",-0.0435040128405309,0.0295172797300115,-1.47384898738817,0.140885701631941,"income","sds",600,10,500,"True",5
"(Intercept)",13.7596794448094,0.578230412729544,23.7961877166866,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000853313757856393,"wealth","sds",600,10,500,"True",5
"age",-0.107876112941195,0.102905856445241,-1.04829906350956,0.295279866831362,"wealth","sds",600,10,500,"True",5
"income",-0.0642361512210355,0.0443879185048713,-1.44715394153898,0.148161721143587,"wealth","sds",600,10,500,"True",5
"(Intercept)",3.96773897963393,0.246302609395086,16.109203996574,0.000000000000000000000000000000000000000000000533679569621423,"age","sds",600,10,500,"True",10
"income",0.0152703649114528,0.0152340290911859,1.00238517466714,0.316227828999422,"age","sds",600,10,500,"True",10
"wealth",-0.0175668484563411,0.0136362559176932,-1.28824572979361,0.198089058310492,"age","sds",600,10,500,"True",10
"(Intercept)",10.3515866834765,0.590854378240024,17.5196919320642,0.00000000000000000000000000000000000000000000000000536326525353792,"income","sds",600,10,500,"True",10
"age",0.0949272532730947,0.0921993818938439,1.0295866558237,0.303316238608547,"income","sds",600,10,500,"True",10
"wealth",-0.0712126042568086,0.0345267166583455,-2.06253623712568,0.0399590335434838,"income","sds",600,10,500,"True",10
"(Intercept)",14.0567562104392,0.589689966601587,23.8375366829606,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000133234155611639,"wealth","sds",600,10,500,"True",10
"age",-0.139588038188897,0.107510829014094,-1.29836258792683,0.194535254180568,"wealth","sds",600,10,500,"True",10
"income",-0.0885427327065469,0.0442082082617064,-2.0028573015759,0.0456253614105794,"wealth","sds",600,10,500,"True",10
"(Intercept)",3.93162071569334,0.240583591453018,16.3420152303327,0.000000000000000000000000000000000000000120805877451203,"age","sds",600,10,500,"False",5
"income",0.0222908197670931,0.0200433275191202,1.11213169299504,0.281168880212575,"age","sds",600,10,500,"False",5
"wealth",-0.023448812084372,0.013818807740121,-1.69687664271437,0.090445001498568,"age","sds",600,10,500,"False",5
"(Intercept)",9.72474195054619,0.767595883981158,12.6690907982838,0.00000000000351017118792308,"income","sds",600,10,500,"False",5
"age",0.16812401188633,0.13307373446867,1.2633898985221,0.222640408214893,"income","sds",600,10,500,"False",5
"wealth",-0.0608018542870738,0.0354476837791933,-1.71525605638478,0.0866402385721626,"income","sds",600,10,500,"False",5
"(Intercept)",13.8855031338954,0.557706554512345,24.8975075181549,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000384302039851836,"wealth","sds",600,10,500,"False",5
"age",-0.185140093077904,0.111933973923168,-1.65401161585654,0.0990129509744736,"wealth","sds",600,10,500,"False",5
"income",-0.0697281265993191,0.0420258740644446,-1.65917135934863,0.0973167737563323,"wealth","sds",600,10,500,"False",5
"(Intercept)",3.85394296220024,0.292191864828808,13.1897681835126,0.0000000000000000000000000109476852491444,"age","sds",600,10,500,"False",10
"income",0.0348056948543475,0.0216770628873898,1.60564625545257,0.111481451534318,"age","sds",600,10,500,"False",10
"wealth",-0.0247798498781182,0.0135295289420361,-1.83153825859579,0.0672988819824912,"age","sds",600,10,500,"False",10
"(Intercept)",10.2083560031549,0.497522672526404,20.518373466916,0.000000000000000000000000000000000000000000000000000000000000000000000435400632101729,"income","sds",600,10,500,"False",10
"age",0.12470395850995,0.085362971359426,1.46086712451558,0.145420579291522,"income","sds",600,10,500,"False",10
"wealth",-0.0450442240327217,0.0279989382874923,-1.6087832892165,0.107966292763191,"income","sds",600,10,500,"False",10
"(Intercept)",14.1962134110316,0.701460909916322,20.2380677388353,0.000000000000000000000000000000000000000000000000000000000000000304330657971839,"wealth","sds",600,10,500,"False",10
"age",-0.203413885777636,0.111534707422525,-1.82377208385051,0.0684759124698955,"wealth","sds",600,10,500,"False",10
"income",-0.0825227080598651,0.0542432359498852,-1.5213455947965,0.128349633805588,"wealth","sds",600,10,500,"False",10
"(Intercept)",4.14617128889291,0.26304461547362,15.7622359287895,0.000000000000000000000547772655761519,"age","sds",600,10,1000,"True",5
"income",0.012188143832087,0.0175096990935516,0.696079570926245,0.488268352113763,"age","sds",600,10,1000,"True",5
"wealth",-0.0192150647823199,0.0139437014789104,-1.37804619608232,0.170208966460996,"age","sds",600,10,1000,"True",5
"(Intercept)",9.76044332973284,0.630708594161953,15.4753612366769,0.0000000000000000000000000000000330104475191182,"income","sds",600,10,1000,"True",5
"age",0.0636841108585362,0.103836695128698,0.613310263578829,0.540658666883642,"income","sds",600,10,1000,"True",5
"wealth",-0.00596199456924647,0.0342886594686722,-0.173876572068781,0.862104035060753,"income","sds",600,10,1000,"True",5
"(Intercept)",13.355465471434,0.743121081389406,17.9721256816768,0.0000000000000000000000000112102797901236,"wealth","sds",600,10,1000,"True",5
"age",-0.168640661623559,0.123606663983471,-1.36433308843373,0.174711934052647,"wealth","sds",600,10,1000,"True",5
"income",-0.00759481321909898,0.0500123008344305,-0.151858904557145,0.879463902888837,"wealth","sds",600,10,1000,"True",5
"(Intercept)",3.97087402412509,0.220979838799976,17.9693950619604,0.00000000000000000000000000000000000000000000000000000000000000188813668525369,"age","sds",600,10,1000,"True",10
"income",0.00915912537758674,0.014719025238922,0.622264397873778,0.533949543963011,"age","sds",600,10,1000,"True",10
"wealth",-0.013461045842781,0.0127186783544739,-1.05836828856089,0.289936057059158,"age","sds",600,10,1000,"True",10
"(Intercept)",9.60400026647206,0.622056812519774,15.4391047138749,0.0000000000000000000000000000000000000000000835188952765152,"income","sds",600,10,1000,"True",10
"age",0.0684041253511117,0.104162415702615,0.656706403069667,0.511592186510954,"income","sds",600,10,1000,"True",10
"wealth",-0.013138825906559,0.0359251862957239,-0.365727425834474,0.714813378706691,"income","sds",600,10,1000,"True",10
"(Intercept)",13.3115715964538,0.625515171980484,21.2809731765692,0.0000000000000000000000000000000000000000000000000000000000000000018937431330607,"wealth","sds",600,10,1000,"True",10
"age",-0.112758947246498,0.110490876789802,-1.02052721928356,0.307509842895039,"wealth","sds",600,10,1000,"True",10
"income",-0.018594974372646,0.0444951612891904,-0.417910034122371,0.676320754352607,"wealth","sds",600,10,1000,"True",10
"(Intercept)",3.86076190950208,0.260039904492188,14.8468055971697,0.00000000000000014330233115985,"age","sds",600,10,1000,"False",5
"income",0.0197121300982259,0.0186413153678716,1.05744308860306,0.304880881534966,"age","sds",600,10,1000,"False",5
"wealth",-0.0111248779404124,0.0134022395601674,-0.830076039938619,0.406871760742289,"age","sds",600,10,1000,"False",5
"(Intercept)",9.17925098926098,0.764337615304553,12.0094194050668,0.0000000000744593588181082,"income","sds",600,10,1000,"False",5
"age",0.160932174374497,0.130528081865538,1.23293142804533,0.234938225497471,"income","sds",600,10,1000,"False",5
"wealth",-0.00650236536997273,0.0357935305888043,-0.181663145909573,0.855946349108645,"income","sds",600,10,1000,"False",5
"(Intercept)",13.1979425503744,0.574217333086747,22.9842287752407,0.000000000000000000000000000000000000000067401996924604,"wealth","sds",600,10,1000,"False",5
"age",-0.0785641656576002,0.101204267593862,-0.776293011406225,0.437770668059395,"wealth","sds",600,10,1000,"False",5
"income",-0.0117825743192297,0.0404944895282102,-0.290967350286548,0.771405351009405,"wealth","sds",600,10,1000,"False",5
"(Intercept)",3.94072114016249,0.255140245790813,15.4453137251951,0.00000000000000000000000000000000000000000000000000181355932627338,"age","sds",600,10,1000,"False",10
"income",0.00808944430363899,0.0176130623837957,0.459286643478956,0.64605061505294,"age","sds",600,10,1000,"False",10
"wealth",-0.0139709781209239,0.0139874537867733,-0.99882211115042,0.317920172714295,"age","sds",600,10,1000,"False",10
"(Intercept)",9.97725552668485,0.56343131308833,17.708024554043,0.00000000000000000000000000000000000000000000000000000000000506574769527725,"income","sds",600,10,1000,"False",10
"age",0.0509882634510028,0.0902686360223973,0.564850270235076,0.572203572625047,"income","sds",600,10,1000,"False",10
"wealth",-0.0243757063292613,0.0324676540663837,-0.750768943127903,0.452850400838768,"income","sds",600,10,1000,"False",10
"(Intercept)",13.2903432011998,0.650680817526119,20.4252881646789,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000513318362300186,"wealth","sds",600,10,1000,"False",10
"age",-0.109547489286527,0.10973140037786,-0.998323988478232,0.31817274293865,"wealth","sds",600,10,1000,"False",10
"income",-0.0372888178724773,0.0502464443641667,-0.742118538820825,0.45815055402064,"wealth","sds",600,10,1000,"False",10
"(Intercept)",3.81673230578458,0.270736036570596,14.0976146143343,0.000000000000000000000435745280468946,"age","sds",900,1,500,"True",5
"income",0.00193368272731673,0.0188786805813065,0.10242679402243,0.918759328475071,"age","sds",900,1,500,"True",5
"wealth",-0.00214172261676762,0.0148824744371016,-0.143909040517373,0.88587363034773,"age","sds",900,1,500,"True",5
"(Intercept)",10.0238125698314,0.636137060015587,15.757315836285,0.00000000000000427542580756024,"income","sds",900,1,500,"True",5
"age",0.0211563160193491,0.101961962432094,0.207492240387576,0.83677493859842,"income","sds",900,1,500,"True",5
"wealth",-0.0173588577321902,0.0336841345560168,-0.515342251210948,0.607356580520396,"income","sds",900,1,500,"True",5
"(Intercept)",12.9943835106914,0.779837798785418,16.6629311004543,0.0000000000000705826461399597,"wealth","sds",900,1,500,"True",5
"age",-0.0118528920357366,0.114988543896172,-0.103078894941387,0.918159680409059,"wealth","sds",900,1,500,"True",5
"income",-0.0334643856837934,0.0510656915520851,-0.655320326949083,0.514144691257288,"wealth","sds",900,1,500,"True",5
"(Intercept)",3.80333290328451,0.254839314661188,14.9244354558914,0.0000000000000000000000000000683416655748877,"age","sds",900,1,500,"True",10
"income",0.00743426255338295,0.0147510435507696,0.503982143893479,0.614461429447342,"age","sds",900,1,500,"True",10
"wealth",0.000423355738852064,0.0145704181051962,0.0290558401135438,0.976848204985548,"age","sds",900,1,500,"True",10
"(Intercept)",10.1187226324896,0.58966733835508,17.1600527523137,0.00000000000000000000000000000000000000000000000000000193700583732604,"income","sds",900,1,500,"True",10
"age",0.0430917438590935,0.0975154223334587,0.441896705443567,0.658712476840517,"income","sds",900,1,500,"True",10
"wealth",-0.0321955861893836,0.0348481794952309,-0.92388143816206,0.355731294679475,"income","sds",900,1,500,"True",10
"(Intercept)",13.0619656774642,0.593071931605968,22.0242520027781,0.000000000000000000000000000000000000000000000000000000000000135525950459077,"wealth","sds",900,1,500,"True",10
"age",-0.0194076680967797,0.109231379522267,-0.177674841988272,0.859119157387633,"wealth","sds",900,1,500,"True",10
"income",-0.0367793788947778,0.0397473873335706,-0.925328213049968,0.354940007302409,"wealth","sds",900,1,500,"True",10
"(Intercept)",3.89496593120727,0.279693437575737,13.9258395369129,0.00000000000185369656958022,"age","sds",900,1,500,"False",5
"income",0.0132605217286595,0.0179892928082427,0.737134131397509,0.46690156220783,"age","sds",900,1,500,"False",5
"wealth",-0.00966707474395501,0.0129174840553805,-0.74837133163934,0.454336531198092,"age","sds",900,1,500,"False",5
"(Intercept)",9.55670827831665,0.764304467772888,12.5037974802947,0.000000000386213659054723,"income","sds",900,1,500,"False",5
"age",0.0672241267287055,0.116946072635,0.57483013507019,0.569930751174427,"income","sds",900,1,500,"False",5
"wealth",0.00311105860410159,0.0366900979473895,0.0847928672352574,0.932663592676857,"income","sds",900,1,500,"False",5
"(Intercept)",12.9363709873781,0.653744979455617,19.7880999379152,0.0000000000000000000000000000749516145940464,"wealth","sds",900,1,500,"False",5
"age",-0.0831389948873252,0.107301840451565,-0.77481424864146,0.438606822206022,"wealth","sds",900,1,500,"False",5
"income",0.0063766093750638,0.0467856282357972,0.136294191518088,0.891963754702278,"wealth","sds",900,1,500,"False",5
"(Intercept)",4.02698255875578,0.236868859375361,17.0008947962818,0.000000000000000000000000000000000000000000173577186019677,"age","sds",900,1,500,"False",10
"income",0.00315152579782238,0.015425000283208,0.204312851861222,0.838277217136217,"age","sds",900,1,500,"False",10
"wealth",-0.00872150116393608,0.0141984903290441,-0.614255527300361,0.540070155644311,"age","sds",900,1,500,"False",10
"(Intercept)",10.3368961307917,0.62903101232433,16.4330469059003,0.00000000000000000000000000000000000219557183486846,"income","sds",900,1,500,"False",10
"age",0.0307047997181631,0.107740854523188,0.284987527285249,0.776052800084558,"income","sds",900,1,500,"False",10
"wealth",-0.0473232269907585,0.0334555802406688,-1.4145092283658,0.15769256357149,"income","sds",900,1,500,"False",10
"(Intercept)",13.4952729342265,0.641030601422375,21.0524628688272,0.00000000000000000000000000000000000000000000000000000000198736740298159,"wealth","sds",900,1,500,"False",10
"age",-0.053618553250145,0.124219413990252,-0.431643907564664,0.666715359011959,"wealth","sds",900,1,500,"False",10
"income",-0.06231274165355,0.0432118555376873,-1.44202883394359,0.149805211281384,"wealth","sds",900,1,500,"False",10
"(Intercept)",4.11195139491703,0.289753258768434,14.191217080334,0.00000000000164780414813961,"age","sds",900,1,1000,"True",5
"income",-0.00955243838388681,0.0185888739258992,-0.513879346428713,0.61230063763926,"age","sds",900,1,1000,"True",5
"wealth",-0.0178010255492883,0.0148681948769311,-1.1972553290183,0.233327591106378,"age","sds",900,1,1000,"True",5
"(Intercept)",9.65040977278827,0.723307422855422,13.3420582560747,0.00000000000000000191364113702731,"income","sds",900,1,1000,"True",5
"age",-0.0720022778948007,0.130093709975811,-0.553464713306958,0.5851214508163,"income","sds",900,1,1000,"True",5
"wealth",0.0183056521062695,0.0396899989292392,0.461215736964505,0.645291287681753,"income","sds",900,1,1000,"True",5
"(Intercept)",13.0750103817712,0.54922471798276,23.8063036015463,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000312485031185639,"wealth","sds",900,1,1000,"True",5
"age",-0.128384131379352,0.107624603733592,-1.19288830737205,0.234257373078969,"wealth","sds",900,1,1000,"True",5
"income",0.0104995735356116,0.0430543389019259,0.243867953925126,0.807911082493001,"wealth","sds",900,1,1000,"True",5
"(Intercept)",3.95199827580417,0.244449198651518,16.1669512422418,0.00000000000000000000000000000000000000160527060569984,"age","sds",900,1,1000,"True",10
"income",0.00894671367535761,0.0154491745976165,0.579106257025401,0.562708788103037,"age","sds",900,1,1000,"True",10
"wealth",-0.0104093762961406,0.0139500378780467,-0.746189823077252,0.455755813888238,"age","sds",900,1,1000,"True",10
"(Intercept)",9.36524254939429,0.607524338976321,15.415419512533,0.000000000000000000000000000000000000000000000388187170765465,"income","sds",900,1,1000,"True",10
"age",0.0589642531508205,0.100970289666254,0.583976270105993,0.55953272335571,"income","sds",900,1,1000,"True",10
"wealth",0.0165338300585891,0.0353298627644852,0.467984553713282,0.639905379081845,"income","sds",900,1,1000,"True",10
"(Intercept)",12.8966166959544,0.603962434236153,21.3533424678392,0.00000000000000000000000000000000000000000000000000000000000000000000000000895918066586529,"wealth","sds",900,1,1000,"True",10
"age",-0.0951162948333083,0.111466003980092,-0.853321115290863,0.39394980709275,"wealth","sds",900,1,1000,"True",10
"income",0.0217296314452201,0.0425804073559488,0.510319952168901,0.609934520699957,"wealth","sds",900,1,1000,"True",10
"(Intercept)",3.85045265613961,0.333941995574897,11.5303037867725,0.000000000000256562906762068,"age","sds",900,1,1000,"False",5
"income",-0.000521792112356736,0.0199229032929286,-0.026190565937342,0.979109704401527,"age","sds",900,1,1000,"False",5
"wealth",0.00262043827064521,0.0181138145666057,0.144665181428776,0.8858935219642,"age","sds",900,1,1000,"False",5
"(Intercept)",10.4916227888323,0.572991726145574,18.3102518066148,0.0000000000000000000000000000000000000000527396135155125,"income","sds",900,1,1000,"False",5
"age",-0.0064134514091357,0.0922837319250456,-0.069497096350035,0.944601577459048,"income","sds",900,1,1000,"False",5
"wealth",-0.0280726525406728,0.0350483702251607,-0.800968842782876,0.425604610918501,"income","sds",900,1,1000,"False",5
"(Intercept)",12.8616212919023,0.917432274691927,14.0191506737882,0.000000000000471739160974224,"wealth","sds",900,1,1000,"False",5
"age",-0.00549114481437123,0.152311991220608,-0.0360519534303631,0.971558053970683,"wealth","sds",900,1,1000,"False",5
"income",-0.0422640429558454,0.0614419376659416,-0.687869630440922,0.494249054915054,"wealth","sds",900,1,1000,"False",5
"(Intercept)",3.93445608630846,0.252855895809543,15.5600725611397,0.00000000000000000000000000000000000000417313914237273,"age","sds",900,1,1000,"False",10
"income",0.0139150195382645,0.0167596923488563,0.83026700303446,0.407200905349335,"age","sds",900,1,1000,"False",10
"wealth",-0.00971463285373519,0.0139023446791532,-0.69877657891064,0.484859318591366,"age","sds",900,1,1000,"False",10
"(Intercept)",9.93109033769462,0.655553605845648,15.1491659097562,0.000000000000000000000000000000000000000119521684180501,"income","sds",900,1,1000,"False",10
"age",0.0901686673103903,0.113145330621043,0.796927869806592,0.426258278811947,"income","sds",900,1,1000,"False",10
"wealth",-0.0306198859832665,0.0360788855914233,-0.848692676653667,0.396247623837881,"income","sds",900,1,1000,"False",10
"(Intercept)",13.318532251504,0.665749053122999,20.0053341255648,0.0000000000000000000000000000000000000000000000000000000000290628704102303,"wealth","sds",900,1,1000,"False",10
"age",-0.0976713497297408,0.115411141032563,-0.846290478162613,0.397461357021353,"wealth","sds",900,1,1000,"False",10
"income",-0.039839548467235,0.046120975225794,-0.863805421984097,0.388108790089943,"wealth","sds",900,1,1000,"False",10
"(Intercept)",4.34429444597108,0.28916130718369,15.0237750973071,0.000000000000958045498801131,"age","sds",900,5,500,"True",5
"income",-0.0176594101494189,0.0209085488018123,-0.844602383303053,0.405560080128787,"age","sds",900,5,500,"True",5
"wealth",-0.0228571762989974,0.0154188854960332,-1.48241429673227,0.150668317007752,"age","sds",900,5,500,"True",5
"(Intercept)",9.74233557595689,0.499759262194152,19.4940570649636,0.0000000000000000000000000000000000000221516865780121,"income","sds",900,5,500,"True",5
"age",-0.0547602391342853,0.0960951287087333,-0.56985447514478,0.573918698652601,"income","sds",900,5,500,"True",5
"wealth",0.0382097436212652,0.029495950709144,1.29542336160129,0.198999637284392,"income","sds",900,5,500,"True",5
"(Intercept)",12.4971680579292,0.719530108625828,17.3685130171919,0.0000000000000000000000000186138416059238,"wealth","sds",900,5,500,"True",5
"age",-0.18844400568209,0.129135045562784,-1.45927857818016,0.158007696438136,"wealth","sds",900,5,500,"True",5
"income",0.0773577644811686,0.0539531769315497,1.43379442844139,0.155710474429864,"wealth","sds",900,5,500,"True",5
"(Intercept)",4.34845266079073,0.235703329165434,18.4488385301451,0.0000000000000000000000000000000000000000000000000501990367011915,"age","sds",900,5,500,"True",10
"income",-0.0121742671853927,0.0168139554006498,-0.724057302121912,0.469545637840555,"age","sds",900,5,500,"True",10
"wealth",-0.0240229849701922,0.0121160676666268,-1.98273776865431,0.0481427575792831,"age","sds",900,5,500,"True",10
"(Intercept)",10.7202588450132,0.512344615280172,20.9239221517941,0.00000000000000000000000000000000000000000000000000000000000000000670968600811374,"income","sds",900,5,500,"True",10
"age",-0.0647666654161172,0.090099697278653,-0.718833329881366,0.472905491123394,"income","sds",900,5,500,"True",10
"wealth",-0.0358206905185121,0.0272789961926429,-1.31312348392691,0.189502224718759,"income","sds",900,5,500,"True",10
"(Intercept)",14.1206122038355,0.693515171174572,20.3609276202568,0.000000000000000000000000000000000000000000000000000000000000000000000000000000672125994263702,"wealth","sds",900,5,500,"True",10
"age",-0.235743305923373,0.119714428787541,-1.96921380581242,0.0496026267844336,"wealth","sds",900,5,500,"True",10
"income",-0.0615983429194533,0.0517290855725549,-1.19078739238597,0.234177960315121,"wealth","sds",900,5,500,"True",10
"(Intercept)",4.42443599477296,0.249245410785743,17.7513238090322,0.00000000000000000000000281224450014111,"age","sds",900,5,500,"False",5
"income",-0.0232074857836371,0.0171015992961187,-1.357035993055,0.17727718350537,"age","sds",900,5,500,"False",5
"wealth",-0.0197081717479011,0.0126617375203312,-1.55651400262052,0.121667570535832,"age","sds",900,5,500,"False",5
"(Intercept)",10.4309957443689,0.585446752959416,17.8171553461362,0.0000000000000000000315428313283492,"income","sds",900,5,500,"False",5
"age",-0.116319115573011,0.0887599539166262,-1.31049094146975,0.191637155323243,"income","sds",900,5,500,"False",5
"wealth",0.00317148272779841,0.0298518617425922,0.106240701338684,0.915581329653737,"income","sds",900,5,500,"False",5
"(Intercept)",13.2736253682927,0.793887285296284,16.7197858110788,0.000000000000000000206394565022239,"wealth","sds",900,5,500,"False",5
"age",-0.18054349615882,0.11651020320344,-1.54959386555673,0.122796020995502,"wealth","sds",900,5,500,"False",5
"income",0.00371149008575105,0.0523045583903522,0.0709592089097086,0.943548390700217,"wealth","sds",900,5,500,"False",5
"(Intercept)",4.25338636985344,0.219852383048244,19.3465556792263,0.0000000000000000000000000000000000000000000000000000000000000000000118925871389967,"age","sds",900,5,500,"False",10
"income",-0.00842864265600143,0.0178148353340605,-0.473124926385739,0.636931411628345,"age","sds",900,5,500,"False",10
"wealth",-0.0212930452543748,0.0124385627046086,-1.71185737130911,0.0883386606627737,"age","sds",900,5,500,"False",10
"(Intercept)",10.2275011776007,0.529605344579987,19.311552049596,0.00000000000000000000000000000000000000000000000000000466051313907824,"income","sds",900,5,500,"False",10
"age",-0.0421653861954069,0.0985711296402475,-0.427766084748109,0.669679906426081,"income","sds",900,5,500,"False",10
"wealth",-0.0129413800184839,0.0273683567269342,-0.472859227450358,0.636371248416086,"income","sds",900,5,500,"False",10
"(Intercept)",13.5238835146007,0.708689144689085,19.0829556455728,0.000000000000000000000000000000000000000000000000000000000000461571510173663,"wealth","sds",900,5,500,"False",10
"age",-0.212714784836906,0.123975208082139,-1.71578485834017,0.087481557630094,"wealth","sds",900,5,500,"False",10
"income",-0.0186965150622229,0.050796809831911,-0.368064749028345,0.712888701891359,"wealth","sds",900,5,500,"False",10
"(Intercept)",3.98215347742435,0.307570400011775,12.9471284534269,0.0000000000619175073825497,"age","sds",900,5,1000,"True",5
"income",0.0112996592844655,0.020826781772984,0.54255426535093,0.592867525494513,"age","sds",900,5,1000,"True",5
"wealth",-0.0155990770863724,0.0136788319980696,-1.14038077875171,0.25858097757839,"age","sds",900,5,1000,"True",5
"(Intercept)",10.702679822837,0.635706774413606,16.8358750505836,0.00000000000000440016682035852,"income","sds",900,5,1000,"True",5
"age",0.0612714462239689,0.110561518103059,0.554184197858562,0.584330746590135,"income","sds",900,5,1000,"True",5
"wealth",-0.0768621094640502,0.0319244067245653,-2.4076284369885,0.0193717743632845,"income","sds",900,5,1000,"True",5
"(Intercept)",14.3814451140555,0.778408193855943,18.4754544306827,0.0000000000000000000000222086653369938,"wealth","sds",900,5,1000,"True",5
"age",-0.143196097978564,0.127780613459123,-1.1206402450429,0.264944701487239,"wealth","sds",900,5,1000,"True",5
"income",-0.133343188707317,0.0551266385152921,-2.4188521611077,0.0175615909628983,"wealth","sds",900,5,1000,"True",5
"(Intercept)",4.17086044460841,0.227802527557113,18.309105212025,0.0000000000000000000000000000000000000000000000000000000000000638055585270624,"age","sds",900,5,1000,"True",10
"income",0.0076461588374028,0.0153408825886627,0.498417140813888,0.618233675878629,"age","sds",900,5,1000,"True",10
"wealth",-0.0236547885081543,0.0126272524504982,-1.87331239324522,0.0617705221148122,"age","sds",900,5,1000,"True",10
"(Intercept)",10.2735896959689,0.524839815755785,19.574714774973,0.000000000000000000000000000000000000000000000000000000000000000000000000109544045545113,"income","sds",900,5,1000,"True",10
"age",0.0404319621529443,0.0864983622912148,0.4674303776622,0.640226937487807,"income","sds",900,5,1000,"True",10
"wealth",-0.046090662948607,0.029347665912739,-1.57050523491888,0.116705031883486,"income","sds",900,5,1000,"True",10
"(Intercept)",14.1324483358522,0.638352317237839,22.1389473402455,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000161939087517148,"wealth","sds",900,5,1000,"True",10
"age",-0.205389446023314,0.112348989924075,-1.82813789569551,0.067728486319951,"wealth","sds",900,5,1000,"True",10
"income",-0.0706104528787157,0.0481226164598364,-1.4673028624212,0.142648819501271,"wealth","sds",900,5,1000,"True",10
"(Intercept)",4.01940732393906,0.221237641260735,18.1678275949529,0.00000000000000000000000000000000000000243359874593738,"age","sds",900,5,1000,"False",5
"income",0.0195475579102653,0.0160453269937624,1.21827108402742,0.227646717478377,"age","sds",900,5,1000,"False",5
"wealth",-0.0212716377444144,0.0124794642172324,-1.70453133036282,0.0913792367798258,"age","sds",900,5,1000,"False",5
"(Intercept)",9.80653208401938,0.59680398421852,16.431747011308,0.0000000000000000000000000000273901756776296,"income","sds",900,5,1000,"False",5
"age",0.119730698308049,0.102852212764773,1.16410425298168,0.247443609686274,"income","sds",900,5,1000,"False",5
"wealth",-0.0396146621528818,0.0352220111349098,-1.12471323687756,0.268180125831198,"income","sds",900,5,1000,"False",5
"(Intercept)",14.1226085992048,0.787173817841366,17.9409023510622,0.00000000000000354282099021052,"wealth","sds",900,5,1000,"False",5
"age",-0.210544937101667,0.124294634247338,-1.69391815162911,0.0930210382968247,"wealth","sds",900,5,1000,"False",5
"income",-0.0629851984856684,0.0539782062791152,-1.16686349598168,0.2512128337316,"wealth","sds",900,5,1000,"False",5
"(Intercept)",4.18503289005926,0.251050750211534,16.6700672534656,0.000000000000000000000000000000000000000000000000000000185501719888963,"age","sds",900,5,1000,"False",10
"income",0.00994446336747781,0.0178753536111312,0.556322609544646,0.578054093020803,"age","sds",900,5,1000,"False",10
"wealth",-0.0274790432756038,0.0128477172059139,-2.13882690871769,0.0328987059336952,"age","sds",900,5,1000,"False",10
"(Intercept)",10.5301053155111,0.50125850617871,21.0073349094587,0.0000000000000000000000000000000000000000000000000000000000000000000000000000994621837189719,"income","sds",900,5,1000,"False",10
"age",0.0469911451547647,0.0811926498416288,0.578761073156546,0.562821275342093,"income","sds",900,5,1000,"False",10
"wealth",-0.0521266329882786,0.0275247424051625,-1.89381002085243,0.0585184427724949,"income","sds",900,5,1000,"False",10
"(Intercept)",14.5353148682221,0.716221325050691,20.294445808624,0.0000000000000000000000000000000000000000000000000000000301583730561842,"wealth","sds",900,5,1000,"False",10
"age",-0.241436121266336,0.112774968560442,-2.14086622544203,0.0328147284548446,"wealth","sds",900,5,1000,"False",10
"income",-0.097045534850228,0.0531439340074069,-1.82608865268993,0.0681642012027954,"wealth","sds",900,5,1000,"False",10
"(Intercept)",4.09868307728407,0.263047651696482,15.5815231607289,0.0000000000000000000000000000000471130339724159,"age","sds",900,10,500,"True",5
"income",-0.004956595751379,0.020427010157727,-0.242649105919402,0.809535541956858,"age","sds",900,10,500,"True",5
"wealth",-0.0168815927688477,0.013837111761511,-1.22002286747478,0.223559312722387,"age","sds",900,10,500,"True",5
"(Intercept)",10.2899731812522,0.622275579732123,16.5360388811687,0.000000000000000000496213677759994,"income","sds",900,10,500,"True",5
"age",0.00373404876925263,0.10878517238832,0.0343249791058249,0.972879469005709,"income","sds",900,10,500,"True",5
"wealth",-0.0273944007439924,0.0315036008909302,-0.869564112332287,0.384968262499477,"income","sds",900,10,500,"True",5
"(Intercept)",13.4789066615028,0.669551070014418,20.1312599817257,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000494625002621901,"wealth","sds",900,10,500,"True",5
"age",-0.128495397282559,0.11200289588194,-1.14725066946486,0.25156843446162,"wealth","sds",900,10,500,"True",5
"income",-0.0446328212035702,0.0516501254497408,-0.864137711475668,0.387642443384701,"wealth","sds",900,10,500,"True",5
