"names","Estimate","Std. Error","dep_var","data","parents","privacy","copies"
"var_3B",-0.435659492100488,0.142203474792618,"var_1","sds",2,0.1,5
"var_4B",-0.0965901305209796,0.14173189522094,"var_1","sds",2,0.1,5
"(Intercept)",0.125904117169623,0.12999384113811,"var_1","sds",2,1,5
"var_2B",0.0102964184936198,0.127183594970827,"var_1","sds",2,1,5
"var_3B",-0.142016573853562,0.127409127882376,"var_1","sds",2,1,5
"var_4B",0.01925838762107,0.12731753685219,"var_1","sds",2,1,5
"(Intercept)",0.111917488907594,0.12843578722592,"var_1","sds",2,5,5
"var_2B",0.0357089841202851,0.127183871107849,"var_1","sds",2,5,5
"var_3B",-0.0677762542596253,0.127849480292032,"var_1","sds",2,5,5
"var_4B",0.0794927956093895,0.12777197320355,"var_1","sds",2,5,5
"(Intercept)",0.0641315986346075,0.128780572730765,"var_1","sds",2,10,5
"var_2B",0.00977560056871511,0.12693175131335,"var_1","sds",2,10,5
"var_3B",0.0065286815384808,0.127212353356726,"var_1","sds",2,10,5
"var_4B",-0.0328358764115771,0.127111452579451,"var_1","sds",2,10,5
"(Intercept)",0.0497516933811524,0.129353014971364,"var_1","sds",2,20,5
"var_2B",0.0621726258958299,0.12695005408748,"var_1","sds",2,20,5
"var_3B",-0.013913973602256,0.127188621326095,"var_1","sds",2,20,5
"var_4B",-0.0352256907589754,0.127160546452049,"var_1","sds",2,20,5
"(Intercept)",0.169963821891453,0.12876456793988,"var_1","sds",2,30,5
"var_2B",0.0340683742167571,0.127118643852035,"var_1","sds",2,30,5
"var_3B",-0.149865993248526,0.127742423701044,"var_1","sds",2,30,5
"var_4B",-0.0334010215536047,0.127825119127078,"var_1","sds",2,30,5
"(Intercept)",-0.0454671043165605,0.13121690523167,"var_2","sds",0,0,5
"var_1B",0.0544318371720445,0.126946346344091,"var_2","sds",0,0,5
"var_3B",0.18127477380635,0.127075639299361,"var_2","sds",0,0,5
"var_4B",-0.0117463130002539,0.127102807657469,"var_2","sds",0,0,5
"(Intercept)",0.516360996396803,0.145623619472085,"var_2","sds",0,0.1,5
"var_1B",-0.177398946004735,0.13319629574873,"var_2","sds",0,0.1,5
"var_3B",-0.154707571420364,0.134965504523411,"var_2","sds",0,0.1,5
"var_4B",0.0536789540967227,0.133834549808254,"var_2","sds",0,0.1,5
"(Intercept)",-0.0305702459251241,0.131583360489208,"var_2","sds",0,1,5
"var_1B",0.099185081493155,0.127175422278677,"var_2","sds",0,1,5
"var_3B",0.0686718658956374,0.127398677050672,"var_2","sds",0,1,5
"var_4B",0.0428054109963415,0.127196119910265,"var_2","sds",0,1,5
"(Intercept)",0.0000901036866817695,0.130912272179938,"var_2","sds",0,5,5
"var_1B",0.0575580781963741,0.126939236012676,"var_2","sds",0,5,5
"var_3B",0.0575339404694105,0.127366070869535,"var_2","sds",0,5,5
"var_4B",0.00396200652559351,0.127233165792358,"var_2","sds",0,5,5
"(Intercept)",0.00858377618289325,0.131126833374131,"var_2","sds",0,10,5
"var_1B",0.0460474177554119,0.12695915054086,"var_2","sds",0,10,5
"var_3B",0.0541064891233407,0.127376323383173,"var_2","sds",0,10,5
"var_4B",0.00356709743949467,0.127254629785721,"var_2","sds",0,10,5
"(Intercept)",0.0603461163225137,0.131150987440574,"var_2","sds",0,20,5
"var_1B",0.0143074599831802,0.12729327236808,"var_2","sds",0,20,5
"var_3B",-0.0203118347243693,0.127648564434254,"var_2","sds",0,20,5
"var_4B",-0.00607582421011703,0.127359642933913,"var_2","sds",0,20,5
"(Intercept)",-0.0346565403514012,0.131619413943009,"var_2","sds",0,30,5
"var_1B",0.0822474317664706,0.127054441703608,"var_2","sds",0,30,5
"var_3B",0.0776410828736813,0.127303390258308,"var_2","sds",0,30,5
"var_4B",0.047945597571757,0.127146951312513,"var_2","sds",0,30,5
"(Intercept)",0.0840546347489686,0.128270329395314,"var_2","sds",1,0,5
"var_1B",-0.0516146497329438,0.126917427627049,"var_2","sds",1,0,5
"var_3B",0.0297460800276829,0.1269311316159,"var_2","sds",1,0,5
"var_4B",0.00664096514666808,0.126970286406675,"var_2","sds",1,0,5
"(Intercept)",0.198170795462152,0.144742485373767,"var_2","sds",1,0.1,5
"var_1B",-0.211551027651186,0.133123002183295,"var_2","sds",1,0.1,5
"var_3B",0.192351042052149,0.134321565707045,"var_2","sds",1,0.1,5
"var_4B",-0.0220504126385188,0.134835739946179,"var_2","sds",1,0.1,5
"(Intercept)",0.0698588131492745,0.127507764756242,"var_2","sds",1,1,5
"var_1B",0.0197400456322714,0.126838409839456,"var_2","sds",1,1,5
"var_3B",0.0366130603952698,0.126949750254953,"var_2","sds",1,1,5
"var_4B",-0.0782294609153434,0.126934878656778,"var_2","sds",1,1,5
"(Intercept)",0.0246110708211233,0.129319367779378,"var_2","sds",1,5,5
"var_1B",0.0197369677491493,0.127103147263201,"var_2","sds",1,5,5
"var_3B",0.126256057022636,0.127108822816838,"var_2","sds",1,5,5
"var_4B",-0.0658796820026564,0.126917923268458,"var_2","sds",1,5,5
"(Intercept)",0.0711982588953753,0.128439109852409,"var_2","sds",1,10,5
"var_1B",0.0231091262365867,0.126933740434192,"var_2","sds",1,10,5
"var_3B",0.0133420878198421,0.127171353874498,"var_2","sds",1,10,5
"var_4B",0.00790150565105673,0.127048459334327,"var_2","sds",1,10,5
"(Intercept)",0.0714274582760636,0.128598005079542,"var_2","sds",1,20,5
"var_1B",-0.0454666432162326,0.127129799030403,"var_2","sds",1,20,5
"var_3B",0.0245140443329387,0.127029146932992,"var_2","sds",1,20,5
"var_4B",0.0213681645559368,0.126907217587556,"var_2","sds",1,20,5
"(Intercept)",0.0601733507912927,0.127332750142817,"var_2","sds",1,30,5
"var_1B",0.0549051441215279,0.126881470121674,"var_2","sds",1,30,5
"var_3B",0.0175912017737247,0.127169327503051,"var_2","sds",1,30,5
"var_4B",-0.0293108715876856,0.127107436235982,"var_2","sds",1,30,5
"(Intercept)",0.0166033869768922,0.131127765358815,"var_2","sds",2,0,5
"var_1B",0.0311014139917123,0.126967497007555,"var_2","sds",2,0,5
"var_3B",0.133529006255329,0.127124863148215,"var_2","sds",2,0,5
"var_4B",-0.0476242928692759,0.127062377721806,"var_2","sds",2,0,5
"(Intercept)",0.103014783341871,0.154383536539314,"var_2","sds",2,0.1,5
"var_1B",-0.224310970286778,0.13281988317248,"var_2","sds",2,0.1,5
"var_3B",-0.0819669225106325,0.141016427965668,"var_2","sds",2,0.1,5
"var_4B",0.448752871761662,0.139862763251716,"var_2","sds",2,0.1,5
"(Intercept)",-0.0560421195398849,0.131362282353963,"var_2","sds",2,1,5
"var_1B",0.0279727621995123,0.127183467672032,"var_2","sds",2,1,5
"var_3B",0.165044758029873,0.127379329194766,"var_2","sds",2,1,5
"var_4B",0.0456216141729746,0.127161254080199,"var_2","sds",2,1,5
"(Intercept)",0.123540770634598,0.130412728939568,"var_2","sds",2,5,5
"var_1B",-0.0180189706379283,0.127183141091523,"var_2","sds",2,5,5
"var_3B",-0.0451961338462364,0.127670344278759,"var_2","sds",2,5,5
"var_4B",-0.0381596976927237,0.127528097604079,"var_2","sds",2,5,5
"(Intercept)",0.081066881431227,0.12963891850414,"var_2","sds",2,10,5
"var_1B",-0.0842956416236748,0.126931601102039,"var_2","sds",2,10,5
"var_3B",0.0178610527004286,0.127176562780203,"var_2","sds",2,10,5
"var_4B",0.0202557290549652,0.127069363726843,"var_2","sds",2,10,5
"(Intercept)",0.0161291032055644,0.130405261607751,"var_2","sds",2,20,5
"var_1B",-0.0372662489552821,0.126950371871644,"var_2","sds",2,20,5
"var_3B",0.111861619907149,0.127171588963163,"var_2","sds",2,20,5
"var_4B",0.0221583396842014,0.12710705895536,"var_2","sds",2,20,5
"(Intercept)",0.0811586752778292,0.130178808230106,"var_2","sds",2,30,5
"var_1B",-0.0258857418219943,0.12712156198048,"var_2","sds",2,30,5
"var_3B",-0.0204374207775128,0.127672139896601,"var_2","sds",2,30,5
"var_4B",-0.013005575531699,0.12749311203232,"var_2","sds",2,30,5
"(Intercept)",0.206932036531244,0.127669604595267,"var_3","sds",0,0,5
"var_1B",-0.0730686628043206,0.127120296186917,"var_3","sds",0,0,5
"var_2B",-0.116778482867992,0.127075506548959,"var_3","sds",0,0,5
"var_4B",-0.149280982572202,0.127079580776279,"var_3","sds",0,0,5
"(Intercept)",0.49701536866199,0.142786875244597,"var_3","sds",0,0.1,5
"var_1B",0.0702519363813718,0.13259722545239,"var_3","sds",0,0.1,5
"var_2B",-0.530695180917339,0.134992165509048,"var_3","sds",0,0.1,5
"var_4B",-0.223574259314696,0.132163595178228,"var_3","sds",0,0.1,5
"(Intercept)",-0.239282835602681,0.128670277783958,"var_3","sds",0,1,5
"var_1B",0.214717066571812,0.127437639899301,"var_3","sds",0,1,5
"var_2B",0.0686426842786023,0.127397974259446,"var_3","sds",0,1,5
"var_4B",0.289943880735205,0.127309453398432,"var_3","sds",0,1,5
"(Intercept)",0.00927152881667228,0.128427459810844,"var_3","sds",0,5,5
"var_1B",-0.0210407706157036,0.127440656667609,"var_3","sds",0,5,5
"var_2B",0.00562911495190203,0.127365488663244,"var_3","sds",0,5,5
"var_4B",0.122852366070456,0.127350828692407,"var_3","sds",0,5,5
"(Intercept)",0.00478483017092803,0.12842658134585,"var_3","sds",0,10,5
"var_1B",-0.0170726819140195,0.127465428268059,"var_3","sds",0,10,5
"var_2B",0.00294174803846585,0.127375599384856,"var_3","sds",0,10,5
"var_4B",0.129124841687028,0.127376875985567,"var_3","sds",0,10,5
"(Intercept)",-0.0203598455135043,0.129138998742283,"var_3","sds",0,20,5
"var_1B",0.103096797453789,0.127719763203772,"var_3","sds",0,20,5
"var_2B",0.0721552833801258,0.127647934801778,"var_3","sds",0,20,5
"var_4B",0.0540572551798956,0.127856202520357,"var_3","sds",0,20,5
"(Intercept)",-0.232397336622018,0.128893719747341,"var_3","sds",0,30,5
"var_1B",0.198646396833121,0.127383663907687,"var_3","sds",0,30,5
"var_2B",0.0776248409009888,0.127303370600246,"var_3","sds",0,30,5
"var_4B",0.290309824439266,0.127271472978848,"var_3","sds",0,30,5
"(Intercept)",0.0994492236111108,0.125739254053229,"var_3","sds",1,0,5
"var_1B",-0.0507123459273187,0.12689138659243,"var_3","sds",1,0,5
"var_2B",0.00588064130867975,0.126931304154619,"var_3","sds",1,0,5
"var_4B",-0.0749527656162019,0.126813783236133,"var_3","sds",1,0,5
"(Intercept)",0.235697702118663,0.140883156347415,"var_3","sds",1,0.1,5
"var_1B",0.131454909693228,0.134338730330975,"var_3","sds",1,0.1,5
"var_2B",0.125003496493835,0.134317127325888,"var_3","sds",1,0.1,5
"var_4B",-0.333673470808262,0.133995177807035,"var_3","sds",1,0.1,5
"(Intercept)",0.0285794950656213,0.12694931934414,"var_3","sds",1,1,5
"var_1B",0.0347086119992265,0.126977914601618,"var_3","sds",1,1,5
"var_2B",0.0366150228757262,0.126949657462824,"var_3","sds",1,1,5
"var_4B",0.0358557032920669,0.126982622413561,"var_3","sds",1,1,5
"(Intercept)",-0.00501614054520695,0.128027022525503,"var_3","sds",1,5,5
"var_1B",0.0669907584825425,0.127320472309762,"var_3","sds",1,5,5
"var_2B",0.0584739062638932,0.127107931697779,"var_3","sds",1,5,5
"var_4B",0.0835890998357436,0.127042087420998,"var_3","sds",1,5,5
"(Intercept)",-0.0662856910851963,0.128310618857002,"var_3","sds",1,10,5
"var_1B",0.0683825205922308,0.127037076664487,"var_3","sds",1,10,5
"var_2B",0.106569813868353,0.127171148729047,"var_3","sds",1,10,5
"var_4B",0.110024235268576,0.12704876868942,"var_3","sds",1,10,5
"(Intercept)",0.0502329203367706,0.127258261870982,"var_3","sds",1,20,5
"var_1B",0.0557783867651116,0.127294055235681,"var_3","sds",1,20,5
"var_2B",-0.00240744391441964,0.127029439681799,"var_3","sds",1,20,5
"var_4B",0.0218563630590491,0.126948802883276,"var_3","sds",1,20,5
"(Intercept)",0.0643745924098551,0.127457719404295,"var_3","sds",1,30,5
"var_1B",-0.0392249410214038,0.127158253481789,"var_3","sds",1,30,5
"var_2B",-0.000934665106296267,0.127170247167042,"var_3","sds",1,30,5
"var_4B",0.100843215541927,0.12722795633072,"var_3","sds",1,30,5
"(Intercept)",0.165655174061179,0.126710267192546,"var_3","sds",2,0,5
"var_1B",-0.0364738746632884,0.127086421526441,"var_3","sds",2,0,5
"var_2B",-0.0693318924245392,0.127124837037696,"var_3","sds",2,0,5
"var_4B",-0.148755530854445,0.127074230880844,"var_3","sds",2,0,5
"(Intercept)",0.843196464769698,0.152566932920269,"var_3","sds",2,0.1,5
"var_1B",-0.160296685433092,0.142586309484416,"var_3","sds",2,0.1,5
"var_2B",-0.0814401980319865,0.141236366144342,"var_3","sds",2,0.1,5
"var_4B",-0.872525205512986,0.142415698379643,"var_3","sds",2,0.1,5
"(Intercept)",-0.1354150849478,0.128256748089263,"var_3","sds",2,1,5
"var_1B",0.134373780616636,0.127409387191747,"var_3","sds",2,1,5
"var_2B",0.0865240271937003,0.127378800902803,"var_3","sds",2,1,5
"var_4B",0.149310865360571,0.12736751077943,"var_3","sds",2,1,5
"(Intercept)",-0.0883179524220699,0.128090995667217,"var_3","sds",2,5,5
"var_1B",0.0677701691782592,0.127851296132197,"var_3","sds",2,5,5
"var_2B",0.0300366276089935,0.127671220154893,"var_3","sds",2,5,5
"var_4B",0.27533942396254,0.127623004836393,"var_3","sds",2,5,5
"(Intercept)",-0.0447832707605754,0.127314765916,"var_3","sds",2,10,5
"var_1B",0.0664432826298799,0.127212231586043,"var_3","sds",2,10,5
"var_2B",0.0955951082806667,0.127175794680353,"var_3","sds",2,10,5
"var_4B",0.047593391418116,0.127135729467075,"var_3","sds",2,10,5
"(Intercept)",-0.0958916096745943,0.127155487249167,"var_3","sds",2,20,5
"var_1B",0.0881019579066386,0.127188949184414,"var_3","sds",2,20,5
"var_2B",0.097791192539367,0.127170979692104,"var_3","sds",2,20,5
"var_4B",0.0732067290270036,0.127147109839226,"var_3","sds",2,20,5
"(Intercept)",0.0229863312943858,0.128911871282763,"var_3","sds",2,30,5
"var_1B",0.106447007466028,0.12774271241455,"var_3","sds",2,30,5
"var_2B",-0.0249258960653804,0.127670576470664,"var_3","sds",2,30,5
"var_4B",0.0883809392288134,0.127910097488964,"var_3","sds",2,30,5
"(Intercept)",-0.0508484466687566,0.129778255618919,"var_4","sds",0,0,5
"var_1B",0.0294737067278707,0.127025803055358,"var_4","sds",0,0,5
"var_2B",0.0117604356792664,0.127103386956664,"var_4","sds",0,0,5
"var_3B",0.149279011533735,0.12707986002681,"var_4","sds",0,0,5
"(Intercept)",0.270665713132497,0.146059749446932,"var_4","sds",0,0.1,5
"var_1B",-0.163920498526515,0.13044765096586,"var_4","sds",0,0.1,5
"var_2B",0.0617748771206594,0.133690187115433,"var_4","sds",0,0.1,5
"var_3B",-0.255252833649279,0.132141019587464,"var_4","sds",0,0.1,5
"(Intercept)",0.161683597057804,0.129274535341226,"var_4","sds",0,1,5
"var_1B",-0.023180632551321,0.127415697547338,"var_4","sds",0,1,5
"var_2B",-0.0918998702728749,0.127196414004409,"var_4","sds",0,1,5
"var_3B",-0.117453275893469,0.127309302863251,"var_4","sds",0,1,5
"(Intercept)",0.0171178300332954,0.129425785261919,"var_4","sds",0,5,5
"var_1B",-0.0113566180136368,0.127331075889218,"var_4","sds",0,5,5
"var_2B",0.0323293664667752,0.127233218403991,"var_4","sds",0,5,5
"var_3B",0.0485957332355066,0.127350834220329,"var_4","sds",0,5,5
"(Intercept)",0.0199515658644393,0.129457736632788,"var_4","sds",0,10,5
"var_1B",-0.00376508509525435,0.127377792467314,"var_4","sds",0,10,5
"var_2B",0.0264366667629261,0.127254568216364,"var_4","sds",0,10,5
"var_3B",0.0422958937344534,0.127376761326938,"var_4","sds",0,10,5
"(Intercept)",-0.13601615919393,0.131100585153931,"var_4","sds",0,20,5
"var_1B",0.0819599615054005,0.127787629111363,"var_4","sds",0,20,5
"var_2B",0.0888170310161003,0.127359565945,"var_4","sds",0,20,5
"var_3B",0.314313330328861,0.127857810893473,"var_4","sds",0,20,5
"(Intercept)",0.212306824519928,0.129129925282098,"var_4","sds",0,30,5
"var_1B",-0.00722485658014013,0.127352335849428,"var_4","sds",0,30,5
"var_2B",-0.0479498360903992,0.127147364819906,"var_4","sds",0,30,5
"var_3B",-0.290315068265539,0.127271420552417,"var_4","sds",0,30,5
"(Intercept)",-0.0431193905150904,0.126735195269346,"var_4","sds",1,0,5
"var_1B",0.0784547635653376,0.126903083355301,"var_4","sds",1,0,5
"var_2B",0.0372043493603718,0.126970298068792,"var_4","sds",1,0,5
"var_3B",0.074950264537496,0.126813681827494,"var_4","sds",1,0,5
"(Intercept)",-0.0616602010071138,0.139964985988292,"var_4","sds",1,0.1,5
"var_1B",-0.168205691726924,0.136184957618056,"var_4","sds",1,0.1,5
"var_2B",0.346278511159649,0.1348199096733,"var_4","sds",1,0.1,5
"var_3B",0.382557446595308,0.133993545550878,"var_4","sds",1,0.1,5
"(Intercept)",-0.0345770332829828,0.126407777760232,"var_4","sds",1,1,5
"var_1B",0.0858452529826618,0.126992746930528,"var_4","sds",1,1,5
"var_2B",0.0386005291972464,0.126934393146724,"var_4","sds",1,1,5
"var_3B",0.0573937311805272,0.126982530596852,"var_4","sds",1,1,5
"(Intercept)",-0.0640917677975081,0.128045433401478,"var_4","sds",1,5,5
"var_1B",0.0272077693718729,0.127160670586305,"var_4","sds",1,5,5
"var_2B",0.0218727611863519,0.126917936150774,"var_4","sds",1,5,5
"var_3B",0.175102205191442,0.127042670262654,"var_4","sds",1,5,5
"(Intercept)",-0.0165772757092907,0.128474700662723,"var_4","sds",1,10,5
"var_1B",0.0547867315434591,0.126957023291154,"var_4","sds",1,10,5
"var_2B",-0.00789504327810096,0.127048614583734,"var_4","sds",1,10,5
"var_3B",0.0911117182247086,0.127048974509059,"var_4","sds",1,10,5
"(Intercept)",-0.00529719632819895,0.127385588427309,"var_4","sds",1,20,5
"var_1B",-0.0277570988212196,0.127187866569339,"var_4","sds",1,20,5
"var_2B",0.0213730750195022,0.126907545234915,"var_4","sds",1,20,5
"var_3B",0.11390092947711,0.126949123282565,"var_4","sds",1,20,5
"(Intercept)",-0.00253966370349432,0.127524076166684,"var_4","sds",1,30,5
"var_1B",0.0258375828582623,0.127126673760704,"var_4","sds",1,30,5
"var_2B",-0.00102568572373863,0.127107211638202,"var_4","sds",1,30,5
"var_3B",0.167758664443677,0.127227698757791,"var_4","sds",1,30,5
"(Intercept)",-0.0614929775967097,0.129347069597084,"var_4","sds",2,0,5
"var_1B",0.0848505581440365,0.127063117934818,"var_4","sds",2,0,5
"var_2B",-0.0216588698931885,0.127063202706021,"var_4","sds",2,0,5
"var_3B",0.14875635573685,0.127074270414001,"var_4","sds",2,0,5
"(Intercept)",-0.138242057071434,0.156663451792072,"var_4","sds",2,0.1,5
"var_1B",0.394520852037029,0.142084340828034,"var_4","sds",2,0.1,5
"var_2B",-0.0665364001888508,0.14000549016029,"var_4","sds",2,0.1,5
"var_3B",0.21386355134669,0.142510241909726,"var_4","sds",2,0.1,5
"(Intercept)",0.164943592995131,0.129826589570654,"var_4","sds",2,1,5
"var_1B",0.0456049814718841,0.127317667596751,"var_4","sds",2,1,5
"var_2B",-0.0456206358704876,0.127160926324294,"var_4","sds",2,1,5
"var_3B",-0.221165319140532,0.127368354762879,"var_4","sds",2,1,5
"(Intercept)",-0.122402242822323,0.128902380096826,"var_4","sds",2,5,5
"var_1B",-0.0848254360650763,0.127773398928972,"var_4","sds",2,5,5
"var_2B",0.056629637687627,0.127528328730815,"var_4","sds",2,5,5
"var_3B",0.366775414148517,0.127623773140786,"var_4","sds",2,5,5
"(Intercept)",-0.0335762225276564,0.128915118509481,"var_4","sds",2,10,5
"var_1B",0.0206144146072267,0.127110927727876,"var_4","sds",2,10,5
"var_2B",0.0429937061304706,0.127068725607424,"var_4","sds",2,10,5
"var_3B",0.11682834294872,0.127135498961624,"var_4","sds",2,10,5
"(Intercept)",-0.0298265692629125,0.129052937530035,"var_4","sds",2,20,5
"var_1B",0.0175833022108889,0.127160367269546,"var_4","sds",2,20,5
"var_2B",0.0614316834286155,0.127106799232532,"var_4","sds",2,20,5
"var_3B",0.0968956796636294,0.12714693017308,"var_4","sds",2,20,5
"(Intercept)",-0.138872418501603,0.129705551467536,"var_4","sds",2,30,5
"var_1B",0.0532505049600728,0.127827039707536,"var_4","sds",2,30,5
"var_2B",0.0921764528088585,0.127492697111874,"var_4","sds",2,30,5
"var_3B",0.362009652421709,0.127910697149853,"var_4","sds",2,30,5
"(Intercept)",0.0501488821930397,0.129305057402377,"var_1","sds",0,0,10
"var_2B",0.0248958551172211,0.127034672950167,"var_1","sds",0,0,10
"var_3B",-0.0555410051412112,0.127232688155014,"var_1","sds",0,0,10
"var_4B",0.0658730493469638,0.127154666759075,"var_1","sds",0,0,10
"(Intercept)",0.535715940829933,0.136526295226097,"var_1","sds",0,0.1,10
"var_2B",-0.356451300730341,0.135300299236741,"var_1","sds",0,0.1,10
"var_3B",-0.154275447798809,0.134252049239135,"var_1","sds",0,0.1,10
"var_4B",-0.240497902489372,0.133736134217424,"var_1","sds",0,0.1,10
"(Intercept)",0.108965874545583,0.128826818863325,"var_1","sds",0,1,10
"var_2B",0.0246879559246479,0.127212123906004,"var_1","sds",0,1,10
"var_3B",-0.0270216387646588,0.127742844110575,"var_1","sds",0,1,10
"var_4B",-0.0839337629238266,0.127730296406766,"var_1","sds",0,1,10
"(Intercept)",0.144624281410953,0.129580017740314,"var_1","sds",0,5,10
"var_2B",-0.0144047686066394,0.127168369627674,"var_1","sds",0,5,10
"var_3B",-0.078563958858329,0.127539009283072,"var_1","sds",0,5,10
"var_4B",-0.0278115681760922,0.127405888434025,"var_1","sds",0,5,10
"(Intercept)",0.14375332257814,0.12944750939077,"var_1","sds",0,10,10
"var_2B",-0.0151408183264663,0.127160660436191,"var_1","sds",0,10,10
"var_3B",-0.0808415537862099,0.127526262042135,"var_1","sds",0,10,10
"var_4B",-0.0214008956450361,0.127396941056313,"var_1","sds",0,10,10
"(Intercept)",0.197142627366214,0.12925401992801,"var_1","sds",0,20,10
"var_2B",-0.00358532463097021,0.127227442624499,"var_1","sds",0,20,10
"var_3B",-0.165462053311119,0.12773097160957,"var_1","sds",0,20,10
"var_4B",-0.0884586441822114,0.127588011324097,"var_1","sds",0,20,10
"(Intercept)",0.125128099066777,0.129169767972486,"var_1","sds",0,30,10
"var_2B",-0.0140068066955709,0.127190074192687,"var_1","sds",0,30,10
"var_3B",-0.0383207856311044,0.127718014231971,"var_1","sds",0,30,10
"var_4B",-0.0551320263405498,0.127689492383414,"var_1","sds",0,30,10
"(Intercept)",0.0973739183109688,0.126476509616306,"var_1","sds",1,0,10
"var_2B",0.0714522659330662,0.126850663986926,"var_1","sds",1,0,10
"var_3B",-0.0791160700437094,0.126897458995008,"var_1","sds",1,0,10
"var_4B",-0.0736850356751111,0.126886105023827,"var_1","sds",1,0,10
"(Intercept)",0.28612688214655,0.136684382210374,"var_1","sds",1,0.1,10
"var_2B",0.0955918216685606,0.136672351172236,"var_1","sds",1,0.1,10
"var_3B",-0.206047506887139,0.179244621251449,"var_1","sds",1,0.1,10
"var_4B",-0.105551911465422,0.137931260988766,"var_1","sds",1,0.1,10
"(Intercept)",0.0543998084208105,0.125614796118272,"var_1","sds",1,1,10
"var_2B",0.0240219895505033,0.126889958670776,"var_1","sds",1,1,10
"var_3B",0.0182580609555566,0.127044281022653,"var_1","sds",1,1,10
"var_4B",-0.006126164203471,0.12715705259761,"var_1","sds",1,1,10
"(Intercept)",0.120352746398525,0.127335539718364,"var_1","sds",1,5,10
"var_2B",-0.00195478141546874,0.127058876379314,"var_1","sds",1,5,10
"var_3B",-0.0132317365495071,0.127402135282095,"var_1","sds",1,5,10
"var_4B",-0.0231511019598362,0.127313109981402,"var_1","sds",1,5,10
"(Intercept)",0.0520244984980074,0.125739942660251,"var_1","sds",1,10,10
"var_2B",0.0448359118317181,0.126994451617566,"var_1","sds",1,10,10
"var_3B",0.0478849076588181,0.127202239945929,"var_1","sds",1,10,10
"var_4B",0.0218018047162872,0.127152458684438,"var_1","sds",1,10,10
"(Intercept)",0.0722207147224766,0.126005360287878,"var_1","sds",1,20,10
"var_2B",0.0337755407017562,0.126999967551744,"var_1","sds",1,20,10
"var_3B",0.0205423760889885,0.127166815531896,"var_1","sds",1,20,10
"var_4B",-0.00968378356648267,0.127028948015035,"var_1","sds",1,20,10
"(Intercept)",0.0289912841021899,0.127352774685341,"var_1","sds",1,30,10
"var_2B",0.0360849322157476,0.126897176629461,"var_1","sds",1,30,10
"var_3B",0.020857925676167,0.12718162467393,"var_1","sds",1,30,10
"var_4B",0.00212509402019444,0.127171506923626,"var_1","sds",1,30,10
"(Intercept)",0.0864585967205386,0.128850630655868,"var_1","sds",2,0,10
"var_2B",-0.0216384128393898,0.127094311691002,"var_1","sds",2,0,10
"var_3B",0.0144323229326513,0.127248556299663,"var_1","sds",2,0,10
"var_4B",-0.0408483035901732,0.12720602453375,"var_1","sds",2,0,10
"(Intercept)",0.0458250573361836,0.138489558359414,"var_1","sds",2,0.1,10
"var_2B",0.259720971620033,0.142402396677064,"var_1","sds",2,0.1,10
"var_3B",-0.19021873303055,0.144066387966684,"var_1","sds",2,0.1,10
"var_4B",0.16971853235823,0.140753159138768,"var_1","sds",2,0.1,10
"(Intercept)",0.0599502882934759,0.128772663820452,"var_1","sds",2,1,10
"var_2B",0.0240736297202296,0.127187071814844,"var_1","sds",2,1,10
"var_3B",-0.0187137178393881,0.127755783875525,"var_1","sds",2,1,10
"var_4B",0.0114470667417614,0.127707066893652,"var_1","sds",2,1,10
"(Intercept)",0.170514941098986,0.128196866192999,"var_1","sds",2,5,10
"var_2B",0.0243124452228082,0.127160640098221,"var_1","sds",2,5,10
"var_3B",-0.100285919650431,0.127518634784804,"var_1","sds",2,5,10
"var_4B",-0.063752989044348,0.1273947880343,"var_1","sds",2,5,10
"(Intercept)",0.150328486075158,0.128863236832562,"var_1","sds",2,10,10
"var_2B",0.0143756354316781,0.12710462869814,"var_1","sds",2,10,10
"var_3B",-0.117670139439866,0.127521545446378,"var_1","sds",2,10,10
"var_4B",-0.0291677698841527,0.127386717603052,"var_1","sds",2,10,10
"(Intercept)",0.152572836012672,0.128874279480841,"var_1","sds",2,20,10
"var_2B",0.0139329083218195,0.127103987295625,"var_1","sds",2,20,10
"var_3B",-0.122000987563145,0.127519974673704,"var_1","sds",2,20,10
"var_4B",-0.0276480822073204,0.127373620722431,"var_1","sds",2,20,10
"(Intercept)",0.196448704900996,0.129037522738333,"var_1","sds",2,30,10
"var_2B",-0.0184915700742646,0.127161874836393,"var_1","sds",2,30,10
"var_3B",-0.135871922950682,0.12787008054335,"var_1","sds",2,30,10
"var_4B",-0.10028357322831,0.127749440801089,"var_1","sds",2,30,10
"(Intercept)",-0.051439423716087,0.131349604073449,"var_2","sds",0,0,10
"var_1B",0.0611352478070876,0.127034845340834,"var_2","sds",0,0,10
"var_3B",0.155250032496054,0.127127921035832,"var_2","sds",0,0,10
"var_4B",0.00230138406066231,0.127083765715543,"var_2","sds",0,0,10
"(Intercept)",0.103043372593168,0.13895546466285,"var_2","sds",0,0.1,10
"var_1B",-0.0345360358321616,0.135232683107003,"var_2","sds",0,0.1,10
"var_3B",0.132232384231874,0.134685130098926,"var_2","sds",0,0.1,10
"var_4B",0.213040541625022,0.135460932600657,"var_2","sds",0,0.1,10
"(Intercept)",0.0258191952564022,0.130860089748345,"var_2","sds",0,1,10
"var_1B",0.0245988359259685,0.127212790713792,"var_2","sds",0,1,10
"var_3B",0.0263216884673442,0.127545518262607,"var_2","sds",0,1,10
