sex,age,income,edu
MALE,23.0,221.0,POST-SECONDARY OR HIGHER
MALE,43.0,2902.0,SECONDARY
MALE,45.0,2035.0,POST-SECONDARY OR HIGHER
FEMALE,75.0,457.0,VOCATIONAL/GRAMMAR
MALE,20.0,,VOCATIONAL/GRAMMAR
FEMALE,63.0,2024.0,VOCATIONAL/GRAMMAR
FEMALE,86.0,2599.0,PRIMARY/NO EDUCATION
FEMALE,72.0,1316.0,PRIMARY/NO EDUCATION
FEMALE,63.0,1657.0,PRIMARY/NO EDUCATION
MALE,30.0,3443.0,POST-SECONDARY OR HIGHER
FEMALE,35.0,2636.0,SECONDARY
FEMALE,31.0,1140.0,POST-SECONDARY OR HIGHER
MALE,74.0,795.0,PRIMARY/NO EDUCATION
FEMALE,44.0,2557.0,SECONDARY
FEMALE,55.0,,VOCATIONAL/GRAMMAR
FEMALE,28.0,1476.0,POST-SECONDARY OR HIGHER
FEMALE,71.0,1426.0,SECONDARY
MALE,55.0,3.0,SECONDARY
MALE,39.0,5280.0,VOCATIONAL/GRAMMAR
FEMALE,34.0,,SECONDARY
FEMALE,19.0,404.0,VOCATIONAL/GRAMMAR
FEMALE,17.0,70.0,PRIMARY/NO EDUCATION
FEMALE,44.0,2186.0,POST-SECONDARY OR HIGHER
FEMALE,66.0,1082.0,SECONDARY
FEMALE,44.0,,PRIMARY/NO EDUCATION
MALE,56.0,2699.0,VOCATIONAL/GRAMMAR
MALE,57.0,1886.0,PRIMARY/NO EDUCATION
MALE,79.0,2080.0,PRIMARY/NO EDUCATION
FEMALE,19.0,659.0,VOCATIONAL/GRAMMAR
MALE,58.0,2267.0,VOCATIONAL/GRAMMAR
FEMALE,59.0,,SECONDARY
MALE,60.0,1043.0,VOCATIONAL/GRAMMAR
FEMALE,51.0,4712.0,SECONDARY
FEMALE,40.0,1640.0,POST-SECONDARY OR HIGHER
MALE,25.0,2091.0,POST-SECONDARY OR HIGHER
FEMALE,48.0,553.0,SECONDARY
FEMALE,72.0,757.0,POST-SECONDARY OR HIGHER
FEMALE,31.0,,POST-SECONDARY OR HIGHER
FEMALE,24.0,,VOCATIONAL/GRAMMAR
MALE,70.0,1126.0,VOCATIONAL/GRAMMAR
MALE,60.0,1124.0,POST-SECONDARY OR HIGHER
MALE,23.0,1295.0,POST-SECONDARY OR HIGHER
MALE,59.0,1065.0,VOCATIONAL/GRAMMAR
FEMALE,57.0,1568.0,PRIMARY/NO EDUCATION
FEMALE,24.0,1071.0,POST-SECONDARY OR HIGHER
FEMALE,48.0,,VOCATIONAL/GRAMMAR
MALE,58.0,910.0,POST-SECONDARY OR HIGHER
FEMALE,31.0,264.0,PRIMARY/NO EDUCATION
MALE,54.0,196.0,VOCATIONAL/GRAMMAR
MALE,23.0,791.0,SECONDARY
FEMALE,51.0,703.0,SECONDARY
MALE,38.0,580.0,SECONDARY
MALE,44.0,1812.0,VOCATIONAL/GRAMMAR
FEMALE,40.0,217.0,POST-SECONDARY OR HIGHER
FEMALE,18.0,,VOCATIONAL/GRAMMAR
FEMALE,52.0,1714.0,VOCATIONAL/GRAMMAR
FEMALE,49.0,1260.0,SECONDARY
FEMALE,51.0,169.0,POST-SECONDARY OR HIGHER
FEMALE,42.0,2477.0,VOCATIONAL/GRAMMAR
MALE,73.0,713.0,VOCATIONAL/GRAMMAR
FEMALE,22.0,,SECONDARY
MALE,63.0,2609.0,PRIMARY/NO EDUCATION
FEMALE,32.0,,POST-SECONDARY OR HIGHER
FEMALE,18.0,1293.0,VOCATIONAL/GRAMMAR
FEMALE,17.0,896.0,VOCATIONAL/GRAMMAR
MALE,36.0,4222.0,POST-SECONDARY OR HIGHER
MALE,61.0,2504.0,VOCATIONAL/GRAMMAR
FEMALE,25.0,213.0,POST-SECONDARY OR HIGHER
FEMALE,47.0,800.0,VOCATIONAL/GRAMMAR
FEMALE,61.0,1082.0,SECONDARY
FEMALE,48.0,,SECONDARY
FEMALE,56.0,,PRIMARY/NO EDUCATION
FEMALE,24.0,1544.0,VOCATIONAL/GRAMMAR
FEMALE,29.0,2094.0,PRIMARY/NO EDUCATION
FEMALE,36.0,752.0,VOCATIONAL/GRAMMAR
FEMALE,20.0,,VOCATIONAL/GRAMMAR
FEMALE,51.0,1954.0,VOCATIONAL/GRAMMAR
FEMALE,62.0,840.0,SECONDARY
FEMALE,27.0,915.0,POST-SECONDARY OR HIGHER
FEMALE,27.0,382.0,SECONDARY
MALE,74.0,975.0,SECONDARY
MALE,62.0,866.0,PRIMARY/NO EDUCATION
FEMALE,49.0,1803.0,SECONDARY
FEMALE,57.0,6770.0,PRIMARY/NO EDUCATION
MALE,65.0,1929.0,POST-SECONDARY OR HIGHER
MALE,22.0,592.0,SECONDARY
MALE,75.0,1545.0,PRIMARY/NO EDUCATION
FEMALE,31.0,1227.0,SECONDARY
MALE,36.0,65.0,POST-SECONDARY OR HIGHER
MALE,64.0,86.0,VOCATIONAL/GRAMMAR
FEMALE,49.0,315.0,VOCATIONAL/GRAMMAR
MALE,83.0,861.0,SECONDARY
FEMALE,51.0,2828.0,VOCATIONAL/GRAMMAR
FEMALE,35.0,560.0,VOCATIONAL/GRAMMAR
MALE,40.0,1024.0,POST-SECONDARY OR HIGHER
FEMALE,54.0,,SECONDARY
FEMALE,55.0,,VOCATIONAL/GRAMMAR
MALE,61.0,7613.0,VOCATIONAL/GRAMMAR
MALE,39.0,776.0,SECONDARY
MALE,52.0,6528.0,POST-SECONDARY OR HIGHER
FEMALE,69.0,1536.0,SECONDARY
MALE,21.0,324.0,POST-SECONDARY OR HIGHER
FEMALE,31.0,697.0,PRIMARY/NO EDUCATION
FEMALE,17.0,,VOCATIONAL/GRAMMAR
MALE,62.0,1892.0,PRIMARY/NO EDUCATION
MALE,36.0,2328.0,SECONDARY
MALE,61.0,3099.0,PRIMARY/NO EDUCATION
FEMALE,25.0,3058.0,VOCATIONAL/GRAMMAR
FEMALE,68.0,1056.0,VOCATIONAL/GRAMMAR
MALE,71.0,1000.0,PRIMARY/NO EDUCATION
FEMALE,57.0,871.0,VOCATIONAL/GRAMMAR
FEMALE,43.0,616.0,POST-SECONDARY OR HIGHER
FEMALE,59.0,1113.0,SECONDARY
FEMALE,81.0,1165.0,PRIMARY/NO EDUCATION
FEMALE,19.0,68.0,VOCATIONAL/GRAMMAR
MALE,64.0,1648.0,POST-SECONDARY OR HIGHER
FEMALE,20.0,,SECONDARY
FEMALE,43.0,3867.0,PRIMARY/NO EDUCATION
FEMALE,58.0,2040.0,SECONDARY
FEMALE,78.0,1725.0,PRIMARY/NO EDUCATION
MALE,26.0,1744.0,VOCATIONAL/GRAMMAR
FEMALE,33.0,280.0,POST-SECONDARY OR HIGHER
FEMALE,46.0,1005.0,SECONDARY
MALE,71.0,101.0,PRIMARY/NO EDUCATION
FEMALE,18.0,-2.0,PRIMARY/NO EDUCATION
MALE,39.0,,VOCATIONAL/GRAMMAR
MALE,34.0,2357.0,VOCATIONAL/GRAMMAR
MALE,76.0,348.0,PRIMARY/NO EDUCATION
FEMALE,17.0,,VOCATIONAL/GRAMMAR
MALE,35.0,521.0,POST-SECONDARY OR HIGHER
FEMALE,37.0,445.0,SECONDARY
FEMALE,18.0,554.0,VOCATIONAL/GRAMMAR
MALE,38.0,5507.0,POST-SECONDARY OR HIGHER
MALE,26.0,255.0,SECONDARY
MALE,32.0,2119.0,VOCATIONAL/GRAMMAR
MALE,63.0,804.0,POST-SECONDARY OR HIGHER
MALE,48.0,1830.0,POST-SECONDARY OR HIGHER
FEMALE,84.0,813.0,SECONDARY
FEMALE,21.0,,SECONDARY
MALE,17.0,,VOCATIONAL/GRAMMAR
MALE,57.0,2748.0,VOCATIONAL/GRAMMAR
FEMALE,68.0,1478.0,PRIMARY/NO EDUCATION
FEMALE,24.0,,SECONDARY
MALE,40.0,707.0,SECONDARY
MALE,21.0,1329.0,SECONDARY
MALE,46.0,3070.0,VOCATIONAL/GRAMMAR
FEMALE,24.0,4372.0,VOCATIONAL/GRAMMAR
FEMALE,74.0,858.0,SECONDARY
MALE,78.0,364.0,PRIMARY/NO EDUCATION
FEMALE,57.0,1367.0,VOCATIONAL/GRAMMAR
MALE,56.0,973.0,POST-SECONDARY OR HIGHER
MALE,59.0,,VOCATIONAL/GRAMMAR
MALE,38.0,94.0,VOCATIONAL/GRAMMAR
MALE,72.0,1581.0,SECONDARY
FEMALE,41.0,1950.0,SECONDARY
MALE,61.0,2912.0,PRIMARY/NO EDUCATION
MALE,70.0,1587.0,PRIMARY/NO EDUCATION
MALE,60.0,1351.0,VOCATIONAL/GRAMMAR
MALE,47.0,3525.0,SECONDARY
MALE,51.0,424.0,VOCATIONAL/GRAMMAR
MALE,51.0,389.0,VOCATIONAL/GRAMMAR
FEMALE,19.0,353.0,VOCATIONAL/GRAMMAR
FEMALE,38.0,1247.0,VOCATIONAL/GRAMMAR
FEMALE,49.0,1040.0,PRIMARY/NO EDUCATION
MALE,52.0,2485.0,PRIMARY/NO EDUCATION
MALE,21.0,,SECONDARY
FEMALE,62.0,3164.0,SECONDARY
MALE,62.0,715.0,SECONDARY
MALE,57.0,1343.0,PRIMARY/NO EDUCATION
FEMALE,54.0,345.0,POST-SECONDARY OR HIGHER
FEMALE,37.0,705.0,SECONDARY
FEMALE,67.0,2766.0,PRIMARY/NO EDUCATION
MALE,19.0,,VOCATIONAL/GRAMMAR
FEMALE,36.0,507.0,VOCATIONAL/GRAMMAR
FEMALE,18.0,733.0,VOCATIONAL/GRAMMAR
MALE,43.0,935.0,SECONDARY
FEMALE,76.0,1405.0,PRIMARY/NO EDUCATION
MALE,54.0,739.0,SECONDARY
FEMALE,20.0,1922.0,VOCATIONAL/GRAMMAR
FEMALE,24.0,,POST-SECONDARY OR HIGHER
MALE,44.0,2042.0,VOCATIONAL/GRAMMAR
FEMALE,80.0,1057.0,POST-SECONDARY OR HIGHER
FEMALE,52.0,1538.0,VOCATIONAL/GRAMMAR
MALE,21.0,1061.0,VOCATIONAL/GRAMMAR
MALE,55.0,1788.0,POST-SECONDARY OR HIGHER
MALE,41.0,1106.0,SECONDARY
FEMALE,31.0,70.0,SECONDARY
MALE,46.0,120.0,POST-SECONDARY OR HIGHER
FEMALE,24.0,70.0,POST-SECONDARY OR HIGHER
MALE,18.0,,VOCATIONAL/GRAMMAR
MALE,28.0,1362.0,SECONDARY
FEMALE,64.0,2659.0,VOCATIONAL/GRAMMAR
MALE,19.0,22.0,VOCATIONAL/GRAMMAR
FEMALE,50.0,2946.0,VOCATIONAL/GRAMMAR
MALE,65.0,231.0,POST-SECONDARY OR HIGHER
MALE,58.0,1441.0,VOCATIONAL/GRAMMAR
MALE,69.0,1527.0,PRIMARY/NO EDUCATION
FEMALE,47.0,2061.0,SECONDARY
MALE,17.0,,VOCATIONAL/GRAMMAR
MALE,77.0,1538.0,PRIMARY/NO EDUCATION
FEMALE,89.0,1531.0,SECONDARY
MALE,39.0,5109.0,POST-SECONDARY OR HIGHER
MALE,66.0,1363.0,POST-SECONDARY OR HIGHER
MALE,36.0,2409.0,POST-SECONDARY OR HIGHER
MALE,63.0,2900.0,PRIMARY/NO EDUCATION
MALE,48.0,767.0,POST-SECONDARY OR HIGHER
MALE,46.0,2049.0,SECONDARY
FEMALE,24.0,1030.0,SECONDARY
FEMALE,75.0,1224.0,SECONDARY
MALE,65.0,1098.0,POST-SECONDARY OR HIGHER
FEMALE,37.0,1029.0,POST-SECONDARY OR HIGHER
MALE,82.0,1152.0,PRIMARY/NO EDUCATION
MALE,25.0,1773.0,POST-SECONDARY OR HIGHER
MALE,49.0,1972.0,VOCATIONAL/GRAMMAR
FEMALE,33.0,983.0,POST-SECONDARY OR HIGHER
FEMALE,56.0,807.0,VOCATIONAL/GRAMMAR
MALE,30.0,810.0,SECONDARY
MALE,24.0,331.0,SECONDARY
MALE,21.0,,SECONDARY
FEMALE,55.0,1031.0,VOCATIONAL/GRAMMAR
MALE,36.0,824.0,PRIMARY/NO EDUCATION
FEMALE,20.0,,VOCATIONAL/GRAMMAR
FEMALE,20.0,1446.0,SECONDARY
FEMALE,54.0,71.0,SECONDARY
FEMALE,52.0,,VOCATIONAL/GRAMMAR
MALE,36.0,2640.0,SECONDARY
FEMALE,32.0,3051.0,POST-SECONDARY OR HIGHER
FEMALE,72.0,580.0,SECONDARY
FEMALE,18.0,,VOCATIONAL/GRAMMAR
FEMALE,32.0,1936.0,VOCATIONAL/GRAMMAR
FEMALE,68.0,606.0,VOCATIONAL/GRAMMAR
MALE,49.0,1800.0,PRIMARY/NO EDUCATION
MALE,18.0,,VOCATIONAL/GRAMMAR
MALE,64.0,1930.0,SECONDARY
MALE,35.0,2242.0,SECONDARY
MALE,62.0,1042.0,VOCATIONAL/GRAMMAR
MALE,44.0,,VOCATIONAL/GRAMMAR
FEMALE,18.0,635.0,VOCATIONAL/GRAMMAR
MALE,76.0,1142.0,PRIMARY/NO EDUCATION
MALE,54.0,4557.0,VOCATIONAL/GRAMMAR
MALE,82.0,936.0,SECONDARY
MALE,53.0,1957.0,SECONDARY
MALE,55.0,4101.0,POST-SECONDARY OR HIGHER
MALE,63.0,1243.0,VOCATIONAL/GRAMMAR
MALE,16.0,,SECONDARY
FEMALE,42.0,95.0,VOCATIONAL/GRAMMAR
FEMALE,59.0,746.0,VOCATIONAL/GRAMMAR
FEMALE,64.0,1531.0,VOCATIONAL/GRAMMAR
FEMALE,54.0,1014.0,PRIMARY/NO EDUCATION
FEMALE,50.0,2647.0,VOCATIONAL/GRAMMAR
MALE,42.0,796.0,SECONDARY
MALE,70.0,789.0,SECONDARY
FEMALE,30.0,1254.0,SECONDARY
MALE,63.0,1847.0,POST-SECONDARY OR HIGHER
MALE,22.0,2390.0,POST-SECONDARY OR HIGHER
MALE,47.0,205.0,PRIMARY/NO EDUCATION
FEMALE,64.0,,VOCATIONAL/GRAMMAR
MALE,40.0,1314.0,POST-SECONDARY OR HIGHER
FEMALE,84.0,1135.0,PRIMARY/NO EDUCATION
FEMALE,30.0,,POST-SECONDARY OR HIGHER
FEMALE,28.0,889.0,PRIMARY/NO EDUCATION
MALE,91.0,1798.0,PRIMARY/NO EDUCATION
FEMALE,42.0,557.0,VOCATIONAL/GRAMMAR
FEMALE,57.0,,VOCATIONAL/GRAMMAR
FEMALE,73.0,978.0,SECONDARY
FEMALE,25.0,,POST-SECONDARY OR HIGHER
FEMALE,60.0,1844.0,VOCATIONAL/GRAMMAR
FEMALE,56.0,1737.0,SECONDARY
FEMALE,49.0,822.0,POST-SECONDARY OR HIGHER
MALE,56.0,834.0,VOCATIONAL/GRAMMAR
FEMALE,61.0,148.0,POST-SECONDARY OR HIGHER
FEMALE,39.0,15275.0,VOCATIONAL/GRAMMAR
MALE,77.0,1342.0,PRIMARY/NO EDUCATION
FEMALE,50.0,1500.0,SECONDARY
MALE,44.0,1989.0,VOCATIONAL/GRAMMAR
FEMALE,22.0,,VOCATIONAL/GRAMMAR
FEMALE,32.0,1038.0,VOCATIONAL/GRAMMAR
MALE,35.0,396.0,SECONDARY
MALE,43.0,2166.0,POST-SECONDARY OR HIGHER
MALE,53.0,,VOCATIONAL/GRAMMAR
MALE,34.0,2098.0,VOCATIONAL/GRAMMAR
FEMALE,54.0,920.0,VOCATIONAL/GRAMMAR
MALE,26.0,7014.0,POST-SECONDARY OR HIGHER
FEMALE,77.0,711.0,SECONDARY
FEMALE,54.0,2795.0,POST-SECONDARY OR HIGHER
MALE,50.0,548.0,VOCATIONAL/GRAMMAR
FEMALE,40.0,2058.0,VOCATIONAL/GRAMMAR
FEMALE,17.0,,VOCATIONAL/GRAMMAR
MALE,35.0,1726.0,VOCATIONAL/GRAMMAR
FEMALE,39.0,1100.0,VOCATIONAL/GRAMMAR
MALE,51.0,764.0,VOCATIONAL/GRAMMAR
MALE,39.0,35.0,SECONDARY
FEMALE,41.0,2205.0,POST-SECONDARY OR HIGHER
FEMALE,60.0,487.0,POST-SECONDARY OR HIGHER
MALE,82.0,1248.0,PRIMARY/NO EDUCATION
FEMALE,18.0,386.0,VOCATIONAL/GRAMMAR
MALE,62.0,1713.0,VOCATIONAL/GRAMMAR
FEMALE,51.0,1280.0,VOCATIONAL/GRAMMAR
FEMALE,74.0,2348.0,POST-SECONDARY OR HIGHER
MALE,34.0,4400.0,POST-SECONDARY OR HIGHER
MALE,19.0,,VOCATIONAL/GRAMMAR
MALE,70.0,1472.0,PRIMARY/NO EDUCATION
FEMALE,55.0,2141.0,SECONDARY
FEMALE,30.0,,VOCATIONAL/GRAMMAR
MALE,53.0,930.0,SECONDARY
FEMALE,55.0,1450.0,SECONDARY
FEMALE,29.0,128.0,SECONDARY
FEMALE,18.0,747.0,VOCATIONAL/GRAMMAR
FEMALE,66.0,921.0,SECONDARY
FEMALE,53.0,1122.0,PRIMARY/NO EDUCATION
FEMALE,80.0,1454.0,PRIMARY/NO EDUCATION
FEMALE,27.0,1081.0,PRIMARY/NO EDUCATION
MALE,52.0,2086.0,SECONDARY
FEMALE,51.0,523.0,VOCATIONAL/GRAMMAR
MALE,51.0,224.0,VOCATIONAL/GRAMMAR
MALE,37.0,,VOCATIONAL/GRAMMAR
FEMALE,57.0,,VOCATIONAL/GRAMMAR
FEMALE,33.0,316.0,POST-SECONDARY OR HIGHER
FEMALE,67.0,1261.0,PRIMARY/NO EDUCATION
FEMALE,40.0,393.0,SECONDARY
FEMALE,17.0,743.0,VOCATIONAL/GRAMMAR
MALE,64.0,1372.0,PRIMARY/NO EDUCATION
FEMALE,76.0,861.0,PRIMARY/NO EDUCATION
MALE,19.0,,PRIMARY/NO EDUCATION
MALE,58.0,4542.0,VOCATIONAL/GRAMMAR
MALE,33.0,1266.0,SECONDARY
FEMALE,32.0,2014.0,POST-SECONDARY OR HIGHER
FEMALE,52.0,252.0,POST-SECONDARY OR HIGHER
FEMALE,62.0,1415.0,PRIMARY/NO EDUCATION
FEMALE,64.0,1520.0,VOCATIONAL/GRAMMAR
FEMALE,24.0,1052.0,VOCATIONAL/GRAMMAR
MALE,66.0,1180.0,VOCATIONAL/GRAMMAR
MALE,54.0,2166.0,VOCATIONAL/GRAMMAR
MALE,62.0,601.0,PRIMARY/NO EDUCATION
FEMALE,23.0,218.0,SECONDARY
FEMALE,56.0,2053.0,SECONDARY
MALE,65.0,3094.0,VOCATIONAL/GRAMMAR
FEMALE,60.0,849.0,VOCATIONAL/GRAMMAR
MALE,46.0,2255.0,PRIMARY/NO EDUCATION
FEMALE,20.0,,VOCATIONAL/GRAMMAR
FEMALE,65.0,554.0,SECONDARY
MALE,38.0,654.0,SECONDARY
FEMALE,32.0,1504.0,VOCATIONAL/GRAMMAR
MALE,59.0,,VOCATIONAL/GRAMMAR
FEMALE,77.0,1388.0,POST-SECONDARY OR HIGHER
MALE,32.0,525.0,POST-SECONDARY OR HIGHER
FEMALE,19.0,,VOCATIONAL/GRAMMAR
MALE,39.0,1669.0,POST-SECONDARY OR HIGHER
MALE,69.0,1250.0,SECONDARY
FEMALE,61.0,19.0,PRIMARY/NO EDUCATION
MALE,83.0,1942.0,PRIMARY/NO EDUCATION
FEMALE,55.0,60.0,VOCATIONAL/GRAMMAR
FEMALE,48.0,2080.0,POST-SECONDARY OR HIGHER
MALE,55.0,2419.0,VOCATIONAL/GRAMMAR
FEMALE,23.0,,SECONDARY
MALE,43.0,2182.0,SECONDARY
FEMALE,53.0,1326.0,SECONDARY
MALE,51.0,860.0,SECONDARY
FEMALE,65.0,1698.0,PRIMARY/NO EDUCATION
MALE,73.0,1411.0,POST-SECONDARY OR HIGHER
MALE,55.0,1389.0,PRIMARY/NO EDUCATION
FEMALE,31.0,3921.0,POST-SECONDARY OR HIGHER
FEMALE,70.0,273.0,SECONDARY
FEMALE,68.0,158.0,PRIMARY/NO EDUCATION
MALE,40.0,,VOCATIONAL/GRAMMAR
MALE,52.0,2357.0,VOCATIONAL/GRAMMAR
FEMALE,56.0,1171.0,SECONDARY
MALE,62.0,2046.0,SECONDARY
MALE,29.0,,VOCATIONAL/GRAMMAR
MALE,50.0,865.0,VOCATIONAL/GRAMMAR
FEMALE,55.0,638.0,VOCATIONAL/GRAMMAR
MALE,29.0,971.0,PRIMARY/NO EDUCATION
FEMALE,58.0,2353.0,PRIMARY/NO EDUCATION
MALE,80.0,1163.0,PRIMARY/NO EDUCATION
FEMALE,56.0,919.0,SECONDARY
MALE,39.0,1275.0,VOCATIONAL/GRAMMAR
FEMALE,19.0,,VOCATIONAL/GRAMMAR
FEMALE,73.0,992.0,POST-SECONDARY OR HIGHER
FEMALE,44.0,883.0,POST-SECONDARY OR HIGHER
MALE,68.0,381.0,VOCATIONAL/GRAMMAR
FEMALE,33.0,2797.0,SECONDARY
FEMALE,72.0,1362.0,PRIMARY/NO EDUCATION
MALE,32.0,2313.0,SECONDARY
FEMALE,36.0,1767.0,SECONDARY
FEMALE,55.0,652.0,POST-SECONDARY OR HIGHER
FEMALE,18.0,355.0,PRIMARY/NO EDUCATION
MALE,57.0,1694.0,POST-SECONDARY OR HIGHER
FEMALE,67.0,1393.0,PRIMARY/NO EDUCATION
MALE,26.0,3503.0,POST-SECONDARY OR HIGHER
FEMALE,48.0,1241.0,PRIMARY/NO EDUCATION
FEMALE,77.0,795.0,VOCATIONAL/GRAMMAR
FEMALE,78.0,990.0,POST-SECONDARY OR HIGHER
MALE,80.0,1256.0,POST-SECONDARY OR HIGHER
FEMALE,63.0,1618.0,POST-SECONDARY OR HIGHER
MALE,93.0,898.0,PRIMARY/NO EDUCATION
MALE,81.0,1212.0,PRIMARY/NO EDUCATION
MALE,41.0,168.0,PRIMARY/NO EDUCATION
FEMALE,18.0,,VOCATIONAL/GRAMMAR
FEMALE,17.0,556.0,VOCATIONAL/GRAMMAR
FEMALE,38.0,706.0,SECONDARY
MALE,38.0,1725.0,VOCATIONAL/GRAMMAR
FEMALE,62.0,1090.0,SECONDARY
FEMALE,61.0,1650.0,POST-SECONDARY OR HIGHER
MALE,60.0,5546.0,SECONDARY
FEMALE,63.0,1363.0,PRIMARY/NO EDUCATION
FEMALE,63.0,1708.0,SECONDARY
MALE,75.0,178.0,SECONDARY
FEMALE,61.0,483.0,SECONDARY
FEMALE,67.0,1032.0,VOCATIONAL/GRAMMAR
FEMALE,37.0,918.0,VOCATIONAL/GRAMMAR
MALE,28.0,660.0,VOCATIONAL/GRAMMAR
MALE,80.0,1013.0,SECONDARY
MALE,33.0,1353.0,POST-SECONDARY OR HIGHER
FEMALE,73.0,1110.0,SECONDARY
FEMALE,73.0,983.0,VOCATIONAL/GRAMMAR
FEMALE,66.0,3085.0,PRIMARY/NO EDUCATION
FEMALE,64.0,4557.0,POST-SECONDARY OR HIGHER
FEMALE,26.0,1123.0,VOCATIONAL/GRAMMAR
FEMALE,54.0,1294.0,VOCATIONAL/GRAMMAR
FEMALE,33.0,101.0,SECONDARY
FEMALE,16.0,,VOCATIONAL/GRAMMAR
MALE,49.0,2373.0,VOCATIONAL/GRAMMAR
MALE,40.0,594.0,SECONDARY
MALE,17.0,651.0,VOCATIONAL/GRAMMAR
FEMALE,32.0,4159.0,VOCATIONAL/GRAMMAR
FEMALE,48.0,1464.0,PRIMARY/NO EDUCATION
MALE,49.0,247.0,SECONDARY
MALE,59.0,1065.0,SECONDARY
MALE,40.0,5329.0,SECONDARY
MALE,44.0,691.0,VOCATIONAL/GRAMMAR
MALE,75.0,1339.0,PRIMARY/NO EDUCATION
FEMALE,60.0,1025.0,VOCATIONAL/GRAMMAR
MALE,46.0,2253.0,VOCATIONAL/GRAMMAR
FEMALE,63.0,2501.0,SECONDARY
FEMALE,24.0,747.0,VOCATIONAL/GRAMMAR
FEMALE,55.0,1357.0,VOCATIONAL/GRAMMAR
FEMALE,52.0,,VOCATIONAL/GRAMMAR
MALE,78.0,1242.0,PRIMARY/NO EDUCATION
FEMALE,16.0,159.0,PRIMARY/NO EDUCATION
MALE,52.0,,SECONDARY
MALE,17.0,361.0,VOCATIONAL/GRAMMAR
FEMALE,64.0,331.0,POST-SECONDARY OR HIGHER
FEMALE,50.0,2817.0,SECONDARY
FEMALE,21.0,604.0,SECONDARY
FEMALE,18.0,651.0,VOCATIONAL/GRAMMAR
MALE,44.0,2779.0,PRIMARY/NO EDUCATION
FEMALE,22.0,1285.0,SECONDARY
FEMALE,30.0,3044.0,SECONDARY
MALE,28.0,2165.0,POST-SECONDARY OR HIGHER
FEMALE,18.0,,VOCATIONAL/GRAMMAR
FEMALE,29.0,1271.0,VOCATIONAL/GRAMMAR
FEMALE,26.0,,POST-SECONDARY OR HIGHER
FEMALE,54.0,2715.0,PRIMARY/NO EDUCATION
FEMALE,56.0,842.0,POST-SECONDARY OR HIGHER
FEMALE,29.0,1458.0,VOCATIONAL/GRAMMAR
FEMALE,81.0,954.0,SECONDARY
MALE,55.0,1248.0,VOCATIONAL/GRAMMAR
MALE,22.0,961.0,SECONDARY
FEMALE,52.0,795.0,VOCATIONAL/GRAMMAR
MALE,90.0,1916.0,PRIMARY/NO EDUCATION
FEMALE,62.0,1225.0,PRIMARY/NO EDUCATION
FEMALE,45.0,1001.0,PRIMARY/NO EDUCATION
FEMALE,80.0,833.0,SECONDARY
MALE,38.0,2210.0,PRIMARY/NO EDUCATION
FEMALE,63.0,1180.0,VOCATIONAL/GRAMMAR
MALE,58.0,35.0,VOCATIONAL/GRAMMAR
MALE,47.0,,POST-SECONDARY OR HIGHER
FEMALE,82.0,1703.0,PRIMARY/NO EDUCATION
MALE,28.0,1355.0,POST-SECONDARY OR HIGHER
FEMALE,34.0,4783.0,POST-SECONDARY OR HIGHER
MALE,78.0,1543.0,PRIMARY/NO EDUCATION
FEMALE,42.0,762.0,SECONDARY
MALE,60.0,1958.0,VOCATIONAL/GRAMMAR
FEMALE,73.0,1320.0,PRIMARY/NO EDUCATION
FEMALE,44.0,59.0,SECONDARY
MALE,50.0,2064.0,VOCATIONAL/GRAMMAR
MALE,62.0,2183.0,SECONDARY
FEMALE,18.0,710.0,VOCATIONAL/GRAMMAR
MALE,62.0,58.0,SECONDARY
MALE,53.0,323.0,VOCATIONAL/GRAMMAR
FEMALE,21.0,,SECONDARY
MALE,36.0,1010.0,POST-SECONDARY OR HIGHER
MALE,67.0,885.0,PRIMARY/NO EDUCATION
FEMALE,61.0,980.0,SECONDARY
MALE,46.0,1433.0,SECONDARY
MALE,34.0,1237.0,VOCATIONAL/GRAMMAR
MALE,34.0,2031.0,SECONDARY
FEMALE,60.0,4979.0,VOCATIONAL/GRAMMAR
MALE,40.0,2254.0,VOCATIONAL/GRAMMAR
FEMALE,79.0,1180.0,PRIMARY/NO EDUCATION
FEMALE,19.0,660.0,VOCATIONAL/GRAMMAR
MALE,23.0,1143.0,SECONDARY
MALE,50.0,1594.0,VOCATIONAL/GRAMMAR
MALE,50.0,173.0,SECONDARY
FEMALE,62.0,479.0,VOCATIONAL/GRAMMAR
FEMALE,19.0,126.0,VOCATIONAL/GRAMMAR
MALE,33.0,1981.0,VOCATIONAL/GRAMMAR
FEMALE,50.0,471.0,POST-SECONDARY OR HIGHER
MALE,64.0,1105.0,SECONDARY
MALE,66.0,1616.0,SECONDARY
FEMALE,32.0,,VOCATIONAL/GRAMMAR
FEMALE,36.0,842.0,POST-SECONDARY OR HIGHER
MALE,59.0,2241.0,VOCATIONAL/GRAMMAR
FEMALE,16.0,388.0,VOCATIONAL/GRAMMAR
MALE,49.0,4070.0,POST-SECONDARY OR HIGHER
MALE,78.0,956.0,SECONDARY
MALE,42.0,,VOCATIONAL/GRAMMAR
MALE,37.0,1850.0,VOCATIONAL/GRAMMAR
MALE,60.0,3238.0,VOCATIONAL/GRAMMAR
FEMALE,42.0,478.0,VOCATIONAL/GRAMMAR
MALE,57.0,3594.0,PRIMARY/NO EDUCATION
