"names","Estimate","Std. Error","dep_var","data","epochs","discriminator","copies","frequency","batch"
"var_4B",-0.0721742560769104,0.129281057939342,"var_1","sds",900,10,10,"True",1000
"(Intercept)",0.168661231562702,0.130257837543279,"var_1","sds",900,10,10,"False",1000
"var_2B",0.0145226454396707,0.12876440404647,"var_1","sds",900,10,10,"False",1000
"var_3B",0.0363374343640403,0.129225628690417,"var_1","sds",900,10,10,"False",1000
"var_4B",0.000345832099345884,0.129054149921108,"var_1","sds",900,10,10,"False",1000
"(Intercept)",0.343937591483057,0.138655984711942,"var_2","sds",300,1,10,"True",500
"var_1B",-0.120570863617433,0.132434510810971,"var_2","sds",300,1,10,"True",500
"var_3B",0.0673985213848173,0.131968636554369,"var_2","sds",300,1,10,"True",500
"var_4B",-0.0464291692127641,0.131236206466174,"var_2","sds",300,1,10,"True",500
"(Intercept)",0.520855629892615,0.136758498221764,"var_2","sds",300,1,10,"False",500
"var_1B",-0.0164527207924694,0.133023035423615,"var_2","sds",300,1,10,"False",500
"var_3B",-0.0615164319638881,0.133270380336656,"var_2","sds",300,1,10,"False",500
"var_4B",-0.176604108230115,0.133056451635747,"var_2","sds",300,1,10,"False",500
"(Intercept)",0.198018877924652,0.131943295210229,"var_2","sds",300,1,10,"True",1000
"var_1B",0.0509220280746197,0.130197404818683,"var_2","sds",300,1,10,"True",1000
"var_3B",0.0384953953868041,0.130424538776098,"var_2","sds",300,1,10,"True",1000
"var_4B",-0.0706496908825473,0.129467305788722,"var_2","sds",300,1,10,"True",1000
"(Intercept)",0.219946750751292,0.131676158494968,"var_2","sds",300,1,10,"False",1000
"var_1B",-0.0573248588141807,0.130285793724886,"var_2","sds",300,1,10,"False",1000
"var_3B",0.122177377595814,0.129391202889028,"var_2","sds",300,1,10,"False",1000
"var_4B",-0.0811841699637614,0.129906730601124,"var_2","sds",300,1,10,"False",1000
"(Intercept)",0.330523221501356,0.139578228148508,"var_2","sds",300,5,10,"True",500
"var_1B",-0.0812289601760259,0.129670306569628,"var_2","sds",300,5,10,"True",500
"var_3B",-0.0311093382767119,0.130555703327738,"var_2","sds",300,5,10,"True",500
"var_4B",-0.112781101248229,0.13061232222585,"var_2","sds",300,5,10,"True",500
"(Intercept)",0.21346662443462,0.13294907543329,"var_2","sds",300,5,10,"False",500
"var_1B",-0.000351412666610245,0.128551289410769,"var_2","sds",300,5,10,"False",500
"var_3B",0.0567210104523571,0.130862382691184,"var_2","sds",300,5,10,"False",500
"var_4B",-0.0475149460780803,0.131031198057439,"var_2","sds",300,5,10,"False",500
"(Intercept)",0.180106657069674,0.13194908742482,"var_2","sds",300,5,10,"True",1000
"var_1B",-0.00245445317261887,0.129493120372606,"var_2","sds",300,5,10,"True",1000
"var_3B",0.064981857634422,0.129363521021421,"var_2","sds",300,5,10,"True",1000
"var_4B",0.0170354806585857,0.128982767502633,"var_2","sds",300,5,10,"True",1000
"(Intercept)",0.179228769169387,0.133112561544803,"var_2","sds",300,5,10,"False",1000
"var_1B",-0.0674427101274833,0.129765578468456,"var_2","sds",300,5,10,"False",1000
"var_3B",0.0097746301596478,0.128796744782134,"var_2","sds",300,5,10,"False",1000
"var_4B",0.0352717188171603,0.128720425515346,"var_2","sds",300,5,10,"False",1000
"(Intercept)",0.221884281730111,0.128930867684648,"var_2","sds",300,10,10,"True",500
"var_1B",-0.0677627680955326,0.128777474991292,"var_2","sds",300,10,10,"True",500
"var_3B",0.000215769461341525,0.129411476931087,"var_2","sds",300,10,10,"True",500
"var_4B",0.0184905655249646,0.128501080395924,"var_2","sds",300,10,10,"True",500
"(Intercept)",0.099863874685176,0.129724844165259,"var_2","sds",300,10,10,"False",500
"var_1B",0.0717218546066273,0.128651316517296,"var_2","sds",300,10,10,"False",500
"var_3B",0.111341130608644,0.129193481164764,"var_2","sds",300,10,10,"False",500
"var_4B",-0.0557727660556773,0.129177255835844,"var_2","sds",300,10,10,"False",500
"(Intercept)",0.206296988405426,0.131889218993455,"var_2","sds",300,10,10,"True",1000
"var_1B",-0.0450160130208455,0.129110697872346,"var_2","sds",300,10,10,"True",1000
"var_3B",-0.081108265610334,0.128989823645088,"var_2","sds",300,10,10,"True",1000
"var_4B",0.0973967943425502,0.129102148194558,"var_2","sds",300,10,10,"True",1000
"(Intercept)",0.215247856063119,0.131502402170591,"var_2","sds",300,10,10,"False",1000
"var_1B",0.00775683850650631,0.128918227465432,"var_2","sds",300,10,10,"False",1000
"var_3B",-0.160639470096068,0.128871682037715,"var_2","sds",300,10,10,"False",1000
"var_4B",0.0863815915611849,0.128881999394719,"var_2","sds",300,10,10,"False",1000
"(Intercept)",0.39938704320962,0.135062406451058,"var_2","sds",600,1,10,"True",500
"var_1B",0.132023705584086,0.133557067356473,"var_2","sds",600,1,10,"True",500
"var_3B",-0.0340502662270069,0.133920162559244,"var_2","sds",600,1,10,"True",500
"var_4B",-0.184944648955023,0.133390317309393,"var_2","sds",600,1,10,"True",500
"(Intercept)",0.325381276679243,0.139584095398392,"var_2","sds",600,1,10,"False",500
"var_1B",0.0023820206218761,0.133550297774987,"var_2","sds",600,1,10,"False",500
"var_3B",0.0992178084007954,0.134228875774264,"var_2","sds",600,1,10,"False",500
"var_4B",-0.0956378926597706,0.1337909092303,"var_2","sds",600,1,10,"False",500
"(Intercept)",0.502809184923756,0.138748804015306,"var_2","sds",600,1,10,"True",1000
"var_1B",-0.0273717323215742,0.133712110396276,"var_2","sds",600,1,10,"True",1000
"var_3B",-0.0920000366499388,0.133578075975452,"var_2","sds",600,1,10,"True",1000
"var_4B",-0.046097515402107,0.136683834696153,"var_2","sds",600,1,10,"True",1000
"(Intercept)",0.317242360609409,0.143276673277882,"var_2","sds",600,1,10,"False",1000
"var_1B",0.110852245569787,0.133871287434615,"var_2","sds",600,1,10,"False",1000
"var_3B",0.100562007853328,0.134237711206572,"var_2","sds",600,1,10,"False",1000
"var_4B",-0.0830483163629428,0.135892027478246,"var_2","sds",600,1,10,"False",1000
"(Intercept)",0.175718562294678,0.135048632105465,"var_2","sds",600,5,10,"True",500
"var_1B",-0.000381226369275162,0.129602404139017,"var_2","sds",600,5,10,"True",500
"var_3B",0.136491212320158,0.130101467609995,"var_2","sds",600,5,10,"True",500
"var_4B",-0.114541702416978,0.129693949295953,"var_2","sds",600,5,10,"True",500
"(Intercept)",0.251649883901977,0.134582119193925,"var_2","sds",600,5,10,"False",500
"var_1B",-0.114672669641348,0.129829441485403,"var_2","sds",600,5,10,"False",500
"var_3B",0.0271119867097065,0.130243970008834,"var_2","sds",600,5,10,"False",500
"var_4B",-0.0505693374637599,0.130604011650317,"var_2","sds",600,5,10,"False",500
"(Intercept)",0.124458580639982,0.134078213798124,"var_2","sds",600,5,10,"True",1000
"var_1B",-0.0709949956831289,0.129328036313929,"var_2","sds",600,5,10,"True",1000
"var_3B",0.122722091544127,0.129279310177833,"var_2","sds",600,5,10,"True",1000
"var_4B",0.0813069941464068,0.129534181718875,"var_2","sds",600,5,10,"True",1000
"(Intercept)",0.16277452199652,0.133592965447217,"var_2","sds",600,5,10,"False",1000
"var_1B",-0.0519640637394187,0.129655010219501,"var_2","sds",600,5,10,"False",1000
"var_3B",0.133957815803997,0.129618823639333,"var_2","sds",600,5,10,"False",1000
"var_4B",-0.0427528070424938,0.129733589411094,"var_2","sds",600,5,10,"False",1000
"(Intercept)",0.220943002668116,0.134085434406384,"var_2","sds",600,10,10,"True",500
"var_1B",-0.0893724070999138,0.128637148831493,"var_2","sds",600,10,10,"True",500
"var_3B",0.0549447712063747,0.127998843149778,"var_2","sds",600,10,10,"True",500
"var_4B",-0.0789908805017742,0.12848788960475,"var_2","sds",600,10,10,"True",500
"(Intercept)",0.175374597875659,0.131579264738593,"var_2","sds",600,10,10,"False",500
"var_1B",0.00404026540185936,0.128110076554083,"var_2","sds",600,10,10,"False",500
"var_3B",0.0543560414044333,0.128670363221132,"var_2","sds",600,10,10,"False",500
"var_4B",-0.0750467234182013,0.12840733471724,"var_2","sds",600,10,10,"False",500
"(Intercept)",0.233051706261227,0.125985503413343,"var_2","sds",600,10,10,"True",1000
"var_1B",-0.056978339227867,0.127955253126336,"var_2","sds",600,10,10,"True",1000
"var_3B",-0.0459118022002094,0.128229477775771,"var_2","sds",600,10,10,"True",1000
"var_4B",-0.0123384418453897,0.128071860468429,"var_2","sds",600,10,10,"True",1000
"(Intercept)",0.220703971337483,0.129283810084028,"var_2","sds",600,10,10,"False",1000
"var_1B",-0.0763312804178845,0.128031515104489,"var_2","sds",600,10,10,"False",1000
"var_3B",-0.120925790372625,0.128329128211333,"var_2","sds",600,10,10,"False",1000
"var_4B",0.0712506668276553,0.128012131530783,"var_2","sds",600,10,10,"False",1000
"(Intercept)",0.301845930447652,0.127182677971646,"var_2","sds",900,1,10,"True",500
"var_1B",-0.0651580029972392,0.1322665207866,"var_2","sds",900,1,10,"True",500
"var_3B",0.0439945615769839,0.133244270501856,"var_2","sds",900,1,10,"True",500
"var_4B",0.0609689663987244,0.132472190624434,"var_2","sds",900,1,10,"True",500
"(Intercept)",0.239007621075164,0.136518504018122,"var_2","sds",900,1,10,"False",500
"var_1B",-0.0625081341671232,0.133506595897182,"var_2","sds",900,1,10,"False",500
"var_3B",0.148564419216026,0.134493022844269,"var_2","sds",900,1,10,"False",500
"var_4B",0.108524631520449,0.133644835937503,"var_2","sds",900,1,10,"False",500
"(Intercept)",0.285726120498187,0.140945526855708,"var_2","sds",900,1,10,"True",1000
"var_1B",0.0105004456327275,0.133649675529515,"var_2","sds",900,1,10,"True",1000
"var_3B",0.199837671752406,0.13502456887755,"var_2","sds",900,1,10,"True",1000
"var_4B",-0.0786302039321246,0.134374763054107,"var_2","sds",900,1,10,"True",1000
"(Intercept)",0.490787381063226,0.138373809020191,"var_2","sds",900,1,10,"False",1000
"var_1B",-0.072761963589473,0.135696387830757,"var_2","sds",900,1,10,"False",1000
"var_3B",-0.16784490976963,0.135606359741488,"var_2","sds",900,1,10,"False",1000
"var_4B",0.0783947771607686,0.135509225341582,"var_2","sds",900,1,10,"False",1000
"(Intercept)",0.115255573020543,0.126713125707039,"var_2","sds",900,5,10,"True",500
"var_1B",-0.0371109274485348,0.128444761087948,"var_2","sds",900,5,10,"True",500
"var_3B",-0.0628239924413904,0.128601645930743,"var_2","sds",900,5,10,"True",500
"var_4B",0.177776249455871,0.128576826397495,"var_2","sds",900,5,10,"True",500
"(Intercept)",0.0665230118725696,0.126029859633027,"var_2","sds",900,5,10,"False",500
"var_1B",0.0773460627259012,0.128628370660014,"var_2","sds",900,5,10,"False",500
"var_3B",0.0777214310201545,0.128779620222524,"var_2","sds",900,5,10,"False",500
"var_4B",-0.035634973714249,0.128676501720713,"var_2","sds",900,5,10,"False",500
"(Intercept)",0.170046718773074,0.125035127267451,"var_2","sds",900,5,10,"True",1000
"var_1B",-0.0417333653136527,0.129144486976433,"var_2","sds",900,5,10,"True",1000
"var_3B",0.0726267258820694,0.1297692601359,"var_2","sds",900,5,10,"True",1000
"var_4B",0.0469860422130012,0.129366195561498,"var_2","sds",900,5,10,"True",1000
"(Intercept)",0.218419063766375,0.129784483664038,"var_2","sds",900,5,10,"False",1000
"var_1B",0.044913220242284,0.130248163860882,"var_2","sds",900,5,10,"False",1000
"var_3B",-0.144370940069418,0.129418427639912,"var_2","sds",900,5,10,"False",1000
"var_4B",0.0987077660099755,0.129575637363362,"var_2","sds",900,5,10,"False",1000
"(Intercept)",0.165296275911217,0.127489596934056,"var_2","sds",900,10,10,"True",500
"var_1B",0.0105696033629119,0.127598284943554,"var_2","sds",900,10,10,"True",500
"var_3B",-0.0363727181084154,0.1278667247034,"var_2","sds",900,10,10,"True",500
"var_4B",-0.0368736983824129,0.127899277703897,"var_2","sds",900,10,10,"True",500
"(Intercept)",0.0768126821214542,0.129662753525847,"var_2","sds",900,10,10,"False",500
"var_1B",0.0517586461205677,0.128171841189011,"var_2","sds",900,10,10,"False",500
"var_3B",-0.0495382588483683,0.128108127763703,"var_2","sds",900,10,10,"False",500
"var_4B",0.0762599493639769,0.128263683354506,"var_2","sds",900,10,10,"False",500
"(Intercept)",0.0412692377179567,0.132797312673434,"var_2","sds",900,10,10,"True",1000
"var_1B",0.0105137153430059,0.128530255107865,"var_2","sds",900,10,10,"True",1000
"var_3B",-0.0366924480114243,0.128826721549869,"var_2","sds",900,10,10,"True",1000
"var_4B",0.185505408530854,0.128874363368346,"var_2","sds",900,10,10,"True",1000
"(Intercept)",0.147642419616549,0.133318960743459,"var_2","sds",900,10,10,"False",1000
"var_1B",-0.0123074507618442,0.128763255743706,"var_2","sds",900,10,10,"False",1000
"var_3B",-0.060434360232697,0.128865799576901,"var_2","sds",900,10,10,"False",1000
"var_4B",0.0705548201913005,0.12867444287686,"var_2","sds",900,10,10,"False",1000
"(Intercept)",0.250575418107788,0.139013786315991,"var_3","sds",300,1,10,"True",500
"var_1B",-0.00757998577443446,0.133144283047259,"var_3","sds",300,1,10,"True",500
"var_2B",-0.0394377575554474,0.131969380168953,"var_3","sds",300,1,10,"True",500
"var_4B",0.202862993309076,0.132254729067198,"var_3","sds",300,1,10,"True",500
"(Intercept)",0.26911618252349,0.13054702568717,"var_3","sds",300,1,10,"False",500
"var_1B",-0.0939453140866264,0.130849604905869,"var_3","sds",300,1,10,"False",500
"var_2B",0.00768669245162105,0.133268213716685,"var_3","sds",300,1,10,"False",500
"var_4B",0.0240451795630595,0.130809382409464,"var_3","sds",300,1,10,"False",500
"(Intercept)",0.017085381239243,0.132629444757985,"var_3","sds",300,1,10,"True",1000
"var_1B",0.242198078131974,0.130451388337061,"var_3","sds",300,1,10,"True",1000
"var_2B",0.0739504917848577,0.130419560960309,"var_3","sds",300,1,10,"True",1000
"var_4B",0.156590832745632,0.130356947552964,"var_3","sds",300,1,10,"True",1000
"(Intercept)",0.183835501013681,0.130014119831981,"var_3","sds",300,1,10,"False",1000
"var_1B",-0.037392269702074,0.129535136268577,"var_3","sds",300,1,10,"False",1000
"var_2B",-0.0923171154844031,0.129392323390693,"var_3","sds",300,1,10,"False",1000
"var_4B",0.0320368360613567,0.129436227560712,"var_3","sds",300,1,10,"False",1000
"(Intercept)",0.3733433020312,0.128890041894446,"var_3","sds",300,5,10,"True",500
"var_1B",-0.0800258102980659,0.130857616495698,"var_3","sds",300,5,10,"True",500
"var_2B",-0.0335286373392056,0.130559670515699,"var_3","sds",300,5,10,"True",500
"var_4B",-0.201772441021744,0.130870192105151,"var_3","sds",300,5,10,"True",500
"(Intercept)",0.248466735786741,0.127648297955091,"var_3","sds",300,5,10,"False",500
"var_1B",-0.0103386313130345,0.130621499327996,"var_3","sds",300,5,10,"False",500
"var_2B",-0.0582111289200851,0.130864790620681,"var_3","sds",300,5,10,"False",500
"var_4B",0.148417035071261,0.131886380081368,"var_3","sds",300,5,10,"False",500
"(Intercept)",0.141925629250921,0.127983338173014,"var_3","sds",300,5,10,"True",1000
"var_1B",0.0636053781230354,0.129470686891311,"var_3","sds",300,5,10,"True",1000
"var_2B",0.0583028909194662,0.129367083733695,"var_3","sds",300,5,10,"True",1000
"var_4B",0.015189145800926,0.128974016353063,"var_3","sds",300,5,10,"True",1000
"(Intercept)",0.203607566820346,0.130482731974064,"var_3","sds",300,5,10,"False",1000
"var_1B",-0.0410320857539123,0.129473618389731,"var_3","sds",300,5,10,"False",1000
"var_2B",0.0340644253449828,0.128797115771106,"var_3","sds",300,5,10,"False",1000
"var_4B",-0.0315727518396102,0.128629978805755,"var_3","sds",300,5,10,"False",1000
"(Intercept)",0.323771071806731,0.130704375616712,"var_3","sds",300,10,10,"True",500
"var_1B",-0.0166478586202272,0.129239556431603,"var_3","sds",300,10,10,"True",500
"var_2B",-0.0708590636030391,0.129411850210551,"var_3","sds",300,10,10,"True",500
"var_4B",-0.0487149817315516,0.129112261807117,"var_3","sds",300,10,10,"True",500
"(Intercept)",0.155846164631994,0.130161874476488,"var_3","sds",300,10,10,"False",500
"var_1B",0.0292460671839848,0.129263158381172,"var_3","sds",300,10,10,"False",500
"var_2B",0.0140481548037346,0.129194056574224,"var_3","sds",300,10,10,"False",500
"var_4B",-0.042613252672388,0.129477807094711,"var_3","sds",300,10,10,"False",500
"(Intercept)",0.218254759379704,0.126644664202062,"var_3","sds",300,10,10,"True",1000
"var_1B",-0.0498748281106194,0.128581554825204,"var_3","sds",300,10,10,"True",1000
"var_2B",-0.0817298500230786,0.128991042540381,"var_3","sds",300,10,10,"True",1000
"var_4B",-0.0692053462369451,0.128551974600675,"var_3","sds",300,10,10,"True",1000
"(Intercept)",0.153574740949791,0.127963963124606,"var_3","sds",300,10,10,"False",1000
"var_1B",-0.00159669382549789,0.128727985248123,"var_3","sds",300,10,10,"False",1000
"var_2B",-0.00888091538213424,0.128876922367142,"var_3","sds",300,10,10,"False",1000
"var_4B",-0.0179986974119059,0.128734417565778,"var_3","sds",300,10,10,"False",1000
"(Intercept)",0.338429552615955,0.129849492807824,"var_3","sds",600,1,10,"True",500
"var_1B",0.0528296883792719,0.134317194662511,"var_3","sds",600,1,10,"True",500
"var_2B",0.0489648224606115,0.133925675040538,"var_3","sds",600,1,10,"True",500
"var_4B",-0.147731185747278,0.132897446086188,"var_3","sds",600,1,10,"True",500
"(Intercept)",0.183934123211629,0.12832028006313,"var_3","sds",600,1,10,"False",500
"var_1B",0.000309751590291659,0.133554944866783,"var_3","sds",600,1,10,"False",500
"var_2B",0.262517157698111,0.134231826452314,"var_3","sds",600,1,10,"False",500
"var_4B",-0.0881773292042024,0.132785651430947,"var_3","sds",600,1,10,"False",500
"(Intercept)",0.202255627636871,0.132975286235618,"var_3","sds",600,1,10,"True",1000
"var_1B",0.0563544681045111,0.132689940649033,"var_3","sds",600,1,10,"True",1000
"var_2B",0.0799431974841772,0.133566996753327,"var_3","sds",600,1,10,"True",1000
"var_4B",0.0399368725497025,0.135137469232291,"var_3","sds",600,1,10,"True",1000
"(Intercept)",0.530233572826657,0.137830324549069,"var_3","sds",600,1,10,"False",1000
"var_1B",0.0285613183884367,0.13351729492528,"var_3","sds",600,1,10,"False",1000
"var_2B",-0.180525796763277,0.134249220795399,"var_3","sds",600,1,10,"False",1000
"var_4B",-0.143743504817703,0.134550052909108,"var_3","sds",600,1,10,"False",1000
"(Intercept)",0.0344902345411398,0.128923787889282,"var_3","sds",600,5,10,"True",500
"var_1B",0.238002462370528,0.130038202087682,"var_3","sds",600,5,10,"True",500
"var_2B",-0.0178075609667472,0.13010252266767,"var_3","sds",600,5,10,"True",500
"var_4B",0.118652467468638,0.129902388028509,"var_3","sds",600,5,10,"True",500
"(Intercept)",0.102496616247944,0.129547792300424,"var_3","sds",600,5,10,"False",500
"var_1B",0.033952579566429,0.130382481270044,"var_3","sds",600,5,10,"False",500
"var_2B",0.130919159382036,0.130252541744346,"var_3","sds",600,5,10,"False",500
"var_4B",-0.094801595192401,0.13045106987252,"var_3","sds",600,5,10,"False",500
"(Intercept)",0.27787849028676,0.132142837384743,"var_3","sds",600,5,10,"True",1000
"var_1B",-0.0835229291271074,0.129632740462864,"var_3","sds",600,5,10,"True",1000
"var_2B",-0.133532978343525,0.129275658822499,"var_3","sds",600,5,10,"True",1000
"var_4B",0.0344608943131098,0.129658248602576,"var_3","sds",600,5,10,"True",1000
"(Intercept)",0.240329208916667,0.131278798637319,"var_3","sds",600,5,10,"False",1000
"var_1B",0.0881104310370543,0.129825561175797,"var_3","sds",600,5,10,"False",1000
"var_2B",-0.0210695725268706,0.129623291771466,"var_3","sds",600,5,10,"False",1000
"var_4B",-0.13237541298653,0.129553351542115,"var_3","sds",600,5,10,"False",1000
"(Intercept)",0.137609593230822,0.133072957914773,"var_3","sds",600,10,10,"True",500
"var_1B",0.00919021474203177,0.12820153658581,"var_3","sds",600,10,10,"True",500
"var_2B",-0.0267240439591207,0.127997698789418,"var_3","sds",600,10,10,"True",500
"var_4B",-0.059931773455697,0.128074677420716,"var_3","sds",600,10,10,"True",500
"(Intercept)",0.124600553590086,0.132085583557504,"var_3","sds",600,10,10,"False",500
"var_1B",0.086016973308435,0.128411543399704,"var_3","sds",600,10,10,"False",500
"var_2B",-0.149362263871204,0.128670683045327,"var_3","sds",600,10,10,"False",500
"var_4B",0.144527781426054,0.128541450494397,"var_3","sds",600,10,10,"False",500
"(Intercept)",0.137069403410672,0.130909759398072,"var_3","sds",600,10,10,"True",1000
"var_1B",0.0868926232854376,0.12810233002823,"var_3","sds",600,10,10,"True",1000
"var_2B",-0.00487043556311309,0.128230455102951,"var_3","sds",600,10,10,"True",1000
"var_4B",-0.0478953184076208,0.127976489248697,"var_3","sds",600,10,10,"True",1000
"(Intercept)",0.134857990699877,0.13234675146002,"var_3","sds",600,10,10,"False",1000
"var_1B",0.0625587895832127,0.128259699139409,"var_3","sds",600,10,10,"False",1000
"var_2B",-0.00977295791448988,0.128329178236118,"var_3","sds",600,10,10,"False",1000
"var_4B",0.0373208319986598,0.128053090578353,"var_3","sds",600,10,10,"False",1000
"(Intercept)",0.266569405486536,0.128748551114061,"var_3","sds",900,1,10,"True",500
"var_1B",-0.0572525869169873,0.132200287402118,"var_3","sds",900,1,10,"True",500
"var_2B",0.191029343782366,0.133233939104149,"var_3","sds",900,1,10,"True",500
"var_4B",-0.0234940616037012,0.13238637132276,"var_3","sds",900,1,10,"True",500
"(Intercept)",0.468353982159548,0.141412996582082,"var_3","sds",900,1,10,"False",500
"var_1B",0.00255492366926269,0.132670244496443,"var_3","sds",900,1,10,"False",500
"var_2B",-0.159426567548145,0.134492261625734,"var_3","sds",900,1,10,"False",500
"var_4B",-0.0276740115742605,0.134256512736967,"var_3","sds",900,1,10,"False",500
"(Intercept)",0.263618920154975,0.130345584682923,"var_3","sds",900,1,10,"True",1000
"var_1B",0.0977771516471196,0.134411719793733,"var_3","sds",900,1,10,"True",1000
"var_2B",0.031870204653377,0.135041052971865,"var_3","sds",900,1,10,"True",1000
"var_4B",0.126083592401918,0.13525792284016,"var_3","sds",900,1,10,"True",1000
"(Intercept)",0.386597254738286,0.128028457890123,"var_3","sds",900,1,10,"False",1000
"var_1B",-0.0479889425916473,0.134903674045647,"var_3","sds",900,1,10,"False",1000
"var_2B",-0.106574819059318,0.135612512275188,"var_3","sds",900,1,10,"False",1000
"var_4B",0.0371438310810601,0.135010263031838,"var_3","sds",900,1,10,"False",1000
"(Intercept)",0.0993657324102571,0.129139746700833,"var_3","sds",900,5,10,"True",500
"var_1B",0.053236744881809,0.128582616732693,"var_3","sds",900,5,10,"True",500
"var_2B",0.0742402288000567,0.128602595295553,"var_3","sds",900,5,10,"True",500
"var_4B",-0.00330650605340213,0.128659771190809,"var_3","sds",900,5,10,"True",500
"(Intercept)",0.095306856504647,0.129743982404016,"var_3","sds",900,5,10,"False",500
"var_1B",0.00994517833998387,0.128851642405705,"var_3","sds",900,5,10,"False",500
"var_2B",-0.0704399468941487,0.128784196510898,"var_3","sds",900,5,10,"False",500
"var_4B",0.148792364024468,0.12883334935903,"var_3","sds",900,5,10,"False",500
"(Intercept)",0.231965600527337,0.128525180772913,"var_3","sds",900,5,10,"True",1000
"var_1B",0.162022560415507,0.129302628583295,"var_3","sds",900,5,10,"True",1000
"var_2B",0.00713443773298237,0.129765012160648,"var_3","sds",900,5,10,"True",1000
"var_4B",-0.167572204878928,0.129437660814835,"var_3","sds",900,5,10,"True",1000
"(Intercept)",0.265064346113219,0.132440128919782,"var_3","sds",900,5,10,"False",1000
"var_1B",-0.112324975016153,0.129557845374345,"var_3","sds",900,5,10,"False",1000
"var_2B",-0.0162474178225295,0.129414630596726,"var_3","sds",900,5,10,"False",1000
"var_4B",-0.0766924120607706,0.129320514974798,"var_3","sds",900,5,10,"False",1000
"(Intercept)",0.126534950951185,0.127312792277845,"var_3","sds",900,10,10,"True",500
"var_1B",-0.0867125068687658,0.127587937228037,"var_3","sds",900,10,10,"True",500
"var_2B",-0.0000516844705289066,0.12786661609904,"var_3","sds",900,10,10,"True",500
"var_4B",0.0442504812135835,0.127928132539023,"var_3","sds",900,10,10,"True",500
"(Intercept)",0.127955598173499,0.129400468348351,"var_3","sds",900,10,10,"False",500
"var_1B",-0.0575309917123185,0.128660169512283,"var_3","sds",900,10,10,"False",500
"var_2B",-0.105386306169622,0.128105159746469,"var_3","sds",900,10,10,"False",500
"var_4B",0.153071001756757,0.128476267253841,"var_3","sds",900,10,10,"False",500
"(Intercept)",-0.0820407004836774,0.129351356193103,"var_3","sds",900,10,10,"True",1000
"var_1B",0.114571359126597,0.128790492675922,"var_3","sds",900,10,10,"True",1000
"var_2B",0.126466121410864,0.128824231081542,"var_3","sds",900,10,10,"True",1000
"var_4B",0.211830564818959,0.129206168277243,"var_3","sds",900,10,10,"True",1000
"(Intercept)",-0.0417408675179153,0.129528075001796,"var_3","sds",900,10,10,"False",1000
"var_1B",0.0842605609694789,0.129227482039852,"var_3","sds",900,10,10,"False",1000
"var_2B",0.0673733651882572,0.128870140337671,"var_3","sds",900,10,10,"False",1000
"var_4B",0.215637214380455,0.128846167463253,"var_3","sds",900,10,10,"False",1000
"(Intercept)",0.300594969585534,0.135947467153059,"var_4","sds",300,1,10,"True",500
"var_1B",0.0360385003312992,0.132352146578793,"var_4","sds",300,1,10,"True",500
"var_2B",0.0199331167479977,0.131233675654093,"var_4","sds",300,1,10,"True",500
"var_3B",-0.150080445875938,0.13224916067452,"var_4","sds",300,1,10,"True",500
"(Intercept)",0.245709643648848,0.134737856002138,"var_4","sds",300,1,10,"False",500
"var_1B",0.137439811041048,0.131128992678379,"var_4","sds",300,1,10,"False",500
"var_2B",-0.24458054016917,0.133055279334908,"var_4","sds",300,1,10,"False",500
"var_3B",0.0472158940020611,0.130807589402468,"var_4","sds",300,1,10,"False",500
"(Intercept)",0.215059522936982,0.134019258267126,"var_4","sds",300,1,10,"True",1000
"var_1B",-0.076857677330522,0.130144988379152,"var_4","sds",300,1,10,"True",1000
"var_2B",0.0978359071945781,0.129468280776949,"var_4","sds",300,1,10,"True",1000
"var_3B",-0.0712383416701095,0.130368858246748,"var_4","sds",300,1,10,"True",1000
"(Intercept)",0.170030980526344,0.13528454135505,"var_4","sds",300,1,10,"False",1000
"var_1B",0.0648582155847841,0.129597483135027,"var_4","sds",300,1,10,"False",1000
"var_2B",-0.0143007710661529,0.129905995431173,"var_4","sds",300,1,10,"False",1000
"var_3B",0.0102858363116874,0.129435590027503,"var_4","sds",300,1,10,"False",1000
"(Intercept)",0.287736056772889,0.133287638597857,"var_4","sds",300,5,10,"True",500
"var_1B",-0.0505751544647472,0.130964298505715,"var_4","sds",300,5,10,"True",500
"var_2B",0.0588354773450931,0.130607981699556,"var_4","sds",300,5,10,"True",500
"var_3B",-0.119298470821713,0.130872200375909,"var_4","sds",300,5,10,"True",500
"(Intercept)",0.284611342398523,0.12738544890238,"var_4","sds",300,5,10,"False",500
"var_1B",0.0496561334643402,0.130794629115747,"var_4","sds",300,5,10,"False",500
"var_2B",-0.00302927590204047,0.131035700617361,"var_4","sds",300,5,10,"False",500
"var_3B",-0.0194283629394908,0.131885916448548,"var_4","sds",300,5,10,"False",500
"(Intercept)",0.148078191961108,0.133869423754432,"var_4","sds",300,5,10,"True",1000
"var_1B",0.097637716668761,0.129036153642567,"var_4","sds",300,5,10,"True",1000
"var_2B",-0.0368444424081027,0.128981609607672,"var_4","sds",300,5,10,"True",1000
"var_3B",-0.0307750352928759,0.128972134829373,"var_4","sds",300,5,10,"True",1000
"(Intercept)",0.0927201136231411,0.135641606736761,"var_4","sds",300,5,10,"False",1000
"var_1B",0.0111222287415873,0.12925979692538,"var_4","sds",300,5,10,"False",1000
"var_2B",0.105490620709324,0.128718438249275,"var_4","sds",300,5,10,"False",1000
"var_3B",-0.0316577974110647,0.128626174473946,"var_4","sds",300,5,10,"False",1000
